student_id,class_id,school_id,municipality_code,cpr_number,cpr_masked,first_name,last_name,gender,birth_date,enrollment_date,guardian_name,guardian_phone,guardian_email,address,postal_code,special_needs,is_active,created_at,updated_at
STU-005311,CLS-00192,751-SCH-003,751,261119-5523,261119-XXXX,Frederik,Olsen,M,2019-11-26,2026-03-11,Sebastian Olsen,+45 31 68 24 63,olsenfamilie@email.dk,Parkvej 197,9926,Ingen,true,2026-03-11 08:00:00,2026-03-11 08:00:00
STU-005312,CLS-00222,751-SCH-006,751,211119-8018,211119-XXXX,Isabella,Hansen,F,2019-11-21,2026-03-11,Sebastian Hansen,+45 83 35 10 34,hansenfamilie@email.dk,Nørregade 173,4212,Autisme,true,2026-03-11 08:00:00,2026-03-11 08:00:00
STU-005313,CLS-00190,751-SCH-005,751,220318-6566,220318-XXXX,Sofie,Olsen,F,2018-03-22,2026-03-11,Lucas Olsen,+45 44 91 58 19,olsenfamilie@email.dk,Strandvej 151,5604,ADHD,true,2026-03-11 08:00:00,2026-03-11 08:00:00
STU-005314,CLS-00238,751-SCH-004,751,131019-1207,131019-XXXX,Emil,Nielsen,M,2019-10-13,2026-03-11,Lucas Nielsen,+45 67 34 75 71,nielsenfamilie@email.dk,Nørregade 78,3114,Dysleksi,true,2026-03-11 08:00:00,2026-03-11 08:00:00
STU-005315,CLS-00074,751-SCH-003,751,030419-1346,030419-XXXX,Emma,Christensen,F,2019-04-03,2026-03-11,Rasmus Christensen,+45 32 19 78 10,christensenfamilie@email.dk,Møllevej 86,1163,ADHD,true,2026-03-11 08:00:00,2026-03-11 08:00:00
STU-005316,CLS-00073,751-SCH-002,751,200819-2815,200819-XXXX,Frederik,Hansen,M,2019-08-20,2026-03-11,Mikkel Hansen,+45 82 24 44 46,hansenfamilie@email.dk,Kirkevej 57,7121,Dysleksi,true,2026-03-11 08:00:00,2026-03-11 08:00:00
STU-005317,CLS-00250,751-SCH-005,751,030118-3669,030118-XXXX,Christian,Madsen,M,2018-01-03,2026-03-11,Christian Madsen,+45 70 48 15 41,madsenfamilie@email.dk,Søndergade 90,4425,Ingen,true,2026-03-11 08:00:00,2026-03-11 08:00:00
STU-005318,CLS-00232,751-SCH-007,751,061118-6314,061118-XXXX,Freja,Larsen,F,2018-11-06,2026-03-11,Rasmus Larsen,+45 73 72 99 65,larsenfamilie@email.dk,Nørregade 40,8081,Dysleksi,true,2026-03-11 08:00:00,2026-03-11 08:00:00
STU-005319,CLS-00084,751-SCH-005,751,310718-2268,310718-XXXX,Alma,Madsen,F,2018-07-31,2026-03-11,Mikkel Madsen,+45 46 54 64 97,madsenfamilie@email.dk,Strandvej 103,8134,Dysleksi,true,2026-03-11 08:00:00,2026-03-11 08:00:00
STU-005320,CLS-00024,751-SCH-007,751,100218-6270,100218-XXXX,Sofia,Madsen,F,2018-02-10,2026-03-11,Christian Madsen,+45 82 53 39 54,madsenfamilie@email.dk,Skovvej 188,7358,ADHD,true,2026-03-11 08:00:00,2026-03-11 08:00:00
STU-005321,CLS-00121,461-SCH-002,461,250318-5399,250318-XXXX,Rasmus,Madsen,M,2018-03-25,2026-03-11,Oscar Madsen,+45 45 23 60 55,madsenfamilie@email.dk,Strandvej 79,8846,Autisme,true,2026-03-11 08:00:00,2026-03-11 08:00:00
STU-005322,CLS-00203,461-SCH-003,461,150619-6357,150619-XXXX,Magnus,Thomsen,M,2019-06-15,2026-03-11,Christian Thomsen,+45 59 48 20 59,thomsenfamilie@email.dk,Hovedgade 11,9525,Ingen,true,2026-03-11 08:00:00,2026-03-11 08:00:00
STU-005323,CLS-00232,461-SCH-006,461,240319-9104,240319-XXXX,Sofia,Kristensen,F,2019-03-24,2026-03-11,Alfred Kristensen,+45 99 25 58 98,kristensenfamilie@email.dk,Østergade 77,8235,Ingen,true,2026-03-11 08:00:00,2026-03-11 08:00:00
STU-005324,CLS-00023,461-SCH-002,461,270118-5668,270118-XXXX,Karla,Petersen,F,2018-01-27,2026-03-11,Sebastian Petersen,+45 27 69 70 95,petersenfamilie@email.dk,Østergade 185,3487,Autisme,true,2026-03-11 08:00:00,2026-03-11 08:00:00
STU-005325,CLS-00036,461-SCH-006,461,140118-1895,140118-XXXX,Christian,Nielsen,M,2018-01-14,2026-03-11,Emil Nielsen,+45 44 86 18 51,nielsenfamilie@email.dk,Vestergade 15,7154,Dysleksi,true,2026-03-11 08:00:00,2026-03-11 08:00:00
STU-005326,CLS-00077,461-SCH-004,461,050418-3482,050418-XXXX,Emma,Madsen,F,2018-04-05,2026-03-11,Mikkel Madsen,+45 60 33 46 87,madsenfamilie@email.dk,Nørregade 155,3018,ADHD,true,2026-03-11 08:00:00,2026-03-11 08:00:00
STU-005327,CLS-00022,461-SCH-005,461,271118-8822,271118-XXXX,Anna,Andersen,F,2018-11-27,2026-03-11,Christian Andersen,+45 33 94 12 26,andersenfamilie@email.dk,Nørregade 8,7218,Ingen,true,2026-03-11 08:00:00,2026-03-11 08:00:00
STU-005328,CLS-00192,461-SCH-002,461,160519-9582,160519-XXXX,Alma,Rasmussen,F,2019-05-16,2026-03-11,Noah Rasmussen,+45 31 74 43 42,rasmussenfamilie@email.dk,Søndergade 109,2459,ADHD,true,2026-03-11 08:00:00,2026-03-11 08:00:00
STU-005329,CLS-00108,461-SCH-006,461,270318-3075,270318-XXXX,Frederik,Olsen,M,2018-03-27,2026-03-11,William Olsen,+45 27 20 75 16,olsenfamilie@email.dk,Kirkevej 51,4940,Dysleksi,true,2026-03-11 08:00:00,2026-03-11 08:00:00
STU-005330,CLS-00171,461-SCH-006,461,150118-4685,150118-XXXX,Emil,Christensen,M,2018-01-15,2026-03-11,Emil Christensen,+45 77 61 25 61,christensenfamilie@email.dk,Vestergade 106,1834,Ingen,true,2026-03-11 08:00:00,2026-03-11 08:00:00
STU-005331,CLS-00052,851-SCH-004,851,061018-2342,061018-XXXX,Laura,Sørensen,F,2018-10-06,2026-03-11,Victor Sørensen,+45 70 90 19 17,sørensenfamilie@email.dk,Skovvej 146,7817,ADHD,true,2026-03-11 08:00:00,2026-03-11 08:00:00
STU-005332,CLS-00097,851-SCH-003,851,130118-5224,130118-XXXX,Anna,Rasmussen,F,2018-01-13,2026-03-11,Frederik Rasmussen,+45 37 33 72 88,rasmussenfamilie@email.dk,Skovvej 183,6834,Ingen,true,2026-03-11 08:00:00,2026-03-11 08:00:00
STU-005333,CLS-00047,851-SCH-001,851,240918-2941,240918-XXXX,Rasmus,Madsen,M,2018-09-24,2026-03-11,Oscar Madsen,+45 37 30 65 14,madsenfamilie@email.dk,Parkvej 189,9177,Ingen,true,2026-03-11 08:00:00,2026-03-11 08:00:00
STU-005334,CLS-00045,851-SCH-005,851,010618-2677,010618-XXXX,Noah,Hansen,M,2018-06-01,2026-03-11,William Hansen,+45 77 39 66 29,hansenfamilie@email.dk,Kirkevej 83,1765,ADHD,true,2026-03-11 08:00:00,2026-03-11 08:00:00
STU-005335,CLS-00058,851-SCH-004,851,130318-8641,130318-XXXX,Sebastian,Larsen,M,2018-03-13,2026-03-11,Oscar Larsen,+45 93 18 19 88,larsenfamilie@email.dk,Hovedgade 157,5663,Ingen,true,2026-03-11 08:00:00,2026-03-11 08:00:00
STU-005336,CLS-00123,851-SCH-002,851,250818-3048,250818-XXXX,Sofia,Rasmussen,F,2018-08-25,2026-03-11,Rasmus Rasmussen,+45 53 19 35 36,rasmussenfamilie@email.dk,Østergade 159,4926,ADHD,true,2026-03-11 08:00:00,2026-03-11 08:00:00
STU-005337,CLS-00031,851-SCH-005,851,091018-4306,091018-XXXX,Anna,Jensen,F,2018-10-09,2026-03-11,Christian Jensen,+45 55 65 84 30,jensenfamilie@email.dk,Strandvej 21,4206,Ingen,true,2026-03-11 08:00:00,2026-03-11 08:00:00
STU-005338,CLS-00017,851-SCH-005,851,111219-3062,111219-XXXX,Ida,Nielsen,F,2019-12-11,2026-03-11,Malthe Nielsen,+45 24 97 33 96,nielsenfamilie@email.dk,Møllevej 14,7393,Ingen,true,2026-03-11 08:00:00,2026-03-11 08:00:00
STU-005339,CLS-00151,851-SCH-004,851,230319-2699,230319-XXXX,Lucas,Hansen,M,2019-03-23,2026-03-11,Rasmus Hansen,+45 35 98 55 81,hansenfamilie@email.dk,Østergade 60,7868,Ingen,true,2026-03-11 08:00:00,2026-03-11 08:00:00
STU-005340,CLS-00136,851-SCH-004,851,220619-5983,220619-XXXX,Noah,Kristensen,M,2019-06-22,2026-03-11,William Kristensen,+45 69 41 67 28,kristensenfamilie@email.dk,Hovedgade 127,9231,Dysleksi,true,2026-03-11 08:00:00,2026-03-11 08:00:00
STU-005341,CLS-00225,561-SCH-008,561,110419-7348,110419-XXXX,Victoria,Olsen,F,2019-04-11,2026-03-11,Emil Olsen,+45 77 92 18 26,olsenfamilie@email.dk,Vestergade 26,7828,Ingen,true,2026-03-11 08:00:00,2026-03-11 08:00:00
STU-005342,CLS-00066,561-SCH-002,561,140318-7172,140318-XXXX,Ella,Madsen,F,2018-03-14,2026-03-11,Emil Madsen,+45 98 42 19 21,madsenfamilie@email.dk,Skovvej 128,4133,Dysleksi,true,2026-03-11 08:00:00,2026-03-11 08:00:00
STU-005343,CLS-00244,561-SCH-008,561,100719-7802,100719-XXXX,Sofia,Sørensen,F,2019-07-10,2026-03-11,Mikkel Sørensen,+45 23 45 63 27,sørensenfamilie@email.dk,Vestergade 198,7679,ADHD,true,2026-03-11 08:00:00,2026-03-11 08:00:00
STU-005344,CLS-00019,561-SCH-001,561,130319-8825,130319-XXXX,Victor,Pedersen,M,2019-03-13,2026-03-11,Frederik Pedersen,+45 80 87 84 38,pedersenfamilie@email.dk,Strandvej 128,8061,Ingen,true,2026-03-11 08:00:00,2026-03-11 08:00:00
STU-005345,CLS-00162,561-SCH-003,561,131219-8497,131219-XXXX,Oliver,Jensen,M,2019-12-13,2026-03-11,Mikkel Jensen,+45 95 52 43 84,jensenfamilie@email.dk,Søndergade 80,5498,Ingen,true,2026-03-11 08:00:00,2026-03-11 08:00:00
STU-005346,CLS-00239,561-SCH-009,561,040518-8036,040518-XXXX,Clara,Jensen,F,2018-05-04,2026-03-11,Mikkel Jensen,+45 94 51 96 36,jensenfamilie@email.dk,Søndergade 66,8226,Ingen,true,2026-03-11 08:00:00,2026-03-11 08:00:00
STU-005347,CLS-00166,561-SCH-005,561,050319-8738,050319-XXXX,Clara,Thomsen,F,2019-03-05,2026-03-11,Rasmus Thomsen,+45 56 52 68 40,thomsenfamilie@email.dk,Strandvej 107,1576,Ingen,true,2026-03-11 08:00:00,2026-03-11 08:00:00
STU-005348,CLS-00244,561-SCH-009,561,080419-8529,080419-XXXX,Victor,Kristensen,M,2019-04-08,2026-03-11,William Kristensen,+45 59 50 96 44,kristensenfamilie@email.dk,Vestergade 99,3433,Ingen,true,2026-03-11 08:00:00,2026-03-11 08:00:00
STU-005349,CLS-00051,561-SCH-003,561,180319-1763,180319-XXXX,Malthe,Jensen,M,2019-03-18,2026-03-11,Christian Jensen,+45 36 53 66 46,jensenfamilie@email.dk,Vestergade 54,4138,Dysleksi,true,2026-03-11 08:00:00,2026-03-11 08:00:00
STU-005350,CLS-00073,561-SCH-008,561,090319-5987,090319-XXXX,Victor,Nielsen,M,2019-03-09,2026-03-11,Mikkel Nielsen,+45 22 27 29 69,nielsenfamilie@email.dk,Vestergade 92,4473,Ingen,true,2026-03-11 08:00:00,2026-03-11 08:00:00
