teacher_id,school_id,municipality_code,cpr_number,cpr_masked,first_name,last_name,gender,birth_date,email,phone,hire_date,subjects,salary_band,is_active,created_at,updated_at
TCH-561-00012,561-SCH-009,561,221176-5212,221176-XXXX,Lærke,Hansen,F,1976-11-22,lærke.hansen@skole.dk,+45 69 22 98 16,2026-03-09,"Engelsk,Billedkunst",B,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00013,561-SCH-002,561,291286-2993,291286-XXXX,Sebastian,Thomsen,M,1986-12-29,sebastian.thomsen@skole.dk,+45 71 76 45 25,2026-03-09,Engelsk,B,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00014,561-SCH-003,561,141073-8850,141073-XXXX,Clara,Hansen,F,1973-10-14,clara.hansen@skole.dk,+45 27 54 40 72,2026-03-09,"Musik,Dansk,Engelsk",A,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00015,561-SCH-003,561,021277-1187,021277-XXXX,Christian,Hansen,M,1977-12-02,christian.hansen@skole.dk,+45 71 42 71 22,2026-03-09,"Dansk,Matematik",A,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00016,561-SCH-001,561,240688-7137,240688-XXXX,Noah,Thomsen,M,1988-06-24,noah.thomsen@skole.dk,+45 25 96 75 38,2026-03-09,"Kemi,Fysik",A,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00017,561-SCH-003,561,110286-1518,110286-XXXX,Sofia,Nielsen,F,1986-02-11,sofia.nielsen@skole.dk,+45 68 93 23 31,2026-03-09,"Biologi,Engelsk",A,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00018,561-SCH-009,561,190595-6769,190595-XXXX,Frederik,Petersen,M,1995-05-19,frederik.petersen@skole.dk,+45 86 54 38 54,2026-03-09,"Historie,Fysik,Kemi",A,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00019,561-SCH-004,561,080880-8735,080880-XXXX,Frederik,Christensen,M,1980-08-08,frederik.christensen@skole.dk,+45 36 87 91 17,2026-03-09,"Dansk,Kemi",C,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00020,561-SCH-003,561,190789-8399,190789-XXXX,Malthe,Rasmussen,M,1989-07-19,malthe.rasmussen@skole.dk,+45 57 80 73 65,2026-03-09,Idræt,B,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00021,561-SCH-002,561,301291-8472,301291-XXXX,Emma,Madsen,F,1991-12-30,emma.madsen@skole.dk,+45 53 19 15 69,2026-03-09,"Biologi,Dansk",A,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00022,561-SCH-004,561,040486-6441,040486-XXXX,Frederik,Sørensen,M,1986-04-04,frederik.sørensen@skole.dk,+45 82 10 71 62,2026-03-09,Dansk,A,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00023,561-SCH-004,561,041098-4223,041098-XXXX,Mikkel,Larsen,M,1998-10-04,mikkel.larsen@skole.dk,+45 27 44 30 83,2026-03-09,"Historie,Billedkunst",B,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00024,561-SCH-003,561,270874-9090,270874-XXXX,Emma,Thomsen,F,1974-08-27,emma.thomsen@skole.dk,+45 90 49 42 20,2026-03-09,"Fysik,Engelsk,Billedkunst",B,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00025,561-SCH-008,561,201277-5033,201277-XXXX,Oscar,Jørgensen,M,1977-12-20,oscar.jørgensen@skole.dk,+45 30 19 92 93,2026-03-09,"Historie,Engelsk",A,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00026,561-SCH-007,561,310773-5126,310773-XXXX,Freja,Petersen,F,1973-07-31,freja.petersen@skole.dk,+45 71 12 96 21,2026-03-09,"Historie,Musik,Matematik",A,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00027,561-SCH-009,561,250992-3352,250992-XXXX,Mathilde,Hansen,F,1992-09-25,mathilde.hansen@skole.dk,+45 43 75 41 12,2026-03-09,Historie,B,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00028,561-SCH-002,561,251286-8380,251286-XXXX,Karla,Olsen,F,1986-12-25,karla.olsen@skole.dk,+45 34 68 88 32,2026-03-09,"Musik,Historie",A,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00029,561-SCH-002,561,091297-1105,091297-XXXX,Mikkel,Christensen,M,1997-12-09,mikkel.christensen@skole.dk,+45 80 40 92 72,2026-03-09,Idræt,B,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00030,561-SCH-005,561,271099-1642,271099-XXXX,Sofia,Hansen,F,1999-10-27,sofia.hansen@skole.dk,+45 93 71 87 62,2026-03-09,"Biologi,Billedkunst,Musik",A,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00031,561-SCH-003,561,131077-6616,131077-XXXX,Isabella,Thomsen,F,1977-10-13,isabella.thomsen@skole.dk,+45 44 35 67 54,2026-03-09,Historie,C,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00032,561-SCH-008,561,300682-7039,300682-XXXX,Christian,Madsen,M,1982-06-30,christian.madsen@skole.dk,+45 82 85 33 81,2026-03-09,Idræt,A,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00033,561-SCH-004,561,180192-3876,180192-XXXX,Anna,Hansen,F,1992-01-18,anna.hansen@skole.dk,+45 69 84 35 68,2026-03-09,"Billedkunst,Matematik",C,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00034,561-SCH-006,561,271176-7401,271176-XXXX,Sebastian,Nielsen,M,1976-11-27,sebastian.nielsen@skole.dk,+45 70 49 35 12,2026-03-09,"Kemi,Historie,Fysik",B,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00035,561-SCH-005,561,250886-2881,250886-XXXX,Alfred,Kristensen,M,1986-08-25,alfred.kristensen@skole.dk,+45 81 67 43 67,2026-03-09,"Matematik,Historie,Fysik",C,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00036,561-SCH-007,561,020184-3464,020184-XXXX,Ida,Christensen,F,1984-01-02,ida.christensen@skole.dk,+45 34 41 67 29,2026-03-09,"Historie,Idræt",C,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00037,561-SCH-008,561,240992-3976,240992-XXXX,Laura,Jørgensen,F,1992-09-24,laura.jørgensen@skole.dk,+45 23 36 12 69,2026-03-09,Dansk,B,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00038,561-SCH-008,561,191194-7773,191194-XXXX,Oliver,Kristensen,M,1994-11-19,oliver.kristensen@skole.dk,+45 61 13 61 66,2026-03-09,Geografi,C,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00039,561-SCH-003,561,011275-7783,011275-XXXX,Oscar,Larsen,M,1975-12-01,oscar.larsen@skole.dk,+45 32 94 14 19,2026-03-09,Biologi,B,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00040,561-SCH-004,561,291075-2680,291075-XXXX,Anna,Pedersen,F,1975-10-29,anna.pedersen@skole.dk,+45 36 79 93 80,2026-03-09,"Dansk,Idræt,Fysik",C,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00041,561-SCH-006,561,290475-8423,290475-XXXX,Oscar,Jørgensen,M,1975-04-29,oscar.jørgensen@skole.dk,+45 82 44 55 47,2026-03-09,Kemi,B,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00042,561-SCH-007,561,291071-3813,291071-XXXX,Frederik,Hansen,M,1971-10-29,frederik.hansen@skole.dk,+45 74 12 80 30,2026-03-09,"Dansk,Fysik,Billedkunst",B,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00043,561-SCH-006,561,140287-7867,140287-XXXX,William,Thomsen,M,1987-02-14,william.thomsen@skole.dk,+45 55 31 22 99,2026-03-09,Fysik,C,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00044,561-SCH-004,561,090286-3667,090286-XXXX,Victor,Olsen,M,1986-02-09,victor.olsen@skole.dk,+45 90 84 86 20,2026-03-09,"Engelsk,Kemi,Musik",B,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00045,561-SCH-003,561,030485-8817,030485-XXXX,Oscar,Rasmussen,M,1985-04-03,oscar.rasmussen@skole.dk,+45 23 17 68 55,2026-03-09,"Biologi,Billedkunst,Geografi",C,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00046,561-SCH-001,561,221083-7969,221083-XXXX,Sebastian,Pedersen,M,1983-10-22,sebastian.pedersen@skole.dk,+45 40 56 33 80,2026-03-09,"Kemi,Matematik",B,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00047,561-SCH-004,561,011289-7403,011289-XXXX,Frederik,Larsen,M,1989-12-01,frederik.larsen@skole.dk,+45 61 43 44 94,2026-03-09,"Musik,Idræt,Historie",B,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00048,561-SCH-009,561,310183-2588,310183-XXXX,Ella,Kristensen,F,1983-01-31,ella.kristensen@skole.dk,+45 21 25 97 62,2026-03-09,"Matematik,Kemi",C,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00049,561-SCH-008,561,170886-4655,170886-XXXX,Sebastian,Christensen,M,1986-08-17,sebastian.christensen@skole.dk,+45 23 55 62 32,2026-03-09,Engelsk,A,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00050,561-SCH-009,561,210179-2536,210179-XXXX,Mathilde,Jørgensen,F,1979-01-21,mathilde.jørgensen@skole.dk,+45 67 38 49 26,2026-03-09,"Kemi,Musik,Fysik",A,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00051,561-SCH-008,561,151076-2071,151076-XXXX,Emil,Madsen,M,1976-10-15,emil.madsen@skole.dk,+45 45 48 93 56,2026-03-09,"Historie,Fysik",B,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00052,561-SCH-003,561,110498-4042,110498-XXXX,Lærke,Jensen,F,1998-04-11,lærke.jensen@skole.dk,+45 47 50 81 48,2026-03-09,"Matematik,Fysik",B,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00053,561-SCH-003,561,250177-2872,250177-XXXX,Lærke,Sørensen,F,1977-01-25,lærke.sørensen@skole.dk,+45 32 82 93 68,2026-03-09,"Dansk,Biologi,Kemi",B,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00054,561-SCH-001,561,050572-1764,050572-XXXX,Victoria,Larsen,F,1972-05-05,victoria.larsen@skole.dk,+45 73 73 21 89,2026-03-09,"Historie,Billedkunst",A,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00055,561-SCH-008,561,160977-5977,160977-XXXX,Rasmus,Hansen,M,1977-09-16,rasmus.hansen@skole.dk,+45 54 31 75 15,2026-03-09,Billedkunst,C,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00056,561-SCH-007,561,191086-2158,191086-XXXX,Mathilde,Andersen,F,1986-10-19,mathilde.andersen@skole.dk,+45 97 71 49 64,2026-03-09,"Kemi,Musik,Matematik",B,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00057,561-SCH-005,561,240998-2939,240998-XXXX,Oscar,Larsen,M,1998-09-24,oscar.larsen@skole.dk,+45 95 66 74 44,2026-03-09,"Historie,Musik,Matematik",C,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00058,561-SCH-004,561,170484-4886,170484-XXXX,Mathilde,Jørgensen,F,1984-04-17,mathilde.jørgensen@skole.dk,+45 49 53 28 22,2026-03-09,"Geografi,Idræt",A,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00059,561-SCH-003,561,110584-8142,110584-XXXX,Ella,Petersen,F,1984-05-11,ella.petersen@skole.dk,+45 38 95 16 26,2026-03-09,"Historie,Matematik,Geografi",A,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00060,561-SCH-008,561,020570-9572,020570-XXXX,Sofie,Pedersen,F,1970-05-02,sofie.pedersen@skole.dk,+45 71 92 47 62,2026-03-09,"Musik,Idræt",B,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00061,561-SCH-006,561,220887-5371,220887-XXXX,Rasmus,Olsen,M,1987-08-22,rasmus.olsen@skole.dk,+45 34 41 66 41,2026-03-09,"Musik,Engelsk,Idræt",A,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00062,561-SCH-006,561,110182-5002,110182-XXXX,Anna,Pedersen,F,1982-01-11,anna.pedersen@skole.dk,+45 52 61 16 61,2026-03-09,Musik,C,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00063,561-SCH-001,561,180486-8086,180486-XXXX,Mathilde,Madsen,F,1986-04-18,mathilde.madsen@skole.dk,+45 66 31 32 55,2026-03-09,"Musik,Fysik",B,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00064,561-SCH-002,561,030393-8349,030393-XXXX,Alfred,Andersen,M,1993-03-03,alfred.andersen@skole.dk,+45 99 87 88 50,2026-03-09,Geografi,A,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00065,561-SCH-005,561,240989-7334,240989-XXXX,Ida,Andersen,F,1989-09-24,ida.andersen@skole.dk,+45 40 39 27 81,2026-03-09,Matematik,B,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00066,561-SCH-007,561,020898-3404,020898-XXXX,Emma,Thomsen,F,1998-08-02,emma.thomsen@skole.dk,+45 53 63 37 30,2026-03-09,"Matematik,Engelsk",A,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00067,561-SCH-002,561,160495-3486,160495-XXXX,Karla,Christensen,F,1995-04-16,karla.christensen@skole.dk,+45 77 86 82 77,2026-03-09,Fysik,A,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00068,561-SCH-001,561,080875-7274,080875-XXXX,Karla,Pedersen,F,1975-08-08,karla.pedersen@skole.dk,+45 41 43 41 91,2026-03-09,Historie,C,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00069,561-SCH-002,561,170175-3308,170175-XXXX,Laura,Sørensen,F,1975-01-17,laura.sørensen@skole.dk,+45 42 48 68 55,2026-03-09,Historie,A,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00070,561-SCH-009,561,240993-4078,240993-XXXX,Isabella,Rasmussen,F,1993-09-24,isabella.rasmussen@skole.dk,+45 87 43 90 59,2026-03-09,"Billedkunst,Geografi",C,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00071,561-SCH-006,561,010984-4833,010984-XXXX,Emil,Thomsen,M,1984-09-01,emil.thomsen@skole.dk,+45 51 32 45 83,2026-03-09,"Biologi,Dansk,Idræt",A,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00072,561-SCH-001,561,070985-4166,070985-XXXX,Karla,Andersen,F,1985-09-07,karla.andersen@skole.dk,+45 82 68 94 81,2026-03-09,"Historie,Kemi,Billedkunst",B,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00073,561-SCH-002,561,090887-2220,090887-XXXX,Ida,Pedersen,F,1987-08-09,ida.pedersen@skole.dk,+45 55 30 29 80,2026-03-09,"Historie,Geografi,Engelsk",C,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00074,561-SCH-007,561,300792-2479,300792-XXXX,Victor,Jensen,M,1992-07-30,victor.jensen@skole.dk,+45 21 59 22 40,2026-03-09,"Matematik,Billedkunst,Engelsk",B,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00075,561-SCH-007,561,070870-6446,070870-XXXX,Karla,Olsen,F,1970-08-07,karla.olsen@skole.dk,+45 93 39 54 55,2026-03-09,"Matematik,Idræt",B,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00076,561-SCH-009,561,071177-2576,071177-XXXX,Ella,Andersen,F,1977-11-07,ella.andersen@skole.dk,+45 29 96 49 12,2026-03-09,"Kemi,Engelsk,Biologi",A,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00077,561-SCH-005,561,080894-4659,080894-XXXX,Lucas,Petersen,M,1994-08-08,lucas.petersen@skole.dk,+45 79 65 98 89,2026-03-09,Historie,A,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00078,561-SCH-002,561,240579-9610,240579-XXXX,Lærke,Madsen,F,1979-05-24,lærke.madsen@skole.dk,+45 49 46 11 43,2026-03-09,"Musik,Historie,Fysik",B,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00079,561-SCH-004,561,140998-1704,140998-XXXX,Victoria,Jørgensen,F,1998-09-14,victoria.jørgensen@skole.dk,+45 33 85 23 67,2026-03-09,Dansk,A,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00080,561-SCH-004,561,280577-9365,280577-XXXX,Emil,Sørensen,M,1977-05-28,emil.sørensen@skole.dk,+45 47 29 29 31,2026-03-09,"Geografi,Biologi,Musik",B,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00081,561-SCH-007,561,210498-6028,210498-XXXX,Freja,Jensen,F,1998-04-21,freja.jensen@skole.dk,+45 92 87 14 64,2026-03-09,"Musik,Biologi,Kemi",B,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00082,561-SCH-006,561,041289-5319,041289-XXXX,Rasmus,Nielsen,M,1989-12-04,rasmus.nielsen@skole.dk,+45 91 40 40 76,2026-03-09,"Kemi,Fysik",B,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00083,561-SCH-002,561,240885-2258,240885-XXXX,Lærke,Petersen,F,1985-08-24,lærke.petersen@skole.dk,+45 47 72 55 69,2026-03-09,"Kemi,Engelsk,Musik",C,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00084,561-SCH-001,561,240372-3396,240372-XXXX,Freja,Madsen,F,1972-03-24,freja.madsen@skole.dk,+45 84 20 70 98,2026-03-09,"Dansk,Geografi,Fysik",C,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00085,561-SCH-002,561,290981-9653,290981-XXXX,Emil,Hansen,M,1981-09-29,emil.hansen@skole.dk,+45 82 58 26 10,2026-03-09,"Musik,Kemi,Engelsk",B,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00086,561-SCH-003,561,220475-3841,220475-XXXX,Oscar,Pedersen,M,1975-04-22,oscar.pedersen@skole.dk,+45 36 14 70 24,2026-03-09,Matematik,A,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00087,561-SCH-007,561,050381-6233,050381-XXXX,Alfred,Rasmussen,M,1981-03-05,alfred.rasmussen@skole.dk,+45 94 39 71 95,2026-03-09,"Dansk,Engelsk",B,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00088,561-SCH-006,561,050285-4096,050285-XXXX,Freja,Olsen,F,1985-02-05,freja.olsen@skole.dk,+45 85 50 49 81,2026-03-09,"Fysik,Idræt",B,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00089,561-SCH-009,561,160598-8606,160598-XXXX,Laura,Hansen,F,1998-05-16,laura.hansen@skole.dk,+45 98 71 54 55,2026-03-09,"Kemi,Dansk",C,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00090,561-SCH-004,561,120883-3045,120883-XXXX,Christian,Olsen,M,1983-08-12,christian.olsen@skole.dk,+45 22 41 69 99,2026-03-09,"Biologi,Engelsk",C,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00091,561-SCH-009,561,110382-4529,110382-XXXX,Malthe,Petersen,M,1982-03-11,malthe.petersen@skole.dk,+45 48 67 60 67,2026-03-09,Idræt,C,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00092,561-SCH-008,561,210282-6381,210282-XXXX,Alfred,Olsen,M,1982-02-21,alfred.olsen@skole.dk,+45 73 91 74 94,2026-03-09,"Fysik,Geografi,Biologi",C,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00093,561-SCH-009,561,240285-2808,240285-XXXX,Mathilde,Andersen,F,1985-02-24,mathilde.andersen@skole.dk,+45 70 16 22 50,2026-03-09,"Fysik,Idræt",A,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00094,561-SCH-001,561,050574-4352,050574-XXXX,Lærke,Larsen,F,1974-05-05,lærke.larsen@skole.dk,+45 37 22 37 75,2026-03-09,"Fysik,Matematik,Historie",B,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00095,561-SCH-006,561,240377-3002,240377-XXXX,Clara,Madsen,F,1977-03-24,clara.madsen@skole.dk,+45 80 23 61 97,2026-03-09,"Musik,Matematik",B,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00096,561-SCH-005,561,091286-4129,091286-XXXX,Noah,Pedersen,M,1986-12-09,noah.pedersen@skole.dk,+45 24 37 60 28,2026-03-09,"Historie,Engelsk,Idræt",C,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00097,561-SCH-008,561,080578-7138,080578-XXXX,Mathilde,Petersen,F,1978-05-08,mathilde.petersen@skole.dk,+45 61 43 84 29,2026-03-09,"Geografi,Matematik,Dansk",A,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00098,561-SCH-002,561,271082-8992,271082-XXXX,Sofia,Nielsen,F,1982-10-27,sofia.nielsen@skole.dk,+45 50 75 85 90,2026-03-09,Geografi,B,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00099,561-SCH-006,561,090895-6700,090895-XXXX,Sofia,Pedersen,F,1995-08-09,sofia.pedersen@skole.dk,+45 98 15 26 11,2026-03-09,"Geografi,Fysik,Dansk",B,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00100,561-SCH-001,561,070179-2277,070179-XXXX,Noah,Jørgensen,M,1979-01-07,noah.jørgensen@skole.dk,+45 89 38 74 90,2026-03-09,"Historie,Geografi,Musik",B,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00101,561-SCH-006,561,260382-8976,260382-XXXX,Clara,Sørensen,F,1982-03-26,clara.sørensen@skole.dk,+45 32 64 23 43,2026-03-09,"Biologi,Geografi,Idræt",B,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00102,561-SCH-001,561,080694-5141,080694-XXXX,Mikkel,Kristensen,M,1994-06-08,mikkel.kristensen@skole.dk,+45 89 25 41 49,2026-03-09,"Musik,Dansk",A,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00103,561-SCH-003,561,050196-5956,050196-XXXX,Mathilde,Nielsen,F,1996-01-05,mathilde.nielsen@skole.dk,+45 49 59 25 39,2026-03-09,"Kemi,Historie,Geografi",A,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00104,561-SCH-007,561,250578-6835,250578-XXXX,Malthe,Madsen,M,1978-05-25,malthe.madsen@skole.dk,+45 56 23 37 23,2026-03-09,"Historie,Matematik",C,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00105,561-SCH-006,561,100285-6919,100285-XXXX,Frederik,Pedersen,M,1985-02-10,frederik.pedersen@skole.dk,+45 83 92 11 86,2026-03-09,"Musik,Fysik",C,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00106,561-SCH-003,561,301171-3419,301171-XXXX,Noah,Petersen,M,1971-11-30,noah.petersen@skole.dk,+45 36 56 38 55,2026-03-09,"Matematik,Kemi,Dansk",C,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00107,561-SCH-001,561,240599-1997,240599-XXXX,Christian,Kristensen,M,1999-05-24,christian.kristensen@skole.dk,+45 73 91 29 66,2026-03-09,Engelsk,A,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00108,561-SCH-006,561,120798-9772,120798-XXXX,Anna,Sørensen,F,1998-07-12,anna.sørensen@skole.dk,+45 79 51 65 97,2026-03-09,"Billedkunst,Dansk",C,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00109,561-SCH-004,561,120377-8583,120377-XXXX,William,Nielsen,M,1977-03-12,william.nielsen@skole.dk,+45 63 33 10 63,2026-03-09,Billedkunst,A,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-561-00110,561-SCH-001,561,220490-1158,220490-XXXX,Alma,Nielsen,F,1990-04-22,alma.nielsen@skole.dk,+45 68 74 24 22,2026-03-09,"Biologi,Matematik",A,true,2026-03-09 08:00:00,2026-03-09 08:00:00
