wellness_id,student_id,school_id,municipality_code,assessment_date,academic_wellbeing_score,social_wellbeing_score,physical_wellbeing_score,overall_satisfaction,bullying_experienced,support_needed,counselor_notes,assessed_by,created_at
WEL-000017,STU-003624,101-SCH-009,101,2024-09-15,5,6,7,10,False,False,Samtale planlagt,Sofia Kristensen,2026-02-27T13:34:07.963716
WEL-000018,STU-002363,101-SCH-006,101,2024-10-19,8,3,10,3,False,True,Kontakt til foraeldere,Katrine Kristensen,2026-02-27T13:34:07.963720
WEL-000019,STU-002544,101-SCH-006,101,2024-10-28,2,9,1,9,False,False,Ingen bekymringer,Line Jorgensen,2026-02-27T13:34:07.963725
WEL-000020,STU-004158,101-SCH-010,101,2024-10-28,7,7,5,6,False,False,,Anna Olsen,2026-02-27T13:34:07.963729
WEL-000021,STU-003934,101-SCH-009,101,2024-11-08,10,8,9,3,False,True,Folger op,Julie Pedersen,2026-02-27T13:34:07.963733
WEL-000022,STU-000430,101-SCH-001,101,2024-12-13,9,10,7,6,False,False,Folger op,Sofia Jensen,2026-02-27T13:34:07.963738
WEL-000023,STU-003648,101-SCH-009,101,2024-11-05,5,5,5,2,False,False,Samtale planlagt,Sofia Jorgensen,2026-02-27T13:34:07.963742
WEL-000024,STU-000148,101-SCH-001,101,2024-12-17,2,7,6,7,False,False,Kontakt til foraeldere,Isabella Larsen,2026-02-27T13:34:07.963747
WEL-000025,STU-002936,101-SCH-007,101,2024-10-25,9,10,3,3,False,False,Kontakt til foraeldere,Laura Rasmussen,2026-02-27T13:34:07.963751
WEL-000026,STU-004391,101-SCH-011,101,2024-10-20,6,4,9,4,False,False,Ingen bekymringer,Mathilde Thomsen,2026-02-27T13:34:07.963756
WEL-000027,STU-000816,101-SCH-002,101,2024-10-12,1,3,6,8,False,False,Folger op,Anna Thomsen,2026-02-27T13:34:07.963760
WEL-000028,STU-004350,101-SCH-010,101,2024-09-12,5,9,6,9,False,False,Henvisning til PPR,Sofia Mortensen,2026-02-27T13:34:07.963764
WEL-000029,STU-000045,101-SCH-001,101,2024-09-27,9,7,4,5,False,True,Ingen bekymringer,Line Kristensen,2026-02-27T13:34:07.963769
WEL-000030,STU-004943,101-SCH-012,101,2024-09-12,6,4,10,1,False,False,Samtale planlagt,Clara Kristensen,2026-02-27T13:34:07.963773
WEL-000031,STU-002252,101-SCH-005,101,2024-11-15,7,3,1,9,False,False,Samtale planlagt,Emilie Andersen,2026-02-27T13:34:07.963778
WEL-000032,STU-002963,101-SCH-007,101,2024-10-08,3,7,3,7,False,False,Samtale planlagt,Caroline Lund,2026-02-27T13:34:07.963783
WEL-000033,STU-001151,101-SCH-003,101,2024-09-14,10,1,8,2,False,True,Folger op,Caroline Jakobsen,2026-02-27T13:34:07.963787
WEL-000034,STU-002841,101-SCH-007,101,2024-11-08,9,9,3,10,False,True,Samtale planlagt,Marie Jorgensen,2026-02-27T13:34:07.963791
WEL-000035,STU-001973,101-SCH-005,101,2024-11-19,8,8,5,7,False,False,,Freja Thomsen,2026-02-27T13:34:07.963796
WEL-000036,STU-003261,101-SCH-008,101,2024-12-08,6,10,7,4,False,False,Ingen bekymringer,Victoria Thomsen,2026-02-27T13:34:07.963800
WEL-000037,STU-001552,101-SCH-004,101,2024-09-11,3,4,5,5,False,False,Samtale planlagt,Laura Mortensen,2026-02-27T13:34:07.963804
WEL-000038,STU-000758,101-SCH-002,101,2024-10-15,5,3,7,5,False,False,Folger op,Katrine Jakobsen,2026-02-27T13:34:07.963809
WEL-000039,STU-003258,101-SCH-008,101,2024-09-16,7,4,1,1,True,False,,Isabella Johansen,2026-02-27T13:34:07.963813
WEL-000040,STU-004621,101-SCH-011,101,2024-11-07,10,9,4,10,False,False,Kontakt til foraeldere,Mathilde Larsen,2026-02-27T13:34:07.963817
WEL-000041,STU-000749,101-SCH-002,101,2024-11-04,5,5,5,7,False,False,,Marie Lund,2026-02-27T13:34:07.963822
WEL-000042,STU-003793,101-SCH-009,101,2024-11-10,7,8,6,2,False,False,Samtale planlagt,Anna Larsen,2026-02-27T13:34:07.963826
WEL-000043,STU-002996,101-SCH-007,101,2024-12-05,3,4,7,2,False,False,Kontakt til foraeldere,Anna Hansen,2026-02-27T13:34:07.963830
WEL-000044,STU-001108,101-SCH-003,101,2024-12-11,7,10,7,3,False,False,Ingen bekymringer,Emma Hansen,2026-02-27T13:34:07.963834
WEL-000045,STU-000531,101-SCH-002,101,2024-12-26,1,3,5,2,False,False,Henvisning til PPR,Marie Thomsen,2026-02-27T13:34:07.963839
WEL-000046,STU-003220,101-SCH-008,101,2024-12-26,8,2,8,4,False,False,Kontakt til foraeldere,Line Berg,2026-02-27T13:34:07.963843
WEL-000047,STU-000954,101-SCH-002,101,2024-12-17,6,3,6,8,False,False,,Caroline Kristensen,2026-02-27T13:34:07.963848
WEL-000048,STU-000348,101-SCH-001,101,2024-10-18,7,10,9,8,False,False,Henvisning til PPR,Marie Berg,2026-02-27T13:34:07.963852
WEL-000049,STU-003306,101-SCH-008,101,2024-11-06,2,1,2,5,False,False,,Marie Mortensen,2026-02-27T13:34:07.963856
WEL-000050,STU-004871,101-SCH-012,101,2024-12-07,6,6,8,3,False,False,Kontakt til foraeldere,Marie Johansen,2026-02-27T13:34:07.963860
WEL-000051,STU-004080,101-SCH-010,101,2024-10-14,4,4,4,9,False,False,Ingen bekymringer,Laura Berg,2026-02-27T13:34:07.963865
WEL-000052,STU-003943,101-SCH-009,101,2024-12-21,5,5,5,8,False,False,,Marie Poulsen,2026-02-27T13:34:07.963869
WEL-000053,STU-004977,101-SCH-012,101,2024-09-22,7,6,10,2,False,False,,Mathilde Johansen,2026-02-27T13:34:07.963873
WEL-000054,STU-002453,101-SCH-006,101,2024-10-27,6,10,6,3,False,False,,Freja Poulsen,2026-02-27T13:34:07.963878
WEL-000055,STU-001833,101-SCH-005,101,2024-12-23,9,10,4,7,True,True,Folger op,Emma Jorgensen,2026-02-27T13:34:07.963882
WEL-000056,STU-004413,101-SCH-011,101,2024-09-21,6,4,3,8,False,False,Folger op,Emma Jensen,2026-02-27T13:34:07.963886
WEL-000057,STU-000282,101-SCH-001,101,2024-09-18,5,8,6,5,False,False,Kontakt til foraeldere,Camilla Mortensen,2026-02-27T13:34:07.963891
WEL-000058,STU-001574,101-SCH-004,101,2024-10-25,7,9,7,9,False,False,Ingen bekymringer,Caroline Jorgensen,2026-02-27T13:34:07.963895
WEL-000059,STU-000684,101-SCH-002,101,2024-09-26,2,2,5,2,False,False,Henvisning til PPR,Josefine Jensen,2026-02-27T13:34:07.963899
WEL-000060,STU-000188,101-SCH-001,101,2024-12-11,10,5,8,6,False,False,,Isabella Pedersen,2026-02-27T13:34:07.963903
WEL-000061,STU-004681,101-SCH-011,101,2024-12-25,1,5,3,8,False,False,Folger op,Marie Poulsen,2026-02-27T13:34:07.963908
WEL-000062,STU-000900,101-SCH-002,101,2024-10-22,6,6,9,3,False,False,Ingen bekymringer,Camilla Moller,2026-02-27T13:34:07.963912
WEL-000063,STU-002115,101-SCH-005,101,2024-12-28,9,8,2,7,False,False,Ingen bekymringer,Laura Rasmussen,2026-02-27T13:34:07.963917
WEL-000064,STU-003688,101-SCH-009,101,2024-10-08,1,2,6,9,False,False,Henvisning til PPR,Freja Knudsen,2026-02-27T13:34:07.963921
WEL-000065,STU-002092,101-SCH-005,101,2024-11-02,8,8,4,4,False,False,Folger op,Laura Knudsen,2026-02-27T13:34:07.963926
WEL-000066,STU-002168,101-SCH-005,101,2024-10-15,8,6,6,7,False,False,,Alma Berg,2026-02-27T13:34:07.963931
WEL-000067,STU-002003,101-SCH-005,101,2024-11-08,10,3,4,8,False,False,,Anna Lund,2026-02-27T13:34:07.963935
WEL-000068,STU-000447,101-SCH-001,101,2024-10-18,10,3,3,7,False,False,Samtale planlagt,Katrine Berg,2026-02-27T13:34:07.963939
WEL-000069,STU-004732,101-SCH-011,101,2024-09-16,1,8,4,5,False,False,Kontakt til foraeldere,Julie Knudsen,2026-02-27T13:34:07.963944
WEL-000070,STU-005064,101-SCH-012,101,2024-12-22,3,8,10,8,True,False,Folger op,Mathilde Kristensen,2026-02-27T13:34:07.963948
WEL-000071,STU-003311,101-SCH-008,101,2024-12-22,8,1,8,7,False,False,,Isabella Lund,2026-02-27T13:34:07.963952
WEL-000072,STU-004635,101-SCH-011,101,2024-12-10,10,10,10,9,False,True,,Josefine Hansen,2026-02-27T13:34:07.963957
WEL-000073,STU-001148,101-SCH-003,101,2024-10-22,4,4,9,1,False,False,Kontakt til foraeldere,Clara Johansen,2026-02-27T13:34:07.963961
WEL-000074,STU-001900,101-SCH-005,101,2024-12-07,6,9,7,1,False,False,Folger op,Nanna Poulsen,2026-02-27T13:34:07.963965
WEL-000075,STU-000787,101-SCH-002,101,2024-12-09,6,8,9,9,False,False,Folger op,Alma Berg,2026-02-27T13:34:07.963970
WEL-000076,STU-000870,101-SCH-002,101,2024-10-25,10,9,5,4,False,True,Folger op,Laura Madsen,2026-02-27T13:34:07.963974
WEL-000077,STU-004739,101-SCH-011,101,2024-12-19,3,10,5,10,False,False,Kontakt til foraeldere,Emilie Moller,2026-02-27T13:34:07.963978
WEL-000078,STU-003895,101-SCH-009,101,2024-11-02,4,3,8,8,False,False,Samtale planlagt,Caroline Madsen,2026-02-27T13:34:07.963986
WEL-000079,STU-002646,101-SCH-006,101,2024-12-03,7,10,2,10,False,False,Kontakt til foraeldere,Alma Moller,2026-02-27T13:34:07.963990
WEL-000080,STU-000471,101-SCH-001,101,2024-09-18,10,10,4,9,False,False,Samtale planlagt,Emma Lund,2026-02-27T13:34:07.963994
WEL-000081,STU-002483,101-SCH-006,101,2024-09-25,8,5,9,8,False,False,Ingen bekymringer,Anna Eriksen,2026-02-27T13:34:07.963998
WEL-000082,STU-001989,101-SCH-005,101,2024-12-19,5,4,9,3,False,False,Ingen bekymringer,Camilla Thomsen,2026-02-27T13:34:07.964003
WEL-000083,STU-002644,101-SCH-006,101,2024-09-16,6,9,8,10,False,False,Samtale planlagt,Sofie Madsen,2026-02-27T13:34:07.964007
WEL-000084,STU-004065,101-SCH-010,101,2024-10-25,6,5,3,4,False,False,Samtale planlagt,Alma Larsen,2026-02-27T13:34:07.964011
WEL-000085,STU-004687,101-SCH-011,101,2024-11-03,7,5,5,5,False,False,Kontakt til foraeldere,Clara Nielsen,2026-02-27T13:34:07.964015
WEL-000086,STU-004485,101-SCH-011,101,2024-10-24,5,1,5,5,False,True,Folger op,Line Rasmussen,2026-02-27T13:34:07.964020
WEL-000087,STU-000343,101-SCH-001,101,2024-11-23,6,9,7,3,False,False,,Josefine Rasmussen,2026-02-27T13:34:07.964024
WEL-000088,STU-000146,101-SCH-001,101,2024-12-22,9,10,6,6,False,False,Kontakt til foraeldere,Caroline Olsen,2026-02-27T13:34:07.964029
WEL-000089,STU-000172,101-SCH-001,101,2024-11-10,6,2,7,6,True,False,Kontakt til foraeldere,Caroline Berg,2026-02-27T13:34:07.964033
WEL-000090,STU-004358,101-SCH-010,101,2024-12-11,10,4,3,8,False,False,Henvisning til PPR,Julie Berg,2026-02-27T13:34:07.964037
WEL-000091,STU-002119,101-SCH-005,101,2024-10-21,5,5,3,8,True,False,Henvisning til PPR,Josefine Nielsen,2026-02-27T13:34:07.964041
WEL-000092,STU-002050,101-SCH-005,101,2024-11-23,4,6,10,6,False,False,Kontakt til foraeldere,Anna Jakobsen,2026-02-27T13:34:07.964046
WEL-000093,STU-000226,101-SCH-001,101,2024-12-01,5,7,10,8,False,False,Kontakt til foraeldere,Freja Rasmussen,2026-02-27T13:34:07.964050
WEL-000094,STU-000661,101-SCH-002,101,2024-11-21,9,8,1,2,False,False,Henvisning til PPR,Julie Mortensen,2026-02-27T13:34:07.964054
WEL-000095,STU-004790,101-SCH-012,101,2024-12-06,2,2,2,1,True,False,Samtale planlagt,Caroline Jensen,2026-02-27T13:34:07.964059
WEL-000096,STU-002367,101-SCH-006,101,2024-10-11,6,2,4,10,False,False,Kontakt til foraeldere,Emilie Petersen,2026-02-27T13:34:07.964063
WEL-000097,STU-002610,101-SCH-006,101,2024-12-04,4,2,1,10,False,True,Folger op,Ida Jorgensen,2026-02-27T13:34:07.964067
WEL-000098,STU-004881,101-SCH-012,101,2024-12-21,2,2,7,9,False,False,Henvisning til PPR,Mathilde Thomsen,2026-02-27T13:34:07.964071
WEL-000099,STU-000456,101-SCH-001,101,2024-12-23,2,5,5,6,False,False,,Marie Johansen,2026-02-27T13:34:07.964076
WEL-000100,STU-000391,101-SCH-001,101,2024-11-07,7,1,10,10,False,True,Folger op,Sofia Andersen,2026-02-27T13:34:07.964080
WEL-000101,STU-001709,101-SCH-004,101,2024-12-10,6,1,6,8,False,False,Kontakt til foraeldere,Nanna Christensen,2026-02-27T13:34:07.964085
WEL-000102,STU-002040,101-SCH-005,101,2024-10-17,10,7,7,9,False,True,Kontakt til foraeldere,Victoria Moller,2026-02-27T13:34:07.964089
WEL-000103,STU-000465,101-SCH-001,101,2024-10-25,10,3,10,6,False,False,Ingen bekymringer,Sofie Madsen,2026-02-27T13:34:07.964093
WEL-000104,STU-004556,101-SCH-011,101,2024-11-11,7,4,5,6,False,False,Folger op,Alma Eriksen,2026-02-27T13:34:07.964098
WEL-000105,STU-003100,101-SCH-008,101,2024-11-06,3,1,7,8,False,False,Ingen bekymringer,Alma Berg,2026-02-27T13:34:07.964102
WEL-000106,STU-003638,101-SCH-009,101,2024-09-10,2,4,9,1,False,False,Ingen bekymringer,Anna Berg,2026-02-27T13:34:07.964106
WEL-000107,STU-001631,101-SCH-004,101,2024-09-11,5,10,9,4,False,True,Folger op,Ida Olsen,2026-02-27T13:34:07.964110
WEL-000108,STU-002074,101-SCH-005,101,2024-12-17,8,3,10,7,False,False,,Julie Johansen,2026-02-27T13:34:07.964115
WEL-000109,STU-003197,101-SCH-008,101,2024-12-17,7,7,2,1,False,False,,Marie Eriksen,2026-02-27T13:34:07.964119
WEL-000110,STU-001529,101-SCH-004,101,2024-11-20,4,1,5,5,False,False,,Caroline Poulsen,2026-02-27T13:34:07.964124
WEL-000111,STU-003908,101-SCH-009,101,2024-12-28,5,1,10,2,False,False,Kontakt til foraeldere,Ida Jakobsen,2026-02-27T13:34:07.964128
WEL-000112,STU-004150,101-SCH-010,101,2024-10-10,8,6,1,2,False,False,,Mathilde Andersen,2026-02-27T13:34:07.964132
WEL-000113,STU-003938,101-SCH-009,101,2024-12-05,6,5,7,7,False,False,Kontakt til foraeldere,Marie Christensen,2026-02-27T13:34:07.964137
WEL-000114,STU-003726,101-SCH-009,101,2024-11-10,5,4,9,2,False,True,Folger op,Emma Thomsen,2026-02-27T13:34:07.964141
WEL-000115,STU-001837,101-SCH-005,101,2024-10-12,6,1,2,2,False,False,Kontakt til foraeldere,Anna Petersen,2026-02-27T13:34:07.964145
WEL-000116,STU-000799,101-SCH-002,101,2024-12-25,1,4,2,10,False,True,,Mathilde Christensen,2026-02-27T13:34:07.964149
WEL-000117,STU-002370,101-SCH-006,101,2024-09-01,7,2,1,3,False,False,Samtale planlagt,Katrine Poulsen,2026-02-27T13:34:07.964153
WEL-000118,STU-003248,101-SCH-008,101,2024-10-10,2,9,9,10,False,True,Henvisning til PPR,Marie Madsen,2026-02-27T13:34:07.964159
WEL-000119,STU-000547,101-SCH-002,101,2024-12-04,3,7,2,3,False,False,Folger op,Julie Poulsen,2026-02-27T13:34:07.964164
WEL-000120,STU-001740,101-SCH-004,101,2024-12-21,1,4,9,4,False,False,Henvisning til PPR,Camilla Rasmussen,2026-02-27T13:34:07.964168
WEL-000121,STU-002866,101-SCH-007,101,2024-09-08,8,10,5,9,False,False,Samtale planlagt,Sarah Petersen,2026-02-27T13:34:07.964172
WEL-000122,STU-000927,101-SCH-002,101,2024-09-22,6,1,8,9,False,False,Ingen bekymringer,Sarah Thomsen,2026-02-27T13:34:07.964176
WEL-000123,STU-004011,101-SCH-010,101,2024-09-22,6,7,6,8,False,False,Samtale planlagt,Sofie Jakobsen,2026-02-27T13:34:07.964181
WEL-000124,STU-004902,101-SCH-012,101,2024-09-08,1,2,4,4,False,False,,Camilla Kristensen,2026-02-27T13:34:07.964185
WEL-000125,STU-002943,101-SCH-007,101,2024-12-22,5,3,5,10,False,False,Folger op,Sarah Larsen,2026-02-27T13:34:07.964190
WEL-000126,STU-000158,101-SCH-001,101,2024-09-08,4,3,10,10,False,False,Henvisning til PPR,Katrine Christensen,2026-02-27T13:34:07.964194
WEL-000127,STU-002210,101-SCH-005,101,2024-12-09,6,5,10,3,False,False,Kontakt til foraeldere,Ida Christensen,2026-02-27T13:34:07.964198
WEL-000128,STU-004918,101-SCH-012,101,2024-12-13,10,4,3,4,True,False,Kontakt til foraeldere,Anna Sorensen,2026-02-27T13:34:07.964202
WEL-000129,STU-002387,101-SCH-006,101,2024-09-17,6,8,8,4,False,False,,Victoria Poulsen,2026-02-27T13:34:07.964207
WEL-000130,STU-004559,101-SCH-011,101,2024-10-09,4,8,4,3,False,False,Kontakt til foraeldere,Josefine Christensen,2026-02-27T13:34:07.964215
WEL-000131,STU-000477,101-SCH-001,101,2024-10-04,8,4,10,7,False,False,Henvisning til PPR,Sofie Andersen,2026-02-27T13:34:07.964220
WEL-000132,STU-003592,101-SCH-009,101,2024-10-28,1,2,3,4,False,False,Henvisning til PPR,Marie Eriksen,2026-02-27T13:34:07.964224
WEL-000133,STU-003322,101-SCH-008,101,2024-10-18,1,1,8,3,False,False,,Emilie Kristensen,2026-02-27T13:34:07.964228
WEL-000134,STU-003489,101-SCH-008,101,2024-10-16,4,4,3,1,False,False,Folger op,Sofia Jakobsen,2026-02-27T13:34:07.964233
WEL-000135,STU-005068,101-SCH-012,101,2024-12-12,5,6,7,7,False,True,,Sofia Lund,2026-02-27T13:34:07.964237
WEL-000136,STU-001112,101-SCH-003,101,2024-12-17,9,2,7,3,False,True,Ingen bekymringer,Clara Berg,2026-02-27T13:34:07.964241
WEL-000137,STU-002932,101-SCH-007,101,2024-09-20,3,2,2,10,False,False,Folger op,Caroline Olsen,2026-02-27T13:34:07.964245
WEL-000138,STU-004702,101-SCH-011,101,2024-10-23,7,8,4,10,False,False,Henvisning til PPR,Mathilde Knudsen,2026-02-27T13:34:07.964250
WEL-000139,STU-002699,101-SCH-006,101,2024-11-15,9,7,1,6,False,False,Samtale planlagt,Caroline Andersen,2026-02-27T13:34:07.964254
WEL-000140,STU-003260,101-SCH-008,101,2024-09-17,3,7,7,4,False,True,Folger op,Mathilde Knudsen,2026-02-27T13:34:07.964258
WEL-000141,STU-004058,101-SCH-010,101,2024-12-27,5,2,9,3,False,False,Ingen bekymringer,Julie Christensen,2026-02-27T13:34:07.964263
WEL-000142,STU-004602,101-SCH-011,101,2024-12-05,4,3,10,6,False,False,Folger op,Alma Jensen,2026-02-27T13:34:07.964267
WEL-000143,STU-000707,101-SCH-002,101,2024-12-28,4,6,5,7,False,False,Samtale planlagt,Camilla Thomsen,2026-02-27T13:34:07.964271
WEL-000144,STU-003643,101-SCH-009,101,2024-09-18,8,10,1,4,False,False,Folger op,Alma Jorgensen,2026-02-27T13:34:07.964276
WEL-000145,STU-002493,101-SCH-006,101,2024-09-18,4,9,6,6,False,False,Folger op,Nanna Petersen,2026-02-27T13:34:07.964280
WEL-000146,STU-002054,101-SCH-005,101,2024-10-26,6,4,10,3,False,False,Folger op,Freja Hansen,2026-02-27T13:34:07.964284
WEL-000147,STU-001534,101-SCH-004,101,2024-12-21,6,1,5,8,False,False,Ingen bekymringer,Ida Hansen,2026-02-27T13:34:07.964289
WEL-000148,STU-004713,101-SCH-011,101,2024-12-26,6,3,2,8,False,False,Ingen bekymringer,Isabella Jakobsen,2026-02-27T13:34:07.964293
WEL-000149,STU-003672,101-SCH-009,101,2024-11-09,9,9,9,4,False,False,Kontakt til foraeldere,Caroline Knudsen,2026-02-27T13:34:07.964297
WEL-000150,STU-001390,101-SCH-003,101,2024-11-15,2,5,4,6,False,False,Ingen bekymringer,Alma Sorensen,2026-02-27T13:34:07.964301
WEL-000151,STU-001137,101-SCH-003,101,2024-09-11,6,9,2,6,False,False,Folger op,Marie Kristensen,2026-02-27T13:34:07.964305
WEL-000152,STU-003739,101-SCH-009,101,2024-09-27,1,10,1,9,False,False,Kontakt til foraeldere,Anna Eriksen,2026-02-27T13:34:07.964310
WEL-000153,STU-001014,101-SCH-003,101,2024-11-25,6,3,8,5,False,False,Henvisning til PPR,Emma Jensen,2026-02-27T13:34:07.964314
WEL-000154,STU-004772,101-SCH-011,101,2024-12-06,10,3,2,7,False,False,Henvisning til PPR,Isabella Eriksen,2026-02-27T13:34:07.964318
WEL-000155,STU-000417,101-SCH-001,101,2024-11-26,4,5,5,8,False,False,Samtale planlagt,Mathilde Petersen,2026-02-27T13:34:07.964323
WEL-000156,STU-002797,101-SCH-007,101,2024-11-04,9,10,4,1,False,True,Samtale planlagt,Isabella Pedersen,2026-02-27T13:34:07.964329
WEL-000157,STU-000009,101-SCH-001,101,2024-10-24,6,1,7,8,False,False,Kontakt til foraeldere,Clara Madsen,2026-02-27T13:34:07.964333
WEL-000158,STU-002228,101-SCH-005,101,2024-09-01,8,4,7,6,False,True,Folger op,Julie Petersen,2026-02-27T13:34:07.964339
WEL-000159,STU-000953,101-SCH-002,101,2024-09-04,5,10,1,10,False,False,Ingen bekymringer,Marie Rasmussen,2026-02-27T13:34:07.964344
WEL-000160,STU-001736,101-SCH-004,101,2024-12-25,10,6,1,6,False,True,,Sofia Jorgensen,2026-02-27T13:34:07.964348
WEL-000161,STU-000675,101-SCH-002,101,2024-12-20,2,10,9,7,False,False,,Anna Pedersen,2026-02-27T13:34:07.964352
WEL-000162,STU-003243,101-SCH-008,101,2024-12-27,7,9,10,1,False,False,Folger op,Laura Pedersen,2026-02-27T13:34:07.964357
WEL-000163,STU-005020,101-SCH-012,101,2024-11-07,9,5,4,3,False,True,Samtale planlagt,Ida Kristensen,2026-02-27T13:34:07.964361
WEL-000164,STU-002531,101-SCH-006,101,2024-10-15,1,6,5,5,False,True,,Nanna Jorgensen,2026-02-27T13:34:07.964365
WEL-000165,STU-002341,101-SCH-006,101,2024-11-24,7,4,4,9,False,False,Folger op,Josefine Eriksen,2026-02-27T13:34:07.964370
WEL-000166,STU-005141,101-SCH-012,101,2024-11-04,9,7,5,8,True,False,Henvisning til PPR,Line Pedersen,2026-02-27T13:34:07.964374
WEL-000167,STU-004302,101-SCH-010,101,2024-10-15,8,8,2,9,False,False,Henvisning til PPR,Alma Berg,2026-02-27T13:34:07.964378
WEL-000168,STU-001103,101-SCH-003,101,2024-09-11,3,2,6,2,False,False,Henvisning til PPR,Ida Poulsen,2026-02-27T13:34:07.964382
WEL-000169,STU-003556,101-SCH-009,101,2024-12-02,2,7,8,3,False,False,Ingen bekymringer,Nanna Pedersen,2026-02-27T13:34:07.964386
WEL-000170,STU-003962,101-SCH-010,101,2024-09-14,9,5,5,1,False,False,Kontakt til foraeldere,Ida Olsen,2026-02-27T13:34:07.964391
WEL-000171,STU-003626,101-SCH-009,101,2024-09-04,6,2,2,3,False,True,Henvisning til PPR,Katrine Olsen,2026-02-27T13:34:07.964395
WEL-000172,STU-001797,101-SCH-005,101,2024-12-06,3,10,1,4,False,False,Samtale planlagt,Victoria Jorgensen,2026-02-27T13:34:07.964399
WEL-000173,STU-004961,101-SCH-012,101,2024-11-16,2,4,1,8,False,False,Henvisning til PPR,Alma Jensen,2026-02-27T13:34:07.964403
WEL-000174,STU-002148,101-SCH-005,101,2024-11-15,1,2,7,9,False,False,Folger op,Marie Petersen,2026-02-27T13:34:07.964408
WEL-000175,STU-004786,101-SCH-012,101,2024-12-19,7,7,9,3,False,False,Samtale planlagt,Mathilde Pedersen,2026-02-27T13:34:07.964412
WEL-000176,STU-002383,101-SCH-006,101,2024-11-27,10,10,4,10,False,False,Henvisning til PPR,Clara Berg,2026-02-27T13:34:07.964417
WEL-000177,STU-002057,101-SCH-005,101,2024-10-20,9,3,1,6,False,True,Henvisning til PPR,Katrine Petersen,2026-02-27T13:34:07.964421
WEL-000178,STU-002800,101-SCH-007,101,2024-11-05,10,2,7,4,False,False,Kontakt til foraeldere,Mathilde Jorgensen,2026-02-27T13:34:07.964425
WEL-000179,STU-003142,101-SCH-008,101,2024-09-10,10,10,4,5,False,False,Ingen bekymringer,Alma Petersen,2026-02-27T13:34:07.964430
WEL-000180,STU-003708,101-SCH-009,101,2024-09-19,8,3,2,1,False,False,Folger op,Alma Johansen,2026-02-27T13:34:07.964434
WEL-000181,STU-000414,101-SCH-001,101,2024-11-04,10,9,6,4,False,False,,Victoria Kristensen,2026-02-27T13:34:07.964438
WEL-000182,STU-002977,101-SCH-007,101,2024-11-15,5,1,1,8,False,False,Folger op,Caroline Moller,2026-02-27T13:34:07.964442
WEL-000183,STU-000854,101-SCH-002,101,2024-10-01,5,3,2,4,False,False,Kontakt til foraeldere,Sofia Sorensen,2026-02-27T13:34:07.964447
WEL-000184,STU-003760,101-SCH-009,101,2024-12-02,1,4,1,4,False,False,Ingen bekymringer,Clara Nielsen,2026-02-27T13:34:07.964451
WEL-000185,STU-003995,101-SCH-010,101,2024-11-10,8,6,6,6,False,False,Folger op,Sofie Moller,2026-02-27T13:34:07.964455
