wellness_id,student_id,school_id,municipality_code,assessment_date,academic_wellbeing_score,social_wellbeing_score,physical_wellbeing_score,overall_satisfaction,bullying_experienced,support_needed,counselor_notes,assessed_by,created_at
WEL-000073,STU-000748,851-SCH-002,851,2024-09-05,1,10,8,8,False,False,Ingen bekymringer,Maja Jorgensen,2026-02-27T13:34:08.174985
WEL-000074,STU-001871,851-SCH-005,851,2024-12-17,7,4,7,1,False,False,Ingen bekymringer,Katrine Kristensen,2026-02-27T13:34:08.174990
WEL-000075,STU-001879,851-SCH-005,851,2024-11-09,7,1,5,6,False,False,Kontakt til foraeldere,Katrine Berg,2026-02-27T13:34:08.174998
WEL-000076,STU-000427,851-SCH-002,851,2024-09-19,7,6,6,2,False,False,Henvisning til PPR,Nanna Lund,2026-02-27T13:34:08.175002
WEL-000077,STU-001802,851-SCH-005,851,2024-10-08,6,1,8,4,False,False,Samtale planlagt,Emilie Andersen,2026-02-27T13:34:08.175007
WEL-000078,STU-001246,851-SCH-003,851,2024-10-22,7,7,8,2,False,False,Folger op,Ida Jensen,2026-02-27T13:34:08.175012
WEL-000079,STU-000573,851-SCH-002,851,2024-11-20,5,5,1,5,False,False,Samtale planlagt,Clara Knudsen,2026-02-27T13:34:08.175016
WEL-000080,STU-000452,851-SCH-002,851,2024-11-23,9,6,1,7,False,False,Ingen bekymringer,Alma Hansen,2026-02-27T13:34:08.175021
WEL-000081,STU-000929,851-SCH-002,851,2024-12-08,4,1,2,9,False,False,Ingen bekymringer,Mathilde Rasmussen,2026-02-27T13:34:08.175025
WEL-000082,STU-000583,851-SCH-002,851,2024-09-21,2,4,2,6,False,False,Folger op,Josefine Sorensen,2026-02-27T13:34:08.175030
WEL-000083,STU-000032,851-SCH-001,851,2024-12-23,1,2,8,10,False,False,Kontakt til foraeldere,Isabella Petersen,2026-02-27T13:34:08.175034
WEL-000084,STU-001463,851-SCH-004,851,2024-12-26,4,8,6,8,False,False,,Camilla Olsen,2026-02-27T13:34:08.175043
WEL-000085,STU-002054,851-SCH-005,851,2024-10-25,1,3,5,3,False,False,Kontakt til foraeldere,Nanna Madsen,2026-02-27T13:34:08.175048
WEL-000086,STU-001410,851-SCH-004,851,2024-09-03,9,4,6,5,True,False,Henvisning til PPR,Alma Olsen,2026-02-27T13:34:08.175052
WEL-000087,STU-000466,851-SCH-002,851,2024-10-19,6,3,5,1,False,False,Samtale planlagt,Marie Kristensen,2026-02-27T13:34:08.175056
WEL-000088,STU-000438,851-SCH-002,851,2024-10-10,9,7,7,9,False,True,Kontakt til foraeldere,Sarah Eriksen,2026-02-27T13:34:08.175060
WEL-000089,STU-000920,851-SCH-002,851,2024-12-02,7,5,8,7,False,False,,Marie Lund,2026-02-27T13:34:08.175065
WEL-000090,STU-000708,851-SCH-002,851,2024-10-07,7,7,2,3,False,False,Samtale planlagt,Caroline Pedersen,2026-02-27T13:34:08.175069
WEL-000091,STU-002066,851-SCH-005,851,2024-10-02,7,7,6,4,False,False,Henvisning til PPR,Josefine Jorgensen,2026-02-27T13:34:08.175073
WEL-000092,STU-001117,851-SCH-003,851,2024-09-09,5,2,6,6,False,False,Kontakt til foraeldere,Camilla Berg,2026-02-27T13:34:08.175078
WEL-000093,STU-001780,851-SCH-005,851,2024-11-28,8,3,1,9,False,False,,Laura Mortensen,2026-02-27T13:34:08.175082
WEL-000094,STU-000126,851-SCH-001,851,2024-12-01,4,6,8,2,False,True,Henvisning til PPR,Josefine Larsen,2026-02-27T13:34:08.175087
WEL-000095,STU-000950,851-SCH-003,851,2024-12-04,9,6,1,2,False,False,,Line Lund,2026-02-27T13:34:08.175091
WEL-000096,STU-001255,851-SCH-003,851,2024-12-07,6,1,10,1,False,True,Folger op,Julie Mortensen,2026-02-27T13:34:08.175096
WEL-000097,STU-000352,851-SCH-001,851,2024-11-22,6,7,7,4,False,True,Folger op,Caroline Berg,2026-02-27T13:34:08.175101
WEL-000098,STU-000944,851-SCH-003,851,2024-09-02,6,4,7,7,False,True,Kontakt til foraeldere,Julie Hansen,2026-02-27T13:34:08.175105
WEL-000099,STU-001567,851-SCH-004,851,2024-11-10,4,10,6,4,False,False,Henvisning til PPR,Katrine Jensen,2026-02-27T13:34:08.175109
WEL-000100,STU-001296,851-SCH-004,851,2024-09-18,8,9,7,6,False,False,Folger op,Julie Mortensen,2026-02-27T13:34:08.175114
WEL-000101,STU-001524,851-SCH-004,851,2024-12-16,1,3,3,5,False,False,Kontakt til foraeldere,Mathilde Lund,2026-02-27T13:34:08.175119
WEL-000102,STU-000401,851-SCH-001,851,2024-12-04,1,2,9,2,False,False,,Freja Eriksen,2026-02-27T13:34:08.175123
WEL-000103,STU-000307,851-SCH-001,851,2024-09-19,9,2,4,6,False,False,Folger op,Camilla Johansen,2026-02-27T13:34:08.175128
WEL-000104,STU-001236,851-SCH-003,851,2024-10-15,10,10,9,10,True,False,Kontakt til foraeldere,Line Jorgensen,2026-02-27T13:34:08.175132
WEL-000105,STU-001614,851-SCH-004,851,2024-09-24,3,8,6,10,False,False,Folger op,Maja Sorensen,2026-02-27T13:34:08.175136
WEL-000106,STU-000863,851-SCH-002,851,2024-12-24,7,6,2,9,False,False,,Sarah Andersen,2026-02-27T13:34:08.175141
WEL-000107,STU-001625,851-SCH-004,851,2024-11-18,3,4,9,9,False,False,Ingen bekymringer,Clara Jorgensen,2026-02-27T13:34:08.175145
WEL-000108,STU-001722,851-SCH-005,851,2024-09-23,1,8,9,8,False,False,Folger op,Alma Sorensen,2026-02-27T13:34:08.175149
WEL-000109,STU-000138,851-SCH-001,851,2024-12-15,5,10,5,6,False,False,,Line Jorgensen,2026-02-27T13:34:08.175154
WEL-000110,STU-000802,851-SCH-002,851,2024-10-04,8,2,6,5,False,False,Ingen bekymringer,Nanna Lund,2026-02-27T13:34:08.175159
WEL-000111,STU-001361,851-SCH-004,851,2024-09-26,7,9,2,6,False,False,,Laura Mortensen,2026-02-27T13:34:08.175163
WEL-000112,STU-000265,851-SCH-001,851,2024-10-11,10,10,8,1,False,True,Ingen bekymringer,Ida Jakobsen,2026-02-27T13:34:08.175168
WEL-000113,STU-000562,851-SCH-002,851,2024-12-22,6,1,5,6,False,True,Kontakt til foraeldere,Maja Lund,2026-02-27T13:34:08.175172
WEL-000114,STU-001074,851-SCH-003,851,2024-10-12,7,3,10,2,False,False,Henvisning til PPR,Maja Madsen,2026-02-27T13:34:08.175177
WEL-000115,STU-000476,851-SCH-002,851,2024-10-04,9,5,3,9,False,False,Samtale planlagt,Katrine Poulsen,2026-02-27T13:34:08.175181
WEL-000116,STU-001636,851-SCH-004,851,2024-12-11,6,5,9,3,False,False,Samtale planlagt,Mathilde Petersen,2026-02-27T13:34:08.175185
WEL-000117,STU-000569,851-SCH-002,851,2024-11-28,2,4,9,7,True,False,Samtale planlagt,Julie Pedersen,2026-02-27T13:34:08.175190
WEL-000118,STU-000201,851-SCH-001,851,2024-10-03,5,4,10,8,False,False,Ingen bekymringer,Emilie Madsen,2026-02-27T13:34:08.175194
WEL-000119,STU-001499,851-SCH-004,851,2024-11-22,3,10,3,4,False,False,Kontakt til foraeldere,Laura Poulsen,2026-02-27T13:34:08.175199
WEL-000120,STU-000156,851-SCH-001,851,2024-11-17,6,3,2,2,False,False,Henvisning til PPR,Isabella Hansen,2026-02-27T13:34:08.175203
WEL-000121,STU-000218,851-SCH-001,851,2024-10-22,3,5,6,5,False,False,Ingen bekymringer,Line Berg,2026-02-27T13:34:08.175208
WEL-000122,STU-001840,851-SCH-005,851,2024-11-15,8,8,1,3,False,False,Folger op,Katrine Jensen,2026-02-27T13:34:08.175212
WEL-000123,STU-001768,851-SCH-005,851,2024-09-27,9,10,4,6,False,False,Henvisning til PPR,Sarah Knudsen,2026-02-27T13:34:08.175217
WEL-000124,STU-000054,851-SCH-001,851,2024-11-04,4,3,6,8,False,False,Samtale planlagt,Victoria Eriksen,2026-02-27T13:34:08.175222
WEL-000125,STU-002094,851-SCH-005,851,2024-09-04,7,6,2,3,False,False,Ingen bekymringer,Victoria Madsen,2026-02-27T13:34:08.175230
WEL-000126,STU-000239,851-SCH-001,851,2024-12-13,5,5,6,8,False,False,Ingen bekymringer,Nanna Knudsen,2026-02-27T13:34:08.175235
WEL-000127,STU-001203,851-SCH-003,851,2024-10-04,7,1,3,7,False,False,Kontakt til foraeldere,Victoria Johansen,2026-02-27T13:34:08.175240
WEL-000128,STU-001359,851-SCH-004,851,2024-11-12,5,10,6,1,False,False,Folger op,Laura Nielsen,2026-02-27T13:34:08.175244
WEL-000129,STU-001289,851-SCH-003,851,2024-10-21,2,5,4,10,False,True,,Sarah Rasmussen,2026-02-27T13:34:08.175248
WEL-000130,STU-002021,851-SCH-005,851,2024-12-27,9,4,1,3,False,False,Kontakt til foraeldere,Emma Johansen,2026-02-27T13:34:08.175253
WEL-000131,STU-000566,851-SCH-002,851,2024-10-22,4,1,2,8,False,False,Kontakt til foraeldere,Anna Jorgensen,2026-02-27T13:34:08.175258
WEL-000132,STU-000420,851-SCH-002,851,2024-09-17,9,2,4,2,False,False,Ingen bekymringer,Isabella Christensen,2026-02-27T13:34:08.175262
WEL-000133,STU-001120,851-SCH-003,851,2024-11-13,9,7,1,10,False,False,,Emma Poulsen,2026-02-27T13:34:08.175267
WEL-000134,STU-002063,851-SCH-005,851,2024-09-10,6,6,7,7,False,False,Samtale planlagt,Maja Petersen,2026-02-27T13:34:08.175276
WEL-000135,STU-001823,851-SCH-005,851,2024-10-23,9,7,10,10,False,False,,Marie Jorgensen,2026-02-27T13:34:08.175280
WEL-000136,STU-001910,851-SCH-005,851,2024-10-07,7,4,10,2,False,False,Ingen bekymringer,Victoria Jakobsen,2026-02-27T13:34:08.175286
WEL-000137,STU-000777,851-SCH-002,851,2024-12-12,5,5,3,3,False,False,Kontakt til foraeldere,Sofia Christensen,2026-02-27T13:34:08.175290
WEL-000138,STU-001406,851-SCH-004,851,2024-10-09,2,5,8,6,False,False,Samtale planlagt,Marie Knudsen,2026-02-27T13:34:08.175295
WEL-000139,STU-001488,851-SCH-004,851,2024-12-03,1,8,7,3,False,True,Kontakt til foraeldere,Emilie Petersen,2026-02-27T13:34:08.175299
WEL-000140,STU-000513,851-SCH-002,851,2024-09-10,1,7,10,6,False,False,Kontakt til foraeldere,Alma Christensen,2026-02-27T13:34:08.175304
WEL-000141,STU-001078,851-SCH-003,851,2024-12-15,5,5,7,7,False,False,Folger op,Marie Knudsen,2026-02-27T13:34:08.175308
WEL-000142,STU-000644,851-SCH-002,851,2024-09-22,10,9,4,1,False,False,Henvisning til PPR,Caroline Larsen,2026-02-27T13:34:08.175312
WEL-000143,STU-000953,851-SCH-003,851,2024-09-08,4,5,10,8,False,False,Samtale planlagt,Julie Olsen,2026-02-27T13:34:08.175317
WEL-000144,STU-001184,851-SCH-003,851,2024-09-18,10,3,10,3,False,False,,Katrine Hansen,2026-02-27T13:34:08.175323
WEL-000145,STU-000936,851-SCH-002,851,2024-09-02,10,2,2,5,False,False,Henvisning til PPR,Maja Jensen,2026-02-27T13:34:08.175328
WEL-000146,STU-000508,851-SCH-002,851,2024-09-20,7,9,7,5,False,False,Ingen bekymringer,Sarah Lund,2026-02-27T13:34:08.175332
WEL-000147,STU-000114,851-SCH-001,851,2024-11-17,5,8,6,4,False,False,Henvisning til PPR,Line Madsen,2026-02-27T13:34:08.175336
WEL-000148,STU-001895,851-SCH-005,851,2024-11-21,10,4,1,2,False,False,Ingen bekymringer,Josefine Mortensen,2026-02-27T13:34:08.175341
WEL-000149,STU-001267,851-SCH-003,851,2024-11-21,5,8,8,2,False,False,,Sarah Larsen,2026-02-27T13:34:08.175345
WEL-000150,STU-001107,851-SCH-003,851,2024-09-03,4,2,2,2,False,False,Folger op,Victoria Lund,2026-02-27T13:34:08.175350
WEL-000151,STU-001505,851-SCH-004,851,2024-09-17,10,4,4,9,False,True,Samtale planlagt,Anna Jensen,2026-02-27T13:34:08.175354
WEL-000152,STU-002067,851-SCH-005,851,2024-11-20,10,5,2,6,False,False,Kontakt til foraeldere,Laura Olsen,2026-02-27T13:34:08.175359
WEL-000153,STU-001475,851-SCH-004,851,2024-12-17,4,10,2,9,False,False,Kontakt til foraeldere,Victoria Kristensen,2026-02-27T13:34:08.175363
WEL-000154,STU-001026,851-SCH-003,851,2024-10-28,5,5,4,10,False,False,Kontakt til foraeldere,Sofia Pedersen,2026-02-27T13:34:08.175371
WEL-000155,STU-002052,851-SCH-005,851,2024-09-18,1,3,5,4,False,False,Henvisning til PPR,Alma Thomsen,2026-02-27T13:34:08.175375
WEL-000156,STU-000463,851-SCH-002,851,2024-11-17,1,10,1,2,False,False,Samtale planlagt,Laura Petersen,2026-02-27T13:34:08.175379
WEL-000157,STU-000208,851-SCH-001,851,2024-12-27,9,3,7,3,False,True,Henvisning til PPR,Camilla Jensen,2026-02-27T13:34:08.175384
WEL-000158,STU-001789,851-SCH-005,851,2024-12-22,10,7,9,4,False,False,Henvisning til PPR,Katrine Andersen,2026-02-27T13:34:08.175388
WEL-000159,STU-000447,851-SCH-002,851,2024-11-20,8,6,1,8,False,False,Samtale planlagt,Katrine Kristensen,2026-02-27T13:34:08.175393
WEL-000160,STU-000180,851-SCH-001,851,2024-12-14,4,8,2,1,False,False,Samtale planlagt,Sofia Jensen,2026-02-27T13:34:08.175397
WEL-000161,STU-000368,851-SCH-001,851,2024-10-09,3,2,1,3,False,False,Ingen bekymringer,Sofie Mortensen,2026-02-27T13:34:08.175401
WEL-000162,STU-000812,851-SCH-002,851,2024-12-23,7,10,6,10,False,False,Ingen bekymringer,Victoria Johansen,2026-02-27T13:34:08.175405
WEL-000163,STU-001811,851-SCH-005,851,2024-09-09,3,6,8,8,False,False,Samtale planlagt,Maja Moller,2026-02-27T13:34:08.175413
WEL-000164,STU-001619,851-SCH-004,851,2024-11-26,10,10,8,9,False,False,Ingen bekymringer,Emilie Andersen,2026-02-27T13:34:08.175419
WEL-000165,STU-001872,851-SCH-005,851,2024-11-12,3,4,5,1,False,False,,Ida Lund,2026-02-27T13:34:08.175423
WEL-000166,STU-000517,851-SCH-002,851,2024-11-28,1,1,1,8,False,False,Samtale planlagt,Mathilde Knudsen,2026-02-27T13:34:08.175427
WEL-000167,STU-001743,851-SCH-005,851,2024-09-08,6,8,4,10,False,False,,Katrine Larsen,2026-02-27T13:34:08.175432
WEL-000168,STU-000414,851-SCH-002,851,2024-11-14,10,6,2,10,False,True,Ingen bekymringer,Nanna Andersen,2026-02-27T13:34:08.175436
WEL-000169,STU-001266,851-SCH-003,851,2024-11-27,2,9,6,1,False,True,,Ida Thomsen,2026-02-27T13:34:08.175440
WEL-000170,STU-001979,851-SCH-005,851,2024-09-06,5,9,2,8,False,False,Ingen bekymringer,Anna Nielsen,2026-02-27T13:34:08.175444
WEL-000171,STU-001665,851-SCH-004,851,2024-10-02,9,2,1,6,False,False,Henvisning til PPR,Victoria Knudsen,2026-02-27T13:34:08.175449
WEL-000172,STU-001223,851-SCH-003,851,2024-09-26,10,3,10,8,False,False,,Freja Thomsen,2026-02-27T13:34:08.175453
WEL-000173,STU-000786,851-SCH-002,851,2024-09-28,6,2,2,4,False,False,Ingen bekymringer,Sarah Rasmussen,2026-02-27T13:34:08.175460
WEL-000174,STU-001659,851-SCH-004,851,2024-09-17,2,8,3,1,False,True,Ingen bekymringer,Sofia Pedersen,2026-02-27T13:34:08.175465
WEL-000175,STU-000809,851-SCH-002,851,2024-10-13,7,10,4,2,False,False,,Emma Eriksen,2026-02-27T13:34:08.175470
WEL-000176,STU-001341,851-SCH-004,851,2024-09-10,9,9,9,9,False,False,Kontakt til foraeldere,Maja Christensen,2026-02-27T13:34:08.175474
WEL-000177,STU-001990,851-SCH-005,851,2024-12-06,4,9,9,1,False,True,Samtale planlagt,Emilie Lund,2026-02-27T13:34:08.175479
WEL-000178,STU-001126,851-SCH-003,851,2024-09-14,1,1,4,2,False,False,Samtale planlagt,Alma Olsen,2026-02-27T13:34:08.175483
WEL-000179,STU-001363,851-SCH-004,851,2024-11-28,9,6,6,8,False,False,,Nanna Andersen,2026-02-27T13:34:08.175487
WEL-000180,STU-002025,851-SCH-005,851,2024-12-15,2,9,4,8,False,False,Ingen bekymringer,Anna Knudsen,2026-02-27T13:34:08.175492
WEL-000181,STU-001742,851-SCH-005,851,2024-12-24,2,5,5,7,False,False,Ingen bekymringer,Alma Olsen,2026-02-27T13:34:08.175497
WEL-000182,STU-001213,851-SCH-003,851,2024-12-16,4,1,3,2,False,False,Samtale planlagt,Nanna Thomsen,2026-02-27T13:34:08.175504
WEL-000183,STU-000733,851-SCH-002,851,2024-11-11,4,6,9,10,False,False,Kontakt til foraeldere,Nanna Nielsen,2026-02-27T13:34:08.175509
WEL-000184,STU-000530,851-SCH-002,851,2024-09-06,2,4,9,8,False,True,,Sarah Olsen,2026-02-27T13:34:08.175513
