wellness_id,student_id,school_id,municipality_code,assessment_date,academic_wellbeing_score,social_wellbeing_score,physical_wellbeing_score,overall_satisfaction,bullying_experienced,support_needed,counselor_notes,assessed_by,created_at
WEL-000033,STU-000791,561-SCH-002,561,2024-12-24,8,4,4,6,False,False,Folger op,Maja Poulsen,2026-02-27T13:34:08.223288
WEL-000034,STU-001109,561-SCH-003,561,2024-12-22,2,2,6,2,False,False,Kontakt til foraeldere,Victoria Moller,2026-02-27T13:34:08.223293
WEL-000035,STU-001237,561-SCH-004,561,2024-10-10,1,2,1,8,False,False,Kontakt til foraeldere,Sofie Jakobsen,2026-02-27T13:34:08.223297
WEL-000036,STU-000403,561-SCH-002,561,2024-12-28,2,2,7,7,True,False,Folger op,Laura Mortensen,2026-02-27T13:34:08.223302
WEL-000037,STU-001213,561-SCH-004,561,2024-12-17,10,4,10,7,False,False,,Sofia Rasmussen,2026-02-27T13:34:08.223306
WEL-000038,STU-000876,561-SCH-003,561,2024-11-24,10,4,7,10,False,False,Samtale planlagt,Anna Jakobsen,2026-02-27T13:34:08.223310
WEL-000039,STU-000364,561-SCH-002,561,2024-09-04,10,7,10,10,False,False,,Mathilde Moller,2026-02-27T13:34:08.223315
WEL-000040,STU-001185,561-SCH-003,561,2024-11-04,1,9,5,6,False,False,,Josefine Jorgensen,2026-02-27T13:34:08.223319
WEL-000041,STU-000089,561-SCH-001,561,2024-09-12,2,4,6,5,False,True,,Maja Jakobsen,2026-02-27T13:34:08.223324
WEL-000042,STU-000644,561-SCH-002,561,2024-09-03,9,7,3,7,False,False,Ingen bekymringer,Emilie Nielsen,2026-02-27T13:34:08.223329
WEL-000043,STU-000769,561-SCH-002,561,2024-10-23,3,10,8,3,False,False,Kontakt til foraeldere,Sofia Nielsen,2026-02-27T13:34:08.223333
WEL-000044,STU-000288,561-SCH-001,561,2024-10-06,2,4,6,1,False,False,Ingen bekymringer,Emma Pedersen,2026-02-27T13:34:08.223338
WEL-000045,STU-000582,561-SCH-002,561,2024-10-17,8,5,7,2,False,False,Ingen bekymringer,Camilla Kristensen,2026-02-27T13:34:08.223342
WEL-000046,STU-000452,561-SCH-002,561,2024-11-16,7,4,4,1,False,False,,Mathilde Petersen,2026-02-27T13:34:08.223346
WEL-000047,STU-001361,561-SCH-004,561,2024-09-27,7,3,2,1,False,False,Folger op,Caroline Johansen,2026-02-27T13:34:08.223350
WEL-000048,STU-000840,561-SCH-003,561,2024-09-05,4,7,5,2,False,True,Kontakt til foraeldere,Laura Kristensen,2026-02-27T13:34:08.223355
WEL-000049,STU-000294,561-SCH-001,561,2024-09-08,4,9,3,3,False,False,Ingen bekymringer,Emma Rasmussen,2026-02-27T13:34:08.223359
WEL-000050,STU-000380,561-SCH-002,561,2024-09-08,10,7,7,2,False,False,Samtale planlagt,Marie Madsen,2026-02-27T13:34:08.223363
WEL-000051,STU-000287,561-SCH-001,561,2024-11-05,7,9,10,7,False,False,Folger op,Josefine Mortensen,2026-02-27T13:34:08.223368
WEL-000052,STU-000302,561-SCH-001,561,2024-10-11,3,10,7,10,False,False,Henvisning til PPR,Julie Eriksen,2026-02-27T13:34:08.223372
WEL-000053,STU-000573,561-SCH-002,561,2024-10-11,3,10,7,10,False,False,Folger op,Katrine Petersen,2026-02-27T13:34:08.223376
WEL-000054,STU-001487,561-SCH-004,561,2024-09-16,2,8,8,3,False,False,Folger op,Julie Lund,2026-02-27T13:34:08.223380
WEL-000055,STU-000975,561-SCH-003,561,2024-09-25,4,2,5,9,False,False,Ingen bekymringer,Alma Petersen,2026-02-27T13:34:08.223384
WEL-000056,STU-000120,561-SCH-001,561,2024-12-26,8,3,1,6,False,False,Kontakt til foraeldere,Sofie Lund,2026-02-27T13:34:08.223388
WEL-000057,STU-001138,561-SCH-003,561,2024-09-26,6,2,4,3,False,False,Ingen bekymringer,Katrine Nielsen,2026-02-27T13:34:08.223392
WEL-000058,STU-001208,561-SCH-003,561,2024-09-16,7,1,7,2,False,False,Samtale planlagt,Mathilde Moller,2026-02-27T13:34:08.223396
WEL-000059,STU-001104,561-SCH-003,561,2024-10-20,3,9,10,8,False,False,Folger op,Anna Hansen,2026-02-27T13:34:08.223401
WEL-000060,STU-000709,561-SCH-002,561,2024-11-04,4,8,7,1,False,False,Henvisning til PPR,Clara Mortensen,2026-02-27T13:34:08.223405
WEL-000061,STU-000459,561-SCH-002,561,2024-11-20,2,9,4,2,False,False,Ingen bekymringer,Clara Kristensen,2026-02-27T13:34:08.223409
WEL-000062,STU-001257,561-SCH-004,561,2024-12-26,1,8,9,3,False,False,Samtale planlagt,Sarah Petersen,2026-02-27T13:34:08.223413
WEL-000063,STU-000683,561-SCH-002,561,2024-10-19,6,4,3,3,False,False,Samtale planlagt,Josefine Knudsen,2026-02-27T13:34:08.223417
WEL-000064,STU-001085,561-SCH-003,561,2024-10-20,4,8,5,8,False,True,Folger op,Line Poulsen,2026-02-27T13:34:08.223421
WEL-000065,STU-000237,561-SCH-001,561,2024-12-03,7,9,6,7,False,False,Samtale planlagt,Laura Olsen,2026-02-27T13:34:08.223425
WEL-000066,STU-000008,561-SCH-001,561,2024-09-27,1,9,8,5,False,False,Kontakt til foraeldere,Mathilde Lund,2026-02-27T13:34:08.223431
WEL-000067,STU-000498,561-SCH-002,561,2024-12-19,7,5,6,3,False,False,Kontakt til foraeldere,Josefine Jensen,2026-02-27T13:34:08.223436
WEL-000068,STU-000604,561-SCH-002,561,2024-12-03,4,9,3,2,False,False,Henvisning til PPR,Maja Thomsen,2026-02-27T13:34:08.223440
WEL-000069,STU-000152,561-SCH-001,561,2024-10-04,5,3,3,2,False,True,Folger op,Freja Berg,2026-02-27T13:34:08.223444
WEL-000070,STU-001220,561-SCH-004,561,2024-11-18,3,6,5,4,False,False,Henvisning til PPR,Line Rasmussen,2026-02-27T13:34:08.223448
WEL-000071,STU-000457,561-SCH-002,561,2024-12-01,2,6,4,3,False,False,Kontakt til foraeldere,Julie Nielsen,2026-02-27T13:34:08.223452
WEL-000072,STU-000853,561-SCH-003,561,2024-12-26,4,4,4,2,True,False,Folger op,Nanna Rasmussen,2026-02-27T13:34:08.223457
WEL-000073,STU-000547,561-SCH-002,561,2024-10-21,1,2,8,2,False,True,Henvisning til PPR,Laura Thomsen,2026-02-27T13:34:08.223461
WEL-000074,STU-000592,561-SCH-002,561,2024-10-18,6,4,5,6,True,False,Folger op,Josefine Pedersen,2026-02-27T13:34:08.223465
WEL-000075,STU-000727,561-SCH-002,561,2024-10-18,4,10,7,10,False,False,Samtale planlagt,Mathilde Jensen,2026-02-27T13:34:08.223469
WEL-000076,STU-000366,561-SCH-002,561,2024-12-16,3,8,8,2,False,False,Folger op,Freja Thomsen,2026-02-27T13:34:08.223472
WEL-000077,STU-000651,561-SCH-002,561,2024-10-11,1,10,4,5,False,False,Folger op,Line Olsen,2026-02-27T13:34:08.223477
WEL-000078,STU-000301,561-SCH-001,561,2024-11-05,7,10,2,5,False,False,Henvisning til PPR,Katrine Jensen,2026-02-27T13:34:08.223481
WEL-000079,STU-000390,561-SCH-002,561,2024-11-08,2,9,1,6,False,False,Samtale planlagt,Katrine Hansen,2026-02-27T13:34:08.223485
WEL-000080,STU-001211,561-SCH-003,561,2024-11-28,3,10,5,8,False,True,,Marie Petersen,2026-02-27T13:34:08.223489
WEL-000081,STU-000108,561-SCH-001,561,2024-10-05,8,4,3,6,False,False,Henvisning til PPR,Victoria Olsen,2026-02-27T13:34:08.223493
WEL-000082,STU-000011,561-SCH-001,561,2024-10-16,9,2,3,2,False,False,,Josefine Olsen,2026-02-27T13:34:08.223497
WEL-000083,STU-000868,561-SCH-003,561,2024-12-26,10,10,3,7,False,False,Henvisning til PPR,Anna Johansen,2026-02-27T13:34:08.223502
WEL-000084,STU-001137,561-SCH-003,561,2024-09-15,5,9,9,7,False,False,Folger op,Marie Jakobsen,2026-02-27T13:34:08.223506
WEL-000085,STU-000781,561-SCH-002,561,2024-11-05,7,8,6,7,False,False,,Mathilde Mortensen,2026-02-27T13:34:08.223510
WEL-000086,STU-000664,561-SCH-002,561,2024-11-13,1,5,6,3,False,False,Kontakt til foraeldere,Mathilde Moller,2026-02-27T13:34:08.223515
WEL-000087,STU-000831,561-SCH-003,561,2024-10-10,7,3,4,6,False,False,,Laura Thomsen,2026-02-27T13:34:08.223519
WEL-000088,STU-000458,561-SCH-002,561,2024-09-19,9,10,8,5,False,False,Kontakt til foraeldere,Maja Sorensen,2026-02-27T13:34:08.223523
WEL-000089,STU-001415,561-SCH-004,561,2024-09-23,6,2,10,5,True,False,Kontakt til foraeldere,Sofia Knudsen,2026-02-27T13:34:08.223527
WEL-000090,STU-000268,561-SCH-001,561,2024-10-05,1,10,10,4,False,False,Henvisning til PPR,Julie Moller,2026-02-27T13:34:08.223531
WEL-000091,STU-001545,561-SCH-004,561,2024-12-06,5,10,3,4,False,True,,Freja Hansen,2026-02-27T13:34:08.223535
WEL-000092,STU-001553,561-SCH-004,561,2024-09-01,1,3,3,8,False,False,Kontakt til foraeldere,Sarah Moller,2026-02-27T13:34:08.223539
WEL-000093,STU-001012,561-SCH-003,561,2024-12-21,6,1,7,6,False,False,Henvisning til PPR,Emma Sorensen,2026-02-27T13:34:08.223543
WEL-000094,STU-001448,561-SCH-004,561,2024-09-15,5,1,1,2,False,False,Samtale planlagt,Sofie Johansen,2026-02-27T13:34:08.223548
WEL-000095,STU-001133,561-SCH-003,561,2024-09-08,8,1,2,9,False,False,,Sarah Lund,2026-02-27T13:34:08.223552
WEL-000096,STU-000608,561-SCH-002,561,2024-09-17,9,9,2,8,False,False,,Isabella Poulsen,2026-02-27T13:34:08.223556
WEL-000097,STU-001176,561-SCH-003,561,2024-12-19,10,4,3,10,False,False,Henvisning til PPR,Josefine Eriksen,2026-02-27T13:34:08.223560
WEL-000098,STU-000229,561-SCH-001,561,2024-11-19,7,7,7,4,False,True,Henvisning til PPR,Sofia Mortensen,2026-02-27T13:34:08.223564
WEL-000099,STU-001392,561-SCH-004,561,2024-12-23,3,6,2,1,False,False,Henvisning til PPR,Sarah Hansen,2026-02-27T13:34:08.223568
WEL-000100,STU-001017,561-SCH-003,561,2024-11-08,7,3,4,6,False,True,,Caroline Hansen,2026-02-27T13:34:08.223572
WEL-000101,STU-001125,561-SCH-003,561,2024-11-04,10,9,2,3,False,False,Ingen bekymringer,Laura Andersen,2026-02-27T13:34:08.223576
WEL-000102,STU-000738,561-SCH-002,561,2024-09-20,3,9,1,6,False,True,Henvisning til PPR,Victoria Larsen,2026-02-27T13:34:08.223580
WEL-000103,STU-000888,561-SCH-003,561,2024-10-02,9,3,3,9,False,False,Ingen bekymringer,Mathilde Knudsen,2026-02-27T13:34:08.223584
WEL-000104,STU-001046,561-SCH-003,561,2024-09-13,3,3,8,3,False,False,,Sofie Madsen,2026-02-27T13:34:08.223588
WEL-000105,STU-001333,561-SCH-004,561,2024-09-06,9,6,9,7,False,False,Henvisning til PPR,Marie Moller,2026-02-27T13:34:08.223593
WEL-000106,STU-000018,561-SCH-001,561,2024-12-11,4,2,7,9,False,False,Ingen bekymringer,Sarah Olsen,2026-02-27T13:34:08.223600
WEL-000107,STU-001042,561-SCH-003,561,2024-09-16,6,5,7,1,False,False,Henvisning til PPR,Sofie Christensen,2026-02-27T13:34:08.223604
WEL-000108,STU-000044,561-SCH-001,561,2024-11-15,1,1,8,9,False,False,Ingen bekymringer,Sofia Hansen,2026-02-27T13:34:08.223608
WEL-000109,STU-000786,561-SCH-002,561,2024-09-03,1,8,9,3,False,False,,Mathilde Poulsen,2026-02-27T13:34:08.223612
WEL-000110,STU-000265,561-SCH-001,561,2024-09-14,9,7,5,8,False,False,Samtale planlagt,Isabella Petersen,2026-02-27T13:34:08.223616
WEL-000111,STU-000245,561-SCH-001,561,2024-12-15,5,3,5,2,False,False,Henvisning til PPR,Victoria Rasmussen,2026-02-27T13:34:08.223620
WEL-000112,STU-000193,561-SCH-001,561,2024-09-28,7,6,5,7,False,False,Henvisning til PPR,Emma Kristensen,2026-02-27T13:34:08.223624
WEL-000113,STU-001591,561-SCH-004,561,2024-09-08,9,2,6,5,False,False,Ingen bekymringer,Ida Kristensen,2026-02-27T13:34:08.223628
WEL-000114,STU-000809,561-SCH-002,561,2024-10-10,9,9,9,2,False,False,Henvisning til PPR,Sofia Thomsen,2026-02-27T13:34:08.223633
WEL-000115,STU-001131,561-SCH-003,561,2024-12-12,8,8,9,8,False,False,,Alma Christensen,2026-02-27T13:34:08.223637
WEL-000116,STU-000706,561-SCH-002,561,2024-10-25,10,1,10,2,False,False,Henvisning til PPR,Julie Berg,2026-02-27T13:34:08.223641
WEL-000117,STU-001296,561-SCH-004,561,2024-09-05,9,7,5,8,False,False,Kontakt til foraeldere,Katrine Madsen,2026-02-27T13:34:08.223645
WEL-000118,STU-000021,561-SCH-001,561,2024-09-28,6,9,3,9,False,False,Henvisning til PPR,Freja Mortensen,2026-02-27T13:34:08.223649
WEL-000119,STU-001420,561-SCH-004,561,2024-12-26,10,7,9,3,False,False,Folger op,Mathilde Petersen,2026-02-27T13:34:08.223653
WEL-000120,STU-001593,561-SCH-004,561,2024-11-12,3,8,4,4,False,False,,Julie Hansen,2026-02-27T13:34:08.223657
WEL-000121,STU-000523,561-SCH-002,561,2024-12-12,9,8,5,6,False,False,Henvisning til PPR,Victoria Berg,2026-02-27T13:34:08.223661
WEL-000122,STU-000484,561-SCH-002,561,2024-12-05,9,8,10,10,False,False,Ingen bekymringer,Anna Poulsen,2026-02-27T13:34:08.223665
WEL-000123,STU-001057,561-SCH-003,561,2024-09-24,1,9,5,5,True,False,Folger op,Laura Christensen,2026-02-27T13:34:08.223669
WEL-000124,STU-001414,561-SCH-004,561,2024-12-27,6,1,10,5,False,False,Folger op,Caroline Moller,2026-02-27T13:34:08.223674
WEL-000125,STU-001106,561-SCH-003,561,2024-10-08,7,1,7,9,False,False,Kontakt til foraeldere,Line Moller,2026-02-27T13:34:08.223678
WEL-000126,STU-001467,561-SCH-004,561,2024-11-17,1,3,6,6,False,True,Folger op,Anna Jensen,2026-02-27T13:34:08.223682
WEL-000127,STU-000451,561-SCH-002,561,2024-10-19,1,7,6,2,False,False,Kontakt til foraeldere,Josefine Moller,2026-02-27T13:34:08.223686
WEL-000128,STU-001444,561-SCH-004,561,2024-09-08,8,9,10,9,False,False,Samtale planlagt,Sofia Eriksen,2026-02-27T13:34:08.223690
WEL-000129,STU-000834,561-SCH-003,561,2024-11-27,1,5,2,2,False,False,,Marie Eriksen,2026-02-27T13:34:08.223694
WEL-000130,STU-000503,561-SCH-002,561,2024-12-12,6,3,1,1,False,False,Henvisning til PPR,Emma Berg,2026-02-27T13:34:08.223698
WEL-000131,STU-001536,561-SCH-004,561,2024-09-09,9,8,9,2,False,False,Kontakt til foraeldere,Josefine Thomsen,2026-02-27T13:34:08.223702
WEL-000132,STU-000161,561-SCH-001,561,2024-11-02,1,6,1,4,True,False,,Freja Poulsen,2026-02-27T13:34:08.223706
WEL-000133,STU-001551,561-SCH-004,561,2024-12-23,1,10,9,1,False,False,Samtale planlagt,Freja Moller,2026-02-27T13:34:08.223710
WEL-000134,STU-001421,561-SCH-004,561,2024-10-22,2,4,8,10,False,False,,Sofie Knudsen,2026-02-27T13:34:08.223714
WEL-000135,STU-000556,561-SCH-002,561,2024-09-03,6,8,5,3,True,False,Henvisning til PPR,Mathilde Berg,2026-02-27T13:34:08.223718
WEL-000136,STU-001290,561-SCH-004,561,2024-11-06,10,8,7,10,False,False,Samtale planlagt,Katrine Kristensen,2026-02-27T13:34:08.223722
WEL-000137,STU-000453,561-SCH-002,561,2024-10-06,5,10,10,1,False,False,Henvisning til PPR,Camilla Jorgensen,2026-02-27T13:34:08.223726
WEL-000138,STU-001061,561-SCH-003,561,2024-10-16,6,2,9,10,False,False,Folger op,Sofia Jorgensen,2026-02-27T13:34:08.223731
WEL-000139,STU-000068,561-SCH-001,561,2024-11-14,3,4,7,3,False,False,Kontakt til foraeldere,Julie Sorensen,2026-02-27T13:34:08.223735
WEL-000140,STU-000333,561-SCH-002,561,2024-12-12,7,5,6,1,False,False,Folger op,Isabella Mortensen,2026-02-27T13:34:08.223739
WEL-000141,STU-000750,561-SCH-002,561,2024-12-25,2,4,10,5,False,False,,Laura Andersen,2026-02-27T13:34:08.223743
WEL-000142,STU-001332,561-SCH-004,561,2024-09-25,7,6,7,7,False,False,Ingen bekymringer,Alma Nielsen,2026-02-27T13:34:08.223748
WEL-000143,STU-000381,561-SCH-002,561,2024-11-03,7,9,1,4,True,True,Henvisning til PPR,Victoria Petersen,2026-02-27T13:34:08.223751
WEL-000144,STU-000408,561-SCH-002,561,2024-12-26,6,5,7,3,False,False,Folger op,Katrine Hansen,2026-02-27T13:34:08.223756
WEL-000145,STU-000863,561-SCH-003,561,2024-12-27,1,3,6,8,False,False,,Nanna Jakobsen,2026-02-27T13:34:08.223760
WEL-000146,STU-000643,561-SCH-002,561,2024-11-20,4,10,6,3,False,False,Kontakt til foraeldere,Victoria Mortensen,2026-02-27T13:34:08.223767
WEL-000147,STU-001231,561-SCH-004,561,2024-11-11,1,4,7,3,False,False,Ingen bekymringer,Camilla Knudsen,2026-02-27T13:34:08.223771
WEL-000148,STU-001453,561-SCH-004,561,2024-10-08,7,2,8,7,False,False,Folger op,Alma Mortensen,2026-02-27T13:34:08.223775
WEL-000149,STU-001146,561-SCH-003,561,2024-10-08,8,3,2,4,False,False,,Alma Christensen,2026-02-27T13:34:08.223780
WEL-000150,STU-000849,561-SCH-003,561,2024-12-10,1,6,9,3,False,False,Folger op,Julie Kristensen,2026-02-27T13:34:08.223784
WEL-000151,STU-000694,561-SCH-002,561,2024-09-24,2,8,4,5,False,False,Folger op,Ida Thomsen,2026-02-27T13:34:08.223788
WEL-000152,STU-000997,561-SCH-003,561,2024-11-06,1,8,9,8,False,True,Kontakt til foraeldere,Alma Rasmussen,2026-02-27T13:34:08.223792
WEL-000153,STU-001100,561-SCH-003,561,2024-12-22,10,1,2,10,False,True,Kontakt til foraeldere,Laura Andersen,2026-02-27T13:34:08.223796
WEL-000154,STU-000904,561-SCH-003,561,2024-10-14,6,9,6,9,False,False,Ingen bekymringer,Camilla Mortensen,2026-02-27T13:34:08.223800
WEL-000155,STU-000700,561-SCH-002,561,2024-09-23,4,5,4,3,False,False,Kontakt til foraeldere,Josefine Pedersen,2026-02-27T13:34:08.223804
WEL-000156,STU-000271,561-SCH-001,561,2024-12-10,8,6,8,8,False,False,,Emilie Eriksen,2026-02-27T13:34:08.223808
WEL-000157,STU-000642,561-SCH-002,561,2024-11-14,5,9,3,10,False,True,Folger op,Katrine Petersen,2026-02-27T13:34:08.223812
WEL-000158,STU-000790,561-SCH-002,561,2024-09-13,3,9,7,6,False,False,Ingen bekymringer,Julie Thomsen,2026-02-27T13:34:08.223816
WEL-000159,STU-001429,561-SCH-004,561,2024-11-15,10,9,10,9,False,True,Samtale planlagt,Clara Lund,2026-02-27T13:34:08.223820
WEL-000160,STU-000313,561-SCH-001,561,2024-10-16,7,7,4,8,False,False,Samtale planlagt,Caroline Knudsen,2026-02-27T13:34:08.223824
WEL-000161,STU-000122,561-SCH-001,561,2024-12-22,9,10,4,1,False,False,Samtale planlagt,Victoria Rasmussen,2026-02-27T13:34:08.223828
WEL-000162,STU-000323,561-SCH-001,561,2024-12-15,5,1,3,3,False,False,Kontakt til foraeldere,Victoria Nielsen,2026-02-27T13:34:08.223832
WEL-000163,STU-001209,561-SCH-003,561,2024-10-18,3,4,7,9,False,False,Folger op,Julie Poulsen,2026-02-27T13:34:08.223836
WEL-000164,STU-001117,561-SCH-003,561,2024-10-16,8,5,3,1,True,True,Folger op,Julie Moller,2026-02-27T13:34:08.223840
WEL-000165,STU-001186,561-SCH-003,561,2024-09-09,6,8,3,6,False,False,Samtale planlagt,Isabella Knudsen,2026-02-27T13:34:08.223844
WEL-000166,STU-000914,561-SCH-003,561,2024-09-06,7,7,7,4,False,False,Ingen bekymringer,Josefine Madsen,2026-02-27T13:34:08.223848
WEL-000167,STU-000473,561-SCH-002,561,2024-09-04,3,5,7,9,False,False,Henvisning til PPR,Katrine Larsen,2026-02-27T13:34:08.223852
WEL-000168,STU-000375,561-SCH-002,561,2024-10-21,1,2,1,8,False,False,Henvisning til PPR,Isabella Johansen,2026-02-27T13:34:08.223856
WEL-000169,STU-001218,561-SCH-004,561,2024-10-05,5,10,1,10,False,False,Folger op,Ida Poulsen,2026-02-27T13:34:08.223861
WEL-000170,STU-000277,561-SCH-001,561,2024-12-26,3,8,4,1,False,False,Samtale planlagt,Ida Pedersen,2026-02-27T13:34:08.223866
WEL-000171,STU-000751,561-SCH-002,561,2024-11-12,4,9,3,4,False,False,Folger op,Nanna Poulsen,2026-02-27T13:34:08.223870
WEL-000172,STU-000575,561-SCH-002,561,2024-11-27,5,5,4,10,True,False,Samtale planlagt,Line Moller,2026-02-27T13:34:08.223874
WEL-000173,STU-001340,561-SCH-004,561,2024-11-17,1,8,9,6,False,True,Henvisning til PPR,Marie Kristensen,2026-02-27T13:34:08.223878
WEL-000174,STU-000634,561-SCH-002,561,2024-12-24,5,6,8,9,False,False,Ingen bekymringer,Sarah Mortensen,2026-02-27T13:34:08.223882
WEL-000175,STU-001309,561-SCH-004,561,2024-12-07,5,8,4,10,False,False,,Clara Knudsen,2026-02-27T13:34:08.223886
WEL-000176,STU-001278,561-SCH-004,561,2024-11-03,9,3,7,5,False,True,,Line Madsen,2026-02-27T13:34:08.223891
WEL-000177,STU-001380,561-SCH-004,561,2024-11-09,2,5,10,2,False,False,Samtale planlagt,Sofie Mortensen,2026-02-27T13:34:08.223895
WEL-000178,STU-000069,561-SCH-001,561,2024-10-03,4,2,4,4,False,False,Samtale planlagt,Emma Mortensen,2026-02-27T13:34:08.223907
WEL-000179,STU-000617,561-SCH-002,561,2024-10-12,3,5,7,1,False,False,Henvisning til PPR,Alma Johansen,2026-02-27T13:34:08.223911
WEL-000180,STU-000974,561-SCH-003,561,2024-12-14,6,8,1,8,False,False,Henvisning til PPR,Freja Johansen,2026-02-27T13:34:08.223915
WEL-000181,STU-000210,561-SCH-001,561,2024-12-12,3,7,1,8,False,False,Kontakt til foraeldere,Alma Rasmussen,2026-02-27T13:34:08.223919
WEL-000182,STU-000998,561-SCH-003,561,2024-09-28,2,5,2,9,False,False,Folger op,Line Hansen,2026-02-27T13:34:08.223923
WEL-000183,STU-000516,561-SCH-002,561,2024-11-12,2,4,6,5,False,False,Samtale planlagt,Sofia Pedersen,2026-02-27T13:34:08.223927
WEL-000184,STU-001076,561-SCH-003,561,2024-09-13,5,9,8,7,False,True,Henvisning til PPR,Alma Thomsen,2026-02-27T13:34:08.223931
