budget_id,school_id,municipality_code,fiscal_year,category,budgeted_amount,spent_amount,currency,approved_date,approved_by,notes,created_at,updated_at
BUD-000049,461-SCH-005,461,2024,Administration,1241218.01,1136401.16,DKK,2024-01-15,Noah Berg,,2026-02-27T13:34:08.113867,2026-02-27T13:34:08.113868
BUD-000050,461-SCH-005,461,2024,Rengoring,1158148.74,915252.64,DKK,2024-01-15,Emil Jorgensen,,2026-02-27T13:34:08.113870,2026-02-27T13:34:08.113871
BUD-000051,461-SCH-006,461,2024,Personale,16348007.77,13827257.18,DKK,2024-01-15,Christian Sorensen,,2026-02-27T13:34:08.113874,2026-02-27T13:34:08.113874
BUD-000052,461-SCH-006,461,2024,Undervisningsmaterialer,2282051.72,2127236.62,DKK,2024-01-15,Oliver Johansen,,2026-02-27T13:34:08.113878,2026-02-27T13:34:08.113878
BUD-000053,461-SCH-006,461,2024,IT_udstyr,1485137.63,1169326.1,DKK,2024-01-15,Sebastian Jakobsen,,2026-02-27T13:34:08.113881,2026-02-27T13:34:08.113881
BUD-000054,461-SCH-006,461,2024,Bygningsvedligehold,977654.53,819659.71,DKK,2024-01-15,Mathias Thomsen,,2026-02-27T13:34:08.113885,2026-02-27T13:34:08.113886
BUD-000055,461-SCH-006,461,2024,Transport,655201.55,565730.8,DKK,2024-01-15,Sebastian Petersen,,2026-02-27T13:34:08.113888,2026-02-27T13:34:08.113889
BUD-000056,461-SCH-006,461,2024,Kantinedrift,933405.42,792855.56,DKK,2024-01-15,Christian Andersen,,2026-02-27T13:34:08.113891,2026-02-27T13:34:08.113891
BUD-000057,461-SCH-006,461,2024,Specialundervisning,627181.33,497676.55,DKK,2024-01-15,Nikolaj Hansen,,2026-02-27T13:34:08.113893,2026-02-27T13:34:08.113894
BUD-000058,461-SCH-006,461,2024,Fritidsaktiviteter,1068486.29,903496.32,DKK,2024-01-15,Emil Moller,,2026-02-27T13:34:08.113896,2026-02-27T13:34:08.113897
BUD-000059,461-SCH-006,461,2024,Administration,733856.36,657881.35,DKK,2024-01-15,Oliver Eriksen,,2026-02-27T13:34:08.113899,2026-02-27T13:34:08.113899
BUD-000060,461-SCH-006,461,2024,Rengoring,800148.29,604436.47,DKK,2024-01-15,Rasmus Andersen,,2026-02-27T13:34:08.113901,2026-02-27T13:34:08.113902
