wellness_id,student_id,school_id,municipality_code,assessment_date,academic_wellbeing_score,social_wellbeing_score,physical_wellbeing_score,overall_satisfaction,bullying_experienced,support_needed,counselor_notes,assessed_by,created_at
WEL-000014,STU-000185,461-SCH-001,461,2024-11-16,8,1,6,3,False,False,Samtale planlagt,Victoria Poulsen,2026-02-27T13:34:08.115226
WEL-000015,STU-001356,461-SCH-004,461,2024-12-04,2,5,7,2,False,False,,Camilla Olsen,2026-02-27T13:34:08.115231
WEL-000016,STU-000043,461-SCH-001,461,2024-09-14,9,6,7,9,False,False,,Isabella Petersen,2026-02-27T13:34:08.115235
WEL-000017,STU-001424,461-SCH-004,461,2024-09-06,6,2,3,5,False,True,Ingen bekymringer,Mathilde Lund,2026-02-27T13:34:08.115240
WEL-000018,STU-000578,461-SCH-002,461,2024-12-25,2,9,7,2,False,False,Folger op,Josefine Nielsen,2026-02-27T13:34:08.115244
WEL-000019,STU-001679,461-SCH-005,461,2024-10-06,10,4,5,7,False,False,Folger op,Sofie Hansen,2026-02-27T13:34:08.115248
WEL-000020,STU-001605,461-SCH-005,461,2024-10-23,9,5,7,2,False,False,Kontakt til foraeldere,Julie Christensen,2026-02-27T13:34:08.115253
WEL-000021,STU-001648,461-SCH-005,461,2024-10-24,5,9,4,9,False,False,Henvisning til PPR,Isabella Nielsen,2026-02-27T13:34:08.115257
WEL-000022,STU-000401,461-SCH-001,461,2024-11-16,1,3,5,6,False,False,Henvisning til PPR,Maja Andersen,2026-02-27T13:34:08.115262
WEL-000023,STU-002246,461-SCH-006,461,2024-11-08,2,9,3,7,False,False,Kontakt til foraeldere,Clara Kristensen,2026-02-27T13:34:08.115266
WEL-000024,STU-000014,461-SCH-001,461,2024-09-01,1,1,3,7,False,False,Folger op,Emma Mortensen,2026-02-27T13:34:08.115270
WEL-000025,STU-001477,461-SCH-004,461,2024-09-14,8,10,1,4,False,False,Ingen bekymringer,Sarah Berg,2026-02-27T13:34:08.115275
WEL-000026,STU-001726,461-SCH-005,461,2024-10-03,1,9,10,4,False,False,Samtale planlagt,Julie Lund,2026-02-27T13:34:08.115279
WEL-000027,STU-001713,461-SCH-005,461,2024-09-03,9,6,3,2,False,True,Samtale planlagt,Victoria Hansen,2026-02-27T13:34:08.115283
WEL-000028,STU-001269,461-SCH-004,461,2024-12-25,4,7,4,8,False,False,Samtale planlagt,Alma Jorgensen,2026-02-27T13:34:08.115288
WEL-000029,STU-001698,461-SCH-005,461,2024-12-04,4,5,10,5,False,False,,Katrine Madsen,2026-02-27T13:34:08.115292
WEL-000030,STU-000962,461-SCH-003,461,2024-12-28,2,8,10,5,False,False,,Emma Jensen,2026-02-27T13:34:08.115296
WEL-000031,STU-002006,461-SCH-006,461,2024-09-15,4,1,5,3,False,False,Ingen bekymringer,Nanna Eriksen,2026-02-27T13:34:08.115301
WEL-000032,STU-000695,461-SCH-002,461,2024-11-07,8,3,1,8,False,False,,Maja Nielsen,2026-02-27T13:34:08.115307
WEL-000033,STU-000815,461-SCH-002,461,2024-12-09,9,7,1,2,False,False,Samtale planlagt,Freja Olsen,2026-02-27T13:34:08.115311
WEL-000034,STU-000903,461-SCH-003,461,2024-11-21,2,9,7,9,False,True,Samtale planlagt,Line Jakobsen,2026-02-27T13:34:08.115316
WEL-000035,STU-001691,461-SCH-005,461,2024-12-28,4,6,4,3,True,False,Kontakt til foraeldere,Nanna Andersen,2026-02-27T13:34:08.115320
WEL-000036,STU-000635,461-SCH-002,461,2024-11-07,9,9,10,3,False,False,,Sarah Olsen,2026-02-27T13:34:08.115324
WEL-000037,STU-000540,461-SCH-002,461,2024-11-15,7,2,7,2,False,False,,Freja Petersen,2026-02-27T13:34:08.115328
WEL-000038,STU-001732,461-SCH-005,461,2024-11-15,9,7,6,3,False,True,Folger op,Laura Larsen,2026-02-27T13:34:08.115333
WEL-000039,STU-001806,461-SCH-005,461,2024-11-13,3,2,4,5,False,False,Folger op,Anna Christensen,2026-02-27T13:34:08.115337
WEL-000040,STU-002350,461-SCH-006,461,2024-11-07,6,4,3,8,False,False,Henvisning til PPR,Emma Olsen,2026-02-27T13:34:08.115342
WEL-000041,STU-000928,461-SCH-003,461,2024-10-11,1,9,4,3,False,False,Ingen bekymringer,Josefine Nielsen,2026-02-27T13:34:08.115346
WEL-000042,STU-001364,461-SCH-004,461,2024-11-09,10,9,10,10,False,False,Samtale planlagt,Marie Andersen,2026-02-27T13:34:08.115350
WEL-000043,STU-000470,461-SCH-002,461,2024-11-18,9,3,1,2,False,True,Kontakt til foraeldere,Ida Hansen,2026-02-27T13:34:08.115355
WEL-000044,STU-001534,461-SCH-004,461,2024-12-07,2,2,4,10,False,False,Kontakt til foraeldere,Anna Poulsen,2026-02-27T13:34:08.115359
WEL-000045,STU-000331,461-SCH-001,461,2024-09-10,6,9,9,5,False,False,Samtale planlagt,Clara Mortensen,2026-02-27T13:34:08.115364
WEL-000046,STU-000800,461-SCH-002,461,2024-09-27,1,8,5,10,False,False,Folger op,Emilie Christensen,2026-02-27T13:34:08.115368
WEL-000047,STU-001369,461-SCH-004,461,2024-11-15,5,9,7,3,False,False,Henvisning til PPR,Ida Olsen,2026-02-27T13:34:08.115372
WEL-000048,STU-000276,461-SCH-001,461,2024-10-20,1,4,10,9,False,False,Ingen bekymringer,Emma Poulsen,2026-02-27T13:34:08.115376
WEL-000049,STU-002237,461-SCH-006,461,2024-11-01,8,8,1,3,False,False,Henvisning til PPR,Camilla Madsen,2026-02-27T13:34:08.115381
WEL-000050,STU-001378,461-SCH-004,461,2024-10-23,8,6,5,6,False,True,Henvisning til PPR,Isabella Kristensen,2026-02-27T13:34:08.115385
WEL-000051,STU-002335,461-SCH-006,461,2024-11-20,9,3,1,5,False,False,Ingen bekymringer,Emma Eriksen,2026-02-27T13:34:08.115389
WEL-000052,STU-002174,461-SCH-006,461,2024-10-03,10,1,8,8,False,False,Folger op,Emilie Moller,2026-02-27T13:34:08.115393
WEL-000053,STU-002148,461-SCH-006,461,2024-09-19,8,6,9,5,True,False,Ingen bekymringer,Sofia Berg,2026-02-27T13:34:08.115397
WEL-000054,STU-001825,461-SCH-005,461,2024-10-17,4,3,4,6,False,False,Samtale planlagt,Julie Hansen,2026-02-27T13:34:08.115402
WEL-000055,STU-002178,461-SCH-006,461,2024-11-27,5,7,5,10,False,False,,Julie Kristensen,2026-02-27T13:34:08.115406
WEL-000056,STU-001032,461-SCH-003,461,2024-10-02,2,9,2,10,False,False,Folger op,Julie Petersen,2026-02-27T13:34:08.115410
WEL-000057,STU-000709,461-SCH-002,461,2024-10-06,9,1,7,1,True,False,Samtale planlagt,Mathilde Poulsen,2026-02-27T13:34:08.115414
WEL-000058,STU-000236,461-SCH-001,461,2024-09-17,8,2,4,7,False,False,,Isabella Petersen,2026-02-27T13:34:08.115419
WEL-000059,STU-000625,461-SCH-002,461,2024-10-09,8,8,4,4,False,False,Folger op,Caroline Pedersen,2026-02-27T13:34:08.115423
WEL-000060,STU-001665,461-SCH-005,461,2024-10-28,7,2,7,6,False,False,Kontakt til foraeldere,Emilie Jorgensen,2026-02-27T13:34:08.115427
WEL-000061,STU-000066,461-SCH-001,461,2024-09-01,2,8,1,1,False,False,Henvisning til PPR,Laura Hansen,2026-02-27T13:34:08.115432
WEL-000062,STU-000571,461-SCH-002,461,2024-11-19,6,1,3,9,False,False,Kontakt til foraeldere,Anna Jakobsen,2026-02-27T13:34:08.115436
WEL-000063,STU-000762,461-SCH-002,461,2024-12-27,7,4,10,4,False,False,Samtale planlagt,Mathilde Olsen,2026-02-27T13:34:08.115440
WEL-000064,STU-000537,461-SCH-002,461,2024-10-26,3,1,4,2,False,False,Kontakt til foraeldere,Freja Pedersen,2026-02-27T13:34:08.115444
WEL-000065,STU-000809,461-SCH-002,461,2024-12-10,2,8,7,2,False,True,Ingen bekymringer,Camilla Poulsen,2026-02-27T13:34:08.115449
WEL-000066,STU-000712,461-SCH-002,461,2024-10-16,3,6,9,8,False,False,Folger op,Alma Poulsen,2026-02-27T13:34:08.115454
WEL-000067,STU-001535,461-SCH-004,461,2024-09-04,2,10,5,4,False,False,,Ida Nielsen,2026-02-27T13:34:08.115458
WEL-000068,STU-002053,461-SCH-006,461,2024-09-01,5,2,9,1,False,True,,Emma Poulsen,2026-02-27T13:34:08.115463
WEL-000069,STU-001007,461-SCH-003,461,2024-11-21,3,3,2,3,False,False,Henvisning til PPR,Sarah Kristensen,2026-02-27T13:34:08.115468
WEL-000070,STU-001417,461-SCH-004,461,2024-11-28,10,1,5,3,False,False,,Nanna Larsen,2026-02-27T13:34:08.115473
WEL-000071,STU-000595,461-SCH-002,461,2024-09-01,2,6,3,7,False,False,Folger op,Clara Kristensen,2026-02-27T13:34:08.115477
WEL-000072,STU-000221,461-SCH-001,461,2024-12-28,7,1,10,6,False,True,,Emilie Sorensen,2026-02-27T13:34:08.115483
WEL-000073,STU-000708,461-SCH-002,461,2024-11-16,5,5,8,3,False,False,,Emilie Thomsen,2026-02-27T13:34:08.115487
WEL-000074,STU-000044,461-SCH-001,461,2024-12-24,1,4,6,9,False,False,,Alma Mortensen,2026-02-27T13:34:08.115492
WEL-000075,STU-000228,461-SCH-001,461,2024-10-25,8,1,7,3,False,True,Ingen bekymringer,Marie Jorgensen,2026-02-27T13:34:08.115496
WEL-000076,STU-000483,461-SCH-002,461,2024-10-17,9,4,8,1,False,False,Ingen bekymringer,Freja Lund,2026-02-27T13:34:08.115500
WEL-000077,STU-001635,461-SCH-005,461,2024-09-12,3,6,4,2,False,True,Ingen bekymringer,Clara Jakobsen,2026-02-27T13:34:08.115504
WEL-000078,STU-002251,461-SCH-006,461,2024-09-23,9,9,9,6,False,False,,Freja Jorgensen,2026-02-27T13:34:08.115509
WEL-000079,STU-002060,461-SCH-006,461,2024-12-07,2,4,8,3,False,False,Samtale planlagt,Ida Nielsen,2026-02-27T13:34:08.115513
WEL-000080,STU-001298,461-SCH-004,461,2024-10-07,6,2,1,2,False,False,,Anna Eriksen,2026-02-27T13:34:08.115518
WEL-000081,STU-000419,461-SCH-001,461,2024-10-09,2,6,4,1,False,False,,Josefine Pedersen,2026-02-27T13:34:08.115522
WEL-000082,STU-001710,461-SCH-005,461,2024-10-06,9,2,7,4,False,False,,Josefine Eriksen,2026-02-27T13:34:08.115526
WEL-000083,STU-001123,461-SCH-003,461,2024-09-17,8,8,2,3,False,False,Samtale planlagt,Maja Nielsen,2026-02-27T13:34:08.115530
WEL-000084,STU-001631,461-SCH-005,461,2024-10-25,1,3,2,1,False,False,Henvisning til PPR,Alma Nielsen,2026-02-27T13:34:08.115535
WEL-000085,STU-000556,461-SCH-002,461,2024-12-26,3,10,8,7,False,True,Ingen bekymringer,Julie Petersen,2026-02-27T13:34:08.115539
WEL-000086,STU-001908,461-SCH-005,461,2024-10-06,9,4,6,6,False,False,Kontakt til foraeldere,Anna Pedersen,2026-02-27T13:34:08.115544
WEL-000087,STU-001727,461-SCH-005,461,2024-11-18,4,8,9,5,False,False,,Line Andersen,2026-02-27T13:34:08.115548
WEL-000088,STU-001906,461-SCH-005,461,2024-09-04,9,4,5,6,False,False,Ingen bekymringer,Nanna Moller,2026-02-27T13:34:08.115552
WEL-000089,STU-001204,461-SCH-004,461,2024-10-23,10,10,10,3,True,False,Folger op,Emma Pedersen,2026-02-27T13:34:08.115556
WEL-000090,STU-000951,461-SCH-003,461,2024-09-17,2,4,3,7,False,False,Ingen bekymringer,Sarah Jorgensen,2026-02-27T13:34:08.115561
WEL-000091,STU-000382,461-SCH-001,461,2024-11-12,7,9,9,4,False,False,Henvisning til PPR,Sofie Knudsen,2026-02-27T13:34:08.115565
WEL-000092,STU-001203,461-SCH-004,461,2024-09-08,2,3,1,8,False,False,,Laura Christensen,2026-02-27T13:34:08.115570
WEL-000093,STU-000825,461-SCH-002,461,2024-10-21,4,4,2,5,False,False,Henvisning til PPR,Isabella Madsen,2026-02-27T13:34:08.115574
WEL-000094,STU-001398,461-SCH-004,461,2024-09-08,6,1,7,6,False,True,Folger op,Mathilde Andersen,2026-02-27T13:34:08.115579
WEL-000095,STU-000758,461-SCH-002,461,2024-11-14,9,1,7,10,False,False,Samtale planlagt,Caroline Knudsen,2026-02-27T13:34:08.115583
WEL-000096,STU-000531,461-SCH-002,461,2024-11-02,9,7,4,10,False,False,Samtale planlagt,Ida Pedersen,2026-02-27T13:34:08.115587
WEL-000097,STU-001697,461-SCH-005,461,2024-10-05,1,7,9,9,False,False,Henvisning til PPR,Maja Knudsen,2026-02-27T13:34:08.115592
WEL-000098,STU-001884,461-SCH-005,461,2024-11-02,7,10,1,3,False,False,Samtale planlagt,Josefine Poulsen,2026-02-27T13:34:08.115596
WEL-000099,STU-000674,461-SCH-002,461,2024-09-24,6,4,8,2,False,False,Kontakt til foraeldere,Ida Poulsen,2026-02-27T13:34:08.115600
WEL-000100,STU-002169,461-SCH-006,461,2024-11-15,9,7,4,2,True,False,Samtale planlagt,Alma Knudsen,2026-02-27T13:34:08.115605
WEL-000101,STU-001643,461-SCH-005,461,2024-11-22,2,2,1,1,False,False,Henvisning til PPR,Anna Poulsen,2026-02-27T13:34:08.115610
WEL-000102,STU-001931,461-SCH-005,461,2024-11-04,6,9,1,10,False,False,,Sofia Larsen,2026-02-27T13:34:08.115614
WEL-000103,STU-002050,461-SCH-006,461,2024-09-22,7,9,7,3,False,True,Folger op,Freja Jorgensen,2026-02-27T13:34:08.115618
WEL-000104,STU-000957,461-SCH-003,461,2024-11-01,9,4,1,6,False,False,,Josefine Moller,2026-02-27T13:34:08.115622
WEL-000105,STU-002179,461-SCH-006,461,2024-11-27,1,6,4,10,False,False,Folger op,Ida Jakobsen,2026-02-27T13:34:08.115627
WEL-000106,STU-001822,461-SCH-005,461,2024-11-09,10,10,8,9,False,False,Kontakt til foraeldere,Victoria Olsen,2026-02-27T13:34:08.115631
WEL-000107,STU-001122,461-SCH-003,461,2024-11-09,2,7,7,6,False,False,,Alma Johansen,2026-02-27T13:34:08.115635
WEL-000108,STU-001246,461-SCH-004,461,2024-11-03,1,1,8,10,False,False,Henvisning til PPR,Isabella Andersen,2026-02-27T13:34:08.115640
WEL-000109,STU-001361,461-SCH-004,461,2024-10-02,9,8,4,4,False,True,,Camilla Berg,2026-02-27T13:34:08.115644
WEL-000110,STU-001776,461-SCH-005,461,2024-11-04,7,8,5,3,False,False,Henvisning til PPR,Clara Johansen,2026-02-27T13:34:08.115649
WEL-000111,STU-000876,461-SCH-003,461,2024-10-04,1,10,4,6,False,False,Henvisning til PPR,Sofie Nielsen,2026-02-27T13:34:08.115653
WEL-000112,STU-002352,461-SCH-006,461,2024-11-18,3,2,6,5,False,True,Kontakt til foraeldere,Isabella Kristensen,2026-02-27T13:34:08.115659
WEL-000113,STU-001085,461-SCH-003,461,2024-10-05,10,1,6,1,False,False,Ingen bekymringer,Camilla Pedersen,2026-02-27T13:34:08.115663
WEL-000114,STU-001464,461-SCH-004,461,2024-11-13,2,1,6,8,False,False,Ingen bekymringer,Alma Mortensen,2026-02-27T13:34:08.115668
WEL-000115,STU-001708,461-SCH-005,461,2024-10-15,1,7,2,6,False,False,Henvisning til PPR,Maja Larsen,2026-02-27T13:34:08.115672
WEL-000116,STU-000261,461-SCH-001,461,2024-12-20,4,8,3,7,False,False,,Sarah Jensen,2026-02-27T13:34:08.115677
WEL-000117,STU-000921,461-SCH-003,461,2024-10-17,7,3,5,6,False,False,,Sofie Eriksen,2026-02-27T13:34:08.115681
WEL-000118,STU-000017,461-SCH-001,461,2024-10-06,3,9,10,1,False,False,,Anna Jorgensen,2026-02-27T13:34:08.115685
WEL-000119,STU-001849,461-SCH-005,461,2024-10-01,10,5,4,6,False,True,Samtale planlagt,Julie Sorensen,2026-02-27T13:34:08.115689
WEL-000120,STU-001179,461-SCH-004,461,2024-09-21,3,1,8,9,True,False,Kontakt til foraeldere,Julie Mortensen,2026-02-27T13:34:08.115694
WEL-000121,STU-000609,461-SCH-002,461,2024-11-17,8,2,2,4,False,False,Folger op,Julie Jakobsen,2026-02-27T13:34:08.115698
WEL-000122,STU-001025,461-SCH-003,461,2024-11-26,2,2,10,6,False,False,Folger op,Freja Jensen,2026-02-27T13:34:08.115702
WEL-000123,STU-001574,461-SCH-004,461,2024-12-01,6,1,2,2,False,True,,Anna Jakobsen,2026-02-27T13:34:08.115706
WEL-000124,STU-000629,461-SCH-002,461,2024-10-09,6,1,8,6,False,True,Kontakt til foraeldere,Sofie Jakobsen,2026-02-27T13:34:08.115711
WEL-000125,STU-000501,461-SCH-002,461,2024-12-04,5,4,3,3,False,False,Samtale planlagt,Marie Petersen,2026-02-27T13:34:08.115715
WEL-000126,STU-001110,461-SCH-003,461,2024-12-21,9,10,3,1,False,False,Ingen bekymringer,Marie Kristensen,2026-02-27T13:34:08.115719
WEL-000127,STU-000958,461-SCH-003,461,2024-10-24,5,10,6,9,False,False,Samtale planlagt,Emilie Sorensen,2026-02-27T13:34:08.115723
WEL-000128,STU-001572,461-SCH-004,461,2024-11-19,6,9,10,5,False,False,Folger op,Line Petersen,2026-02-27T13:34:08.115727
WEL-000129,STU-001211,461-SCH-004,461,2024-12-11,8,9,10,9,False,False,Ingen bekymringer,Nanna Johansen,2026-02-27T13:34:08.115732
WEL-000130,STU-000335,461-SCH-001,461,2024-12-23,6,6,6,4,False,False,Henvisning til PPR,Julie Larsen,2026-02-27T13:34:08.115736
WEL-000131,STU-002294,461-SCH-006,461,2024-10-28,6,1,6,8,False,False,Kontakt til foraeldere,Julie Mortensen,2026-02-27T13:34:08.115740
WEL-000132,STU-000374,461-SCH-001,461,2024-09-04,9,1,3,4,False,False,Kontakt til foraeldere,Alma Moller,2026-02-27T13:34:08.115745
WEL-000133,STU-002121,461-SCH-006,461,2024-11-16,10,2,8,10,False,False,,Julie Hansen,2026-02-27T13:34:08.115751
WEL-000134,STU-000700,461-SCH-002,461,2024-11-19,3,2,1,1,False,False,Henvisning til PPR,Katrine Sorensen,2026-02-27T13:34:08.115755
WEL-000135,STU-000494,461-SCH-002,461,2024-11-24,7,2,7,4,False,True,Samtale planlagt,Katrine Rasmussen,2026-02-27T13:34:08.115759
WEL-000136,STU-002324,461-SCH-006,461,2024-12-28,5,1,7,10,True,False,Folger op,Katrine Sorensen,2026-02-27T13:34:08.115764
WEL-000137,STU-002186,461-SCH-006,461,2024-11-21,5,6,1,3,False,False,Ingen bekymringer,Marie Larsen,2026-02-27T13:34:08.115768
WEL-000138,STU-000849,461-SCH-003,461,2024-10-10,9,3,2,10,False,False,Kontakt til foraeldere,Line Jorgensen,2026-02-27T13:34:08.115773
WEL-000139,STU-001195,461-SCH-004,461,2024-12-10,6,4,9,3,True,False,,Ida Moller,2026-02-27T13:34:08.115777
WEL-000140,STU-000817,461-SCH-002,461,2024-10-11,1,7,3,9,False,False,Henvisning til PPR,Caroline Kristensen,2026-02-27T13:34:08.115781
WEL-000141,STU-001817,461-SCH-005,461,2024-11-22,1,9,8,7,False,True,Kontakt til foraeldere,Josefine Rasmussen,2026-02-27T13:34:08.115785
WEL-000142,STU-001546,461-SCH-004,461,2024-09-03,9,2,7,5,False,False,Folger op,Caroline Hansen,2026-02-27T13:34:08.115790
WEL-000143,STU-000107,461-SCH-001,461,2024-11-11,7,8,4,7,True,False,Ingen bekymringer,Line Jensen,2026-02-27T13:34:08.115807
WEL-000144,STU-002354,461-SCH-006,461,2024-12-14,6,7,9,2,False,False,,Julie Lund,2026-02-27T13:34:08.115812
WEL-000145,STU-000563,461-SCH-002,461,2024-10-09,8,9,5,1,False,False,Kontakt til foraeldere,Ida Moller,2026-02-27T13:34:08.115816
WEL-000146,STU-001330,461-SCH-004,461,2024-09-05,5,6,9,9,False,False,Kontakt til foraeldere,Emilie Christensen,2026-02-27T13:34:08.115821
WEL-000147,STU-000885,461-SCH-003,461,2024-10-14,7,4,1,5,True,False,,Julie Lund,2026-02-27T13:34:08.115825
WEL-000148,STU-000945,461-SCH-003,461,2024-12-11,5,2,4,6,False,False,Ingen bekymringer,Victoria Lund,2026-02-27T13:34:08.115829
WEL-000149,STU-001137,461-SCH-003,461,2024-11-04,9,1,8,1,False,False,Ingen bekymringer,Sofia Eriksen,2026-02-27T13:34:08.115833
WEL-000150,STU-001709,461-SCH-005,461,2024-09-12,2,6,1,2,False,False,Folger op,Marie Poulsen,2026-02-27T13:34:08.115838
WEL-000151,STU-000106,461-SCH-001,461,2024-11-06,8,1,6,8,False,False,Kontakt til foraeldere,Sarah Johansen,2026-02-27T13:34:08.115842
WEL-000152,STU-000251,461-SCH-001,461,2024-11-26,4,5,9,2,False,True,Henvisning til PPR,Maja Berg,2026-02-27T13:34:08.115847
WEL-000153,STU-001541,461-SCH-004,461,2024-11-16,8,7,2,1,False,False,,Isabella Poulsen,2026-02-27T13:34:08.115852
WEL-000154,STU-000171,461-SCH-001,461,2024-11-11,3,9,3,5,False,False,,Katrine Knudsen,2026-02-27T13:34:08.115856
WEL-000155,STU-001166,461-SCH-004,461,2024-09-15,8,6,9,5,False,False,Henvisning til PPR,Sarah Moller,2026-02-27T13:34:08.115860
WEL-000156,STU-001492,461-SCH-004,461,2024-11-25,7,8,1,6,False,False,Folger op,Victoria Madsen,2026-02-27T13:34:08.115864
WEL-000157,STU-001109,461-SCH-003,461,2024-10-26,3,4,8,8,False,False,Kontakt til foraeldere,Caroline Olsen,2026-02-27T13:34:08.115869
WEL-000158,STU-000152,461-SCH-001,461,2024-10-07,9,3,1,3,False,False,Samtale planlagt,Katrine Sorensen,2026-02-27T13:34:08.115873
WEL-000159,STU-000691,461-SCH-002,461,2024-09-01,2,4,10,3,False,False,,Alma Jorgensen,2026-02-27T13:34:08.115877
WEL-000160,STU-000255,461-SCH-001,461,2024-11-16,10,6,10,7,False,False,Kontakt til foraeldere,Katrine Berg,2026-02-27T13:34:08.115882
WEL-000161,STU-002198,461-SCH-006,461,2024-11-17,6,9,2,4,False,False,Kontakt til foraeldere,Anna Thomsen,2026-02-27T13:34:08.115886
WEL-000162,STU-002298,461-SCH-006,461,2024-10-18,2,2,8,3,False,False,Samtale planlagt,Caroline Kristensen,2026-02-27T13:34:08.115890
WEL-000163,STU-001396,461-SCH-004,461,2024-12-19,5,5,7,8,False,False,Henvisning til PPR,Line Petersen,2026-02-27T13:34:08.115894
WEL-000164,STU-002138,461-SCH-006,461,2024-09-20,7,9,2,6,False,False,,Sofie Jakobsen,2026-02-27T13:34:08.115899
WEL-000165,STU-001466,461-SCH-004,461,2024-10-10,10,3,4,4,False,True,Kontakt til foraeldere,Maja Eriksen,2026-02-27T13:34:08.115903
WEL-000166,STU-000084,461-SCH-001,461,2024-10-08,5,6,9,5,False,False,,Marie Jorgensen,2026-02-27T13:34:08.115907
WEL-000167,STU-001121,461-SCH-003,461,2024-11-10,10,4,2,1,False,False,Samtale planlagt,Caroline Eriksen,2026-02-27T13:34:08.115912
WEL-000168,STU-001095,461-SCH-003,461,2024-11-15,1,6,1,3,False,False,Folger op,Nanna Sorensen,2026-02-27T13:34:08.115916
WEL-000169,STU-001075,461-SCH-003,461,2024-11-12,9,9,6,10,False,False,,Isabella Eriksen,2026-02-27T13:34:08.115920
WEL-000170,STU-001342,461-SCH-004,461,2024-11-18,5,9,7,6,False,False,Henvisning til PPR,Camilla Madsen,2026-02-27T13:34:08.115925
WEL-000171,STU-001309,461-SCH-004,461,2024-10-21,2,10,10,6,False,True,Samtale planlagt,Laura Madsen,2026-02-27T13:34:08.115929
WEL-000172,STU-002320,461-SCH-006,461,2024-12-02,4,5,9,4,False,False,Folger op,Line Jensen,2026-02-27T13:34:08.115933
WEL-000173,STU-001047,461-SCH-003,461,2024-10-23,9,3,9,6,False,True,Henvisning til PPR,Julie Sorensen,2026-02-27T13:34:08.115937
WEL-000174,STU-001690,461-SCH-005,461,2024-10-12,6,1,4,8,False,False,Henvisning til PPR,Line Johansen,2026-02-27T13:34:08.115942
WEL-000175,STU-001245,461-SCH-004,461,2024-10-12,8,1,1,6,False,False,Samtale planlagt,Caroline Andersen,2026-02-27T13:34:08.115946
WEL-000176,STU-002315,461-SCH-006,461,2024-11-08,9,6,2,8,False,False,Henvisning til PPR,Josefine Christensen,2026-02-27T13:34:08.115951
WEL-000177,STU-001838,461-SCH-005,461,2024-09-05,3,5,10,2,False,False,Henvisning til PPR,Marie Madsen,2026-02-27T13:34:08.115955
WEL-000178,STU-001106,461-SCH-003,461,2024-11-20,5,10,5,3,False,False,,Mathilde Mortensen,2026-02-27T13:34:08.115959
WEL-000179,STU-001976,461-SCH-005,461,2024-11-05,9,1,1,2,False,False,Henvisning til PPR,Mathilde Sorensen,2026-02-27T13:34:08.115963
WEL-000180,STU-001149,461-SCH-003,461,2024-11-10,10,10,8,3,False,False,Kontakt til foraeldere,Laura Knudsen,2026-02-27T13:34:08.115968
WEL-000181,STU-001644,461-SCH-005,461,2024-12-22,8,1,6,1,False,False,Ingen bekymringer,Caroline Poulsen,2026-02-27T13:34:08.115972
WEL-000182,STU-000148,461-SCH-001,461,2024-11-24,9,4,3,9,False,True,Folger op,Katrine Pedersen,2026-02-27T13:34:08.115977
WEL-000183,STU-001164,461-SCH-004,461,2024-12-27,6,2,1,6,False,False,Ingen bekymringer,Alma Hansen,2026-02-27T13:34:08.115981
WEL-000184,STU-001401,461-SCH-004,461,2024-09-22,9,2,4,7,False,False,Ingen bekymringer,Katrine Knudsen,2026-02-27T13:34:08.115985
WEL-000185,STU-001463,461-SCH-004,461,2024-10-04,10,3,7,4,False,False,Folger op,Camilla Andersen,2026-02-27T13:34:08.115989
