student_id,class_id,school_id,municipality_code,cpr_number,cpr_masked,first_name,last_name,gender,birth_date,enrollment_date,guardian_name,guardian_phone,guardian_email,address,postal_code,special_needs,is_active,created_at,updated_at
STU-000011,CLS-00001,461-SCH-001,461,140518-9565,140518-XXXX,Jakob,Berg,M,2018-05-14,2024-08-09,Mads Berg,+45 70 43 77 76,bergfamilie@email.dk,Parkvej 95,6969,Ingen,True,2026-02-27T13:34:08.064260,2026-02-27T13:34:08.064260
STU-000012,CLS-00001,461-SCH-001,461,190518-8390,190518-XXXX,Camilla,Knudsen,F,2018-05-19,2024-08-15,Ida Knudsen,+45 82 13 29 10,knudsenfamilie@email.dk,Engvej 33,8064,Dysleksi,True,2026-02-27T13:34:08.064275,2026-02-27T13:34:08.064275
STU-000013,CLS-00001,461-SCH-001,461,280818-9726,280818-XXXX,Victoria,Lund,F,2018-08-28,2024-08-06,Mathilde Lund,+45 66 64 51 44,lundfamilie@email.dk,Engvej 102,2365,Ingen,True,2026-02-27T13:34:08.064290,2026-02-27T13:34:08.064291
STU-000014,CLS-00001,461-SCH-001,461,061118-1811,061118-XXXX,Sebastian,Moller,M,2018-11-06,2024-08-03,Laura Moller,+45 22 89 57 39,mollerfamilie@email.dk,Nordrevej 41,2210,Ingen,True,2026-02-27T13:34:08.064305,2026-02-27T13:34:08.064306
STU-000015,CLS-00001,461-SCH-001,461,170618-5467,170618-XXXX,Alexander,Hansen,M,2018-06-17,2024-08-11,Mathilde Hansen,+45 26 15 12 87,hansenfamilie@email.dk,Nordrevej 169,6881,Sprogvanskeligheder,True,2026-02-27T13:34:08.064321,2026-02-27T13:34:08.064321
STU-000016,CLS-00001,461-SCH-001,461,190918-3408,190918-XXXX,Alma,Jensen,F,2018-09-19,2024-08-06,Sebastian Jensen,+45 26 41 39 40,jensenfamilie@email.dk,Ostrevej 46,4215,Ingen,True,2026-02-27T13:34:08.064336,2026-02-27T13:34:08.064337
STU-000017,CLS-00001,461-SCH-001,461,210818-5388,210818-XXXX,Marie,Sorensen,F,2018-08-21,2024-08-08,Nikolaj Sorensen,+45 22 56 73 41,sorensenfamilie@email.dk,Ostrevej 135,4876,Motoriske vanskeligheder,True,2026-02-27T13:34:08.064352,2026-02-27T13:34:08.064353
STU-000018,CLS-00001,461-SCH-001,461,100618-3485,100618-XXXX,Mads,Hansen,M,2018-06-10,2024-08-10,Julie Hansen,+45 55 22 85 39,hansenfamilie@email.dk,Ostrevej 165,9270,Ingen,True,2026-02-27T13:34:08.064376,2026-02-27T13:34:08.064377
STU-000019,CLS-00001,461-SCH-001,461,200418-5951,200418-XXXX,Rasmus,Larsen,M,2018-04-20,2024-08-09,Nanna Larsen,+45 27 70 94 12,larsenfamilie@email.dk,Slotvej 47,9379,Ingen,True,2026-02-27T13:34:08.064391,2026-02-27T13:34:08.064392
STU-000020,CLS-00001,461-SCH-001,461,200118-7287,200118-XXXX,William,Olsen,M,2018-01-20,2024-08-01,Victoria Olsen,+45 30 45 65 61,olsenfamilie@email.dk,Nordrevej 42,9531,Ingen,True,2026-02-27T13:34:08.064407,2026-02-27T13:34:08.064408
STU-000021,CLS-00001,461-SCH-001,461,230718-7400,230718-XXXX,Sofia,Hansen,F,2018-07-23,2024-08-10,Mads Hansen,+45 29 63 24 55,hansenfamilie@email.dk,Skovvej 129,5880,Ingen,True,2026-02-27T13:34:08.064422,2026-02-27T13:34:08.064423
STU-000022,CLS-00001,461-SCH-001,461,200718-1838,200718-XXXX,Emilie,Jorgensen,F,2018-07-20,2024-08-10,William Jorgensen,+45 71 80 83 67,jorgensenfamilie@email.dk,Kirkevej 34,4433,Ingen,True,2026-02-27T13:34:08.064437,2026-02-27T13:34:08.064438
STU-000023,CLS-00002,461-SCH-001,461,130518-1979,130518-XXXX,Jakob,Petersen,M,2018-05-13,2024-08-08,Alma Petersen,+45 32 15 29 50,petersenfamilie@email.dk,Slotvej 44,9034,Synsvanskeligheder,True,2026-02-27T13:34:08.064452,2026-02-27T13:34:08.064453
STU-000024,CLS-00002,461-SCH-001,461,150818-7487,150818-XXXX,Sebastian,Jakobsen,M,2018-08-15,2024-08-11,Clara Jakobsen,+45 51 21 37 81,jakobsenfamilie@email.dk,Bakkevej 173,5674,Ingen,True,2026-02-27T13:34:08.064467,2026-02-27T13:34:08.064468
STU-000025,CLS-00002,461-SCH-001,461,140618-3816,140618-XXXX,Anna,Johansen,F,2018-06-14,2024-08-13,Sebastian Johansen,+45 92 94 59 37,johansenfamilie@email.dk,Skovvej 147,9596,Motoriske vanskeligheder,True,2026-02-27T13:34:08.064485,2026-02-27T13:34:08.064486
STU-000026,CLS-00002,461-SCH-001,461,150818-4484,150818-XXXX,Julie,Lund,F,2018-08-15,2024-08-07,Mikkel Lund,+45 42 69 86 78,lundfamilie@email.dk,Borgvej 130,3950,Ingen,True,2026-02-27T13:34:08.064500,2026-02-27T13:34:08.064500
STU-000027,CLS-00002,461-SCH-001,461,190718-6528,190718-XXXX,Emilie,Nielsen,F,2018-07-19,2024-08-13,Noah Nielsen,+45 49 66 17 10,nielsenfamilie@email.dk,Parkvej 89,8487,Ingen,True,2026-02-27T13:34:08.064514,2026-02-27T13:34:08.064514
STU-000028,CLS-00002,461-SCH-001,461,121218-9920,121218-XXXX,Maja,Sorensen,F,2018-12-12,2024-08-07,Maja Sorensen,+45 88 57 14 51,sorensenfamilie@email.dk,Parkvej 152,6309,Ingen,True,2026-02-27T13:34:08.064528,2026-02-27T13:34:08.064529
STU-000029,CLS-00002,461-SCH-001,461,010618-5354,010618-XXXX,Sofia,Sorensen,F,2018-06-01,2024-08-06,Noah Sorensen,+45 88 19 14 16,sorensenfamilie@email.dk,Kirkevej 193,3908,Ingen,True,2026-02-27T13:34:08.064542,2026-02-27T13:34:08.064543
STU-000030,CLS-00002,461-SCH-001,461,040318-3282,040318-XXXX,Emilie,Berg,F,2018-03-04,2024-08-13,Magnus Berg,+45 70 19 42 51,bergfamilie@email.dk,Slotvej 153,3751,Ingen,True,2026-02-27T13:34:08.064556,2026-02-27T13:34:08.064557
STU-000031,CLS-00002,461-SCH-001,461,121218-2891,121218-XXXX,Magnus,Andersen,M,2018-12-12,2024-08-08,Marie Andersen,+45 87 10 23 18,andersenfamilie@email.dk,Sondrevej 118,2009,Ingen,True,2026-02-27T13:34:08.064573,2026-02-27T13:34:08.064574
STU-000032,CLS-00002,461-SCH-001,461,221018-1614,221018-XXXX,Ida,Thomsen,F,2018-10-22,2024-08-04,Nikolaj Thomsen,+45 87 33 74 55,thomsenfamilie@email.dk,Ostrevej 82,8773,Ingen,True,2026-02-27T13:34:08.064587,2026-02-27T13:34:08.064588
STU-000033,CLS-00002,461-SCH-001,461,180618-1876,180618-XXXX,Katrine,Thomsen,F,2018-06-18,2024-08-07,Oscar Thomsen,+45 20 76 74 14,thomsenfamilie@email.dk,Borgvej 188,2578,Ingen,True,2026-02-27T13:34:08.064608,2026-02-27T13:34:08.064609
STU-000034,CLS-00002,461-SCH-001,461,260618-8204,260618-XXXX,Katrine,Knudsen,F,2018-06-26,2024-08-05,Mathilde Knudsen,+45 85 28 61 83,knudsenfamilie@email.dk,Borgvej 49,7398,Sprogvanskeligheder,True,2026-02-27T13:34:08.064624,2026-02-27T13:34:08.064625
STU-000035,CLS-00002,461-SCH-001,461,230318-1897,230318-XXXX,Jonas,Sorensen,M,2018-03-23,2024-08-06,Freja Sorensen,+45 27 18 71 37,sorensenfamilie@email.dk,Parkvej 27,1501,Dysleksi,True,2026-02-27T13:34:08.064638,2026-02-27T13:34:08.064639
STU-000036,CLS-00002,461-SCH-001,461,200818-6194,200818-XXXX,Emilie,Jorgensen,F,2018-08-20,2024-08-02,Emma Jorgensen,+45 74 21 39 94,jorgensenfamilie@email.dk,Skovvej 62,2938,Ingen,True,2026-02-27T13:34:08.064653,2026-02-27T13:34:08.064654
STU-000037,CLS-00002,461-SCH-001,461,120918-9687,120918-XXXX,Lucas,Kristensen,M,2018-09-12,2024-08-01,Jonas Kristensen,+45 54 46 76 20,kristensenfamilie@email.dk,Strandvej 141,5255,Horenedsaettelse,True,2026-02-27T13:34:08.064667,2026-02-27T13:34:08.064668
STU-000038,CLS-00002,461-SCH-001,461,240818-9363,240818-XXXX,Carl,Jensen,M,2018-08-24,2024-08-05,Rasmus Jensen,+45 49 73 52 14,jensenfamilie@email.dk,Centrumvej 149,4506,Synsvanskeligheder,True,2026-02-27T13:34:08.064683,2026-02-27T13:34:08.064684
STU-000039,CLS-00002,461-SCH-001,461,270618-4736,270618-XXXX,Maja,Jorgensen,F,2018-06-27,2024-08-13,Emilie Jorgensen,+45 68 47 64 57,jorgensenfamilie@email.dk,Skovvej 194,3971,Ingen,True,2026-02-27T13:34:08.064701,2026-02-27T13:34:08.064702
STU-000040,CLS-00002,461-SCH-001,461,171018-3519,171018-XXXX,Frederik,Jensen,M,2018-10-17,2024-08-12,Oliver Jensen,+45 24 46 72 19,jensenfamilie@email.dk,Strandvej 141,8359,Ingen,True,2026-02-27T13:34:08.064717,2026-02-27T13:34:08.064718
STU-000041,CLS-00002,461-SCH-001,461,070618-6168,070618-XXXX,Nanna,Jensen,F,2018-06-07,2024-08-06,Emil Jensen,+45 57 92 10 26,jensenfamilie@email.dk,Engvej 99,6190,Ingen,True,2026-02-27T13:34:08.064732,2026-02-27T13:34:08.064733
STU-000042,CLS-00002,461-SCH-001,461,281118-6880,281118-XXXX,Freja,Madsen,F,2018-11-28,2024-08-11,Magnus Madsen,+45 28 99 97 89,madsenfamilie@email.dk,Sondrevej 194,8032,Ingen,True,2026-02-27T13:34:08.064747,2026-02-27T13:34:08.064747
STU-000043,CLS-00003,461-SCH-001,461,220617-8036,220617-XXXX,Anna,Jorgensen,F,2017-06-22,2024-08-03,Camilla Jorgensen,+45 33 25 13 61,jorgensenfamilie@email.dk,Strandvej 192,9695,ADHD,True,2026-02-27T13:34:08.064762,2026-02-27T13:34:08.064763
STU-000044,CLS-00003,461-SCH-001,461,230217-6779,230217-XXXX,Magnus,Moller,M,2017-02-23,2024-08-11,Camilla Moller,+45 66 42 66 20,mollerfamilie@email.dk,Markvej 27,9072,Ingen,True,2026-02-27T13:34:08.064778,2026-02-27T13:34:08.064779
STU-000045,CLS-00003,461-SCH-001,461,220617-2913,220617-XXXX,Mads,Knudsen,M,2017-06-22,2024-08-14,Ida Knudsen,+45 96 54 53 31,knudsenfamilie@email.dk,Parkvej 13,7003,Autisme,True,2026-02-27T13:34:08.064793,2026-02-27T13:34:08.064794
STU-000046,CLS-00003,461-SCH-001,461,181117-9964,181117-XXXX,Mathilde,Jakobsen,F,2017-11-18,2024-08-01,William Jakobsen,+45 75 97 84 88,jakobsenfamilie@email.dk,Havevej 184,6012,ADHD,True,2026-02-27T13:34:08.064808,2026-02-27T13:34:08.064809
STU-000047,CLS-00003,461-SCH-001,461,150717-3469,150717-XXXX,Emil,Olsen,M,2017-07-15,2024-08-02,Victoria Olsen,+45 91 47 95 59,olsenfamilie@email.dk,Slotvej 93,8341,Dysleksi,True,2026-02-27T13:34:08.064823,2026-02-27T13:34:08.064824
STU-000048,CLS-00003,461-SCH-001,461,280817-2367,280817-XXXX,Emil,Jensen,M,2017-08-28,2024-08-08,Emma Jensen,+45 70 98 76 60,jensenfamilie@email.dk,Nordrevej 105,1639,Ingen,True,2026-02-27T13:34:08.064837,2026-02-27T13:34:08.064838
STU-000049,CLS-00003,461-SCH-001,461,190117-9335,190117-XXXX,Mikkel,Moller,M,2017-01-19,2024-08-02,Jakob Moller,+45 60 50 56 61,mollerfamilie@email.dk,Nordrevej 66,6699,Dysleksi,True,2026-02-27T13:34:08.064852,2026-02-27T13:34:08.064853
STU-000050,CLS-00003,461-SCH-001,461,200717-8165,200717-XXXX,William,Poulsen,M,2017-07-20,2024-08-14,Mikkel Poulsen,+45 23 43 44 76,poulsenfamilie@email.dk,Kirkevej 24,9337,Ingen,True,2026-02-27T13:34:08.064869,2026-02-27T13:34:08.064870
STU-000051,CLS-00003,461-SCH-001,461,180117-2349,180117-XXXX,Kasper,Nielsen,M,2017-01-18,2024-08-07,Josefine Nielsen,+45 56 21 64 85,nielsenfamilie@email.dk,Borgvej 21,2975,Ingen,True,2026-02-27T13:34:08.064884,2026-02-27T13:34:08.064885
STU-000052,CLS-00003,461-SCH-001,461,010817-3779,010817-XXXX,Frederik,Madsen,M,2017-08-01,2024-08-11,Emil Madsen,+45 96 28 40 27,madsenfamilie@email.dk,Strandvej 113,3510,Ingen,True,2026-02-27T13:34:08.064901,2026-02-27T13:34:08.064902
STU-000053,CLS-00003,461-SCH-001,461,160117-2014,160117-XXXX,Maja,Nielsen,F,2017-01-16,2024-08-03,Line Nielsen,+45 51 34 90 39,nielsenfamilie@email.dk,Bakkevej 118,9072,Ingen,True,2026-02-27T13:34:08.064918,2026-02-27T13:34:08.064919
STU-000054,CLS-00003,461-SCH-001,461,110517-9751,110517-XXXX,Oliver,Jorgensen,M,2017-05-11,2024-08-14,Mads Jorgensen,+45 48 71 69 61,jorgensenfamilie@email.dk,Ostrevej 174,9833,Ingen,True,2026-02-27T13:34:08.064933,2026-02-27T13:34:08.064934
STU-000055,CLS-00003,461-SCH-001,461,200617-8995,200617-XXXX,Alexander,Knudsen,M,2017-06-20,2024-08-10,Victor Knudsen,+45 46 32 54 67,knudsenfamilie@email.dk,Slotvej 176,2106,Ingen,True,2026-02-27T13:34:08.064953,2026-02-27T13:34:08.064954
STU-000056,CLS-00003,461-SCH-001,461,040617-7217,040617-XXXX,Rasmus,Lund,M,2017-06-04,2024-08-15,Noah Lund,+45 78 49 44 74,lundfamilie@email.dk,Vestrevej 52,9883,Ingen,True,2026-02-27T13:34:08.064969,2026-02-27T13:34:08.064970
STU-000057,CLS-00003,461-SCH-001,461,021117-8401,021117-XXXX,William,Jakobsen,M,2017-11-02,2024-08-14,Noah Jakobsen,+45 27 52 84 12,jakobsenfamilie@email.dk,Nordrevej 118,2000,Dysleksi,True,2026-02-27T13:34:08.064986,2026-02-27T13:34:08.064986
STU-000058,CLS-00003,461-SCH-001,461,190117-9107,190117-XXXX,Christian,Thomsen,M,2017-01-19,2024-08-12,Ida Thomsen,+45 87 21 43 35,thomsenfamilie@email.dk,Havevej 165,5089,Sprogvanskeligheder,True,2026-02-27T13:34:08.065001,2026-02-27T13:34:08.065002
STU-000059,CLS-00003,461-SCH-001,461,150417-5764,150417-XXXX,Sofie,Jensen,F,2017-04-15,2024-08-11,Nikolaj Jensen,+45 86 95 47 65,jensenfamilie@email.dk,Bakkevej 76,1949,Ingen,True,2026-02-27T13:34:08.065016,2026-02-27T13:34:08.065017
STU-000060,CLS-00003,461-SCH-001,461,010517-4290,010517-XXXX,Anna,Mortensen,F,2017-05-01,2024-08-13,Rasmus Mortensen,+45 43 65 72 56,mortensenfamilie@email.dk,Havevej 70,8944,Ingen,True,2026-02-27T13:34:08.065032,2026-02-27T13:34:08.065033
STU-000061,CLS-00003,461-SCH-001,461,070517-3838,070517-XXXX,Nanna,Nielsen,F,2017-05-07,2024-08-14,Freja Nielsen,+45 43 26 65 44,nielsenfamilie@email.dk,Nordrevej 177,9001,Ingen,True,2026-02-27T13:34:08.065047,2026-02-27T13:34:08.065048
STU-000062,CLS-00003,461-SCH-001,461,040417-5556,040417-XXXX,Isabella,Knudsen,F,2017-04-04,2024-08-12,Sofia Knudsen,+45 83 46 73 48,knudsenfamilie@email.dk,Kirkevej 67,6387,Ingen,True,2026-02-27T13:34:08.065063,2026-02-27T13:34:08.065064
STU-000063,CLS-00003,461-SCH-001,461,240217-9821,240217-XXXX,Frederik,Moller,M,2017-02-24,2024-08-03,Isabella Moller,+45 66 41 87 32,mollerfamilie@email.dk,Centrumvej 162,6971,Ingen,True,2026-02-27T13:34:08.065078,2026-02-27T13:34:08.065079
STU-000064,CLS-00004,461-SCH-001,461,210217-2934,210217-XXXX,Clara,Sorensen,F,2017-02-21,2024-08-12,Noah Sorensen,+45 98 96 70 35,sorensenfamilie@email.dk,Strandvej 116,2208,Ingen,True,2026-02-27T13:34:08.065094,2026-02-27T13:34:08.065095
STU-000065,CLS-00004,461-SCH-001,461,210617-7830,210617-XXXX,Katrine,Lund,F,2017-06-21,2024-08-04,Noah Lund,+45 86 96 85 74,lundfamilie@email.dk,Slotvej 133,3342,Ingen,True,2026-02-27T13:34:08.065109,2026-02-27T13:34:08.065110
STU-000066,CLS-00004,461-SCH-001,461,230817-7498,230817-XXXX,Marie,Mortensen,F,2017-08-23,2024-08-13,Kasper Mortensen,+45 98 90 89 53,mortensenfamilie@email.dk,Strandvej 157,8893,Ingen,True,2026-02-27T13:34:08.065124,2026-02-27T13:34:08.065125
STU-000067,CLS-00004,461-SCH-001,461,131117-8518,131117-XXXX,Mathilde,Petersen,F,2017-11-13,2024-08-05,Josefine Petersen,+45 38 46 48 63,petersenfamilie@email.dk,Skovvej 180,3277,Ingen,True,2026-02-27T13:34:08.065140,2026-02-27T13:34:08.065141
STU-000068,CLS-00004,461-SCH-001,461,250817-5041,250817-XXXX,Rasmus,Rasmussen,M,2017-08-25,2024-08-14,Alexander Rasmussen,+45 73 39 59 88,rasmussenfamilie@email.dk,Ostrevej 65,1205,Ingen,True,2026-02-27T13:34:08.065155,2026-02-27T13:34:08.065156
STU-000069,CLS-00004,461-SCH-001,461,230517-4955,230517-XXXX,Sebastian,Andersen,M,2017-05-23,2024-08-01,Oscar Andersen,+45 48 27 68 39,andersenfamilie@email.dk,Markvej 100,3107,ADHD,True,2026-02-27T13:34:08.065170,2026-02-27T13:34:08.065171
STU-000070,CLS-00004,461-SCH-001,461,040717-8507,040717-XXXX,Lucas,Eriksen,M,2017-07-04,2024-08-14,Mikkel Eriksen,+45 98 76 38 92,eriksenfamilie@email.dk,Ostrevej 150,6895,Ingen,True,2026-02-27T13:34:08.065185,2026-02-27T13:34:08.065186
STU-000071,CLS-00004,461-SCH-001,461,110617-1135,110617-XXXX,Alexander,Mortensen,M,2017-06-11,2024-08-07,Sarah Mortensen,+45 42 68 55 36,mortensenfamilie@email.dk,Engvej 82,4337,Ingen,True,2026-02-27T13:34:08.065201,2026-02-27T13:34:08.065202
STU-000072,CLS-00004,461-SCH-001,461,160617-2593,160617-XXXX,Noah,Hansen,M,2017-06-16,2024-08-06,Victoria Hansen,+45 80 31 66 94,hansenfamilie@email.dk,Ostrevej 38,1400,ADHD,True,2026-02-27T13:34:08.065216,2026-02-27T13:34:08.065217
STU-000073,CLS-00004,461-SCH-001,461,030617-9605,030617-XXXX,Rasmus,Kristensen,M,2017-06-03,2024-08-05,Josefine Kristensen,+45 51 91 28 85,kristensenfamilie@email.dk,Markvej 190,8659,Ingen,True,2026-02-27T13:34:08.065231,2026-02-27T13:34:08.065232
STU-000074,CLS-00004,461-SCH-001,461,170517-8136,170517-XXXX,Anna,Jakobsen,F,2017-05-17,2024-08-09,Victor Jakobsen,+45 50 74 77 44,jakobsenfamilie@email.dk,Kirkevej 83,9875,Ingen,True,2026-02-27T13:34:08.065245,2026-02-27T13:34:08.065246
STU-000075,CLS-00004,461-SCH-001,461,070417-6505,070417-XXXX,Simon,Mortensen,M,2017-04-07,2024-08-11,Simon Mortensen,+45 95 22 50 93,mortensenfamilie@email.dk,Engvej 170,1442,Ingen,True,2026-02-27T13:34:08.065260,2026-02-27T13:34:08.065261
STU-000076,CLS-00004,461-SCH-001,461,030317-4603,030317-XXXX,Simon,Madsen,M,2017-03-03,2024-08-15,Mads Madsen,+45 82 12 38 68,madsenfamilie@email.dk,Parkvej 94,6086,Ingen,True,2026-02-27T13:34:08.065275,2026-02-27T13:34:08.065275
STU-000077,CLS-00004,461-SCH-001,461,040517-4690,040517-XXXX,Laura,Kristensen,F,2017-05-04,2024-08-02,Line Kristensen,+45 75 68 69 68,kristensenfamilie@email.dk,Bakkevej 187,2973,Autisme,True,2026-02-27T13:34:08.065289,2026-02-27T13:34:08.065290
STU-000078,CLS-00004,461-SCH-001,461,200617-6441,200617-XXXX,William,Rasmussen,M,2017-06-20,2024-08-15,Maja Rasmussen,+45 59 55 39 58,rasmussenfamilie@email.dk,Markvej 130,4608,ADHD,True,2026-02-27T13:34:08.065305,2026-02-27T13:34:08.065305
STU-000079,CLS-00004,461-SCH-001,461,180717-6114,180717-XXXX,Maja,Jensen,F,2017-07-18,2024-08-03,Julie Jensen,+45 49 53 56 37,jensenfamilie@email.dk,Kirkevej 125,7349,ADHD,True,2026-02-27T13:34:08.065327,2026-02-27T13:34:08.065327
STU-000080,CLS-00004,461-SCH-001,461,191117-4365,191117-XXXX,Noah,Hansen,M,2017-11-19,2024-08-05,Mikkel Hansen,+45 78 42 61 61,hansenfamilie@email.dk,Bakkevej 67,4124,Autisme,True,2026-02-27T13:34:08.065341,2026-02-27T13:34:08.065342
STU-000081,CLS-00004,461-SCH-001,461,080417-9692,080417-XXXX,Marie,Olsen,F,2017-04-08,2024-08-12,Lucas Olsen,+45 60 29 55 74,olsenfamilie@email.dk,Vestrevej 157,5656,Autisme,True,2026-02-27T13:34:08.065356,2026-02-27T13:34:08.065357
STU-000082,CLS-00004,461-SCH-001,461,110217-8314,110217-XXXX,Sofia,Kristensen,F,2017-02-11,2024-08-02,Rasmus Kristensen,+45 32 62 31 64,kristensenfamilie@email.dk,Vestrevej 77,7985,Ingen,True,2026-02-27T13:34:08.065376,2026-02-27T13:34:08.065376
STU-000083,CLS-00005,461-SCH-001,461,030117-4715,030117-XXXX,Jonas,Moller,M,2017-01-03,2024-08-03,Josefine Moller,+45 56 38 87 80,mollerfamilie@email.dk,Strandvej 145,2715,Ingen,True,2026-02-27T13:34:08.065391,2026-02-27T13:34:08.065392
STU-000084,CLS-00005,461-SCH-001,461,100817-6949,100817-XXXX,Nikolaj,Johansen,M,2017-08-10,2024-08-15,Jonas Johansen,+45 37 53 68 37,johansenfamilie@email.dk,Strandvej 29,9055,Dysleksi,True,2026-02-27T13:34:08.065407,2026-02-27T13:34:08.065408
STU-000085,CLS-00005,461-SCH-001,461,111117-5245,111117-XXXX,Oliver,Nielsen,M,2017-11-11,2024-08-12,Ida Nielsen,+45 38 58 22 98,nielsenfamilie@email.dk,Slotvej 9,1735,Dysleksi,True,2026-02-27T13:34:08.065422,2026-02-27T13:34:08.065423
STU-000086,CLS-00005,461-SCH-001,461,201117-1644,201117-XXXX,Sarah,Olsen,F,2017-11-20,2024-08-04,Mads Olsen,+45 99 80 96 88,olsenfamilie@email.dk,Kirkevej 139,8857,Ingen,True,2026-02-27T13:34:08.065437,2026-02-27T13:34:08.065438
STU-000087,CLS-00005,461-SCH-001,461,040617-7757,040617-XXXX,Magnus,Johansen,M,2017-06-04,2024-08-03,Freja Johansen,+45 36 11 72 32,johansenfamilie@email.dk,Kirkevej 76,2260,Sprogvanskeligheder,True,2026-02-27T13:34:08.065451,2026-02-27T13:34:08.065452
STU-000088,CLS-00005,461-SCH-001,461,170817-5243,170817-XXXX,William,Jorgensen,M,2017-08-17,2024-08-14,Christian Jorgensen,+45 50 95 44 88,jorgensenfamilie@email.dk,Borgvej 26,6841,Motoriske vanskeligheder,True,2026-02-27T13:34:08.065467,2026-02-27T13:34:08.065467
STU-000089,CLS-00005,461-SCH-001,461,160217-2975,160217-XXXX,Lucas,Olsen,M,2017-02-16,2024-08-14,Ida Olsen,+45 45 76 24 13,olsenfamilie@email.dk,Sondrevej 20,4467,Ingen,True,2026-02-27T13:34:08.065485,2026-02-27T13:34:08.065486
STU-000090,CLS-00005,461-SCH-001,461,160317-1009,160317-XXXX,Kasper,Poulsen,M,2017-03-16,2024-08-07,Sarah Poulsen,+45 86 48 88 81,poulsenfamilie@email.dk,Strandvej 173,8299,Ingen,True,2026-02-27T13:34:08.065501,2026-02-27T13:34:08.065502
STU-000091,CLS-00005,461-SCH-001,461,050217-2244,050217-XXXX,Line,Lund,F,2017-02-05,2024-08-04,Camilla Lund,+45 95 87 13 89,lundfamilie@email.dk,Skovvej 2,6369,Ingen,True,2026-02-27T13:34:08.065516,2026-02-27T13:34:08.065517
STU-000092,CLS-00005,461-SCH-001,461,170317-6399,170317-XXXX,Mads,Mortensen,M,2017-03-17,2024-08-05,Mathias Mortensen,+45 75 98 32 24,mortensenfamilie@email.dk,Sondrevej 152,1679,Motoriske vanskeligheder,True,2026-02-27T13:34:08.065530,2026-02-27T13:34:08.065531
STU-000093,CLS-00005,461-SCH-001,461,010117-5104,010117-XXXX,Julie,Jorgensen,F,2017-01-01,2024-08-08,Emil Jorgensen,+45 39 41 71 89,jorgensenfamilie@email.dk,Skovvej 16,2229,Ingen,True,2026-02-27T13:34:08.065545,2026-02-27T13:34:08.065546
