budget_id,school_id,municipality_code,fiscal_year,category,budgeted_amount,spent_amount,currency,approved_date,approved_by,notes,created_at,updated_at
BUD-000019,101-SCH-002,101,2024,Administration,1708571.56,1622117.85,DKK,2024-01-15,Jonas Knudsen,,2026-02-27T13:34:07.955837,2026-02-27T13:34:07.955838
BUD-000020,101-SCH-002,101,2024,Rengoring,1330141.32,1132685.88,DKK,2024-01-15,Carl Pedersen,,2026-02-27T13:34:07.955840,2026-02-27T13:34:07.955841
BUD-000021,101-SCH-003,101,2024,Personale,13283641.55,12337265.21,DKK,2024-01-15,Frederik Eriksen,,2026-02-27T13:34:07.955844,2026-02-27T13:34:07.955844
BUD-000022,101-SCH-003,101,2024,Undervisningsmaterialer,2369497.55,2159929.05,DKK,2024-01-15,Jonas Moller,,2026-02-27T13:34:07.955847,2026-02-27T13:34:07.955847
BUD-000023,101-SCH-003,101,2024,IT_udstyr,1532062.31,1311142.55,DKK,2024-01-15,Mads Eriksen,,2026-02-27T13:34:07.955849,2026-02-27T13:34:07.955850
BUD-000024,101-SCH-003,101,2024,Bygningsvedligehold,844533.69,759191.68,DKK,2024-01-15,Oscar Sorensen,,2026-02-27T13:34:07.955852,2026-02-27T13:34:07.955853
BUD-000025,101-SCH-003,101,2024,Transport,1148102.12,900549.67,DKK,2024-01-15,Magnus Larsen,,2026-02-27T13:34:07.955855,2026-02-27T13:34:07.955855
BUD-000026,101-SCH-003,101,2024,Kantinedrift,866298.78,746720.45,DKK,2024-01-15,Magnus Jakobsen,,2026-02-27T13:34:07.955858,2026-02-27T13:34:07.955858
BUD-000027,101-SCH-003,101,2024,Specialundervisning,620353.69,577828.42,DKK,2024-01-15,Nikolaj Knudsen,,2026-02-27T13:34:07.955860,2026-02-27T13:34:07.955861
BUD-000028,101-SCH-003,101,2024,Fritidsaktiviteter,1144042.38,907778.81,DKK,2024-01-15,William Petersen,,2026-02-27T13:34:07.955863,2026-02-27T13:34:07.955864
BUD-000029,101-SCH-003,101,2024,Administration,710246.75,572419.7,DKK,2024-01-15,Noah Jorgensen,,2026-02-27T13:34:07.955866,2026-02-27T13:34:07.955867
BUD-000030,101-SCH-003,101,2024,Rengoring,1031840.34,822218.97,DKK,2024-01-15,Oscar Kristensen,,2026-02-27T13:34:07.955869,2026-02-27T13:34:07.955870
BUD-000031,101-SCH-004,101,2024,Personale,23675402.57,19029751.3,DKK,2024-01-15,Jonas Jakobsen,,2026-02-27T13:34:07.955872,2026-02-27T13:34:07.955873
BUD-000032,101-SCH-004,101,2024,Undervisningsmaterialer,3547352.53,2998893.74,DKK,2024-01-15,Mads Jensen,,2026-02-27T13:34:07.955875,2026-02-27T13:34:07.955876
BUD-000033,101-SCH-004,101,2024,IT_udstyr,3141299.3,2893219.63,DKK,2024-01-15,Magnus Lund,,2026-02-27T13:34:07.955878,2026-02-27T13:34:07.955879
BUD-000034,101-SCH-004,101,2024,Bygningsvedligehold,1075057.68,894350.98,DKK,2024-01-15,Mathias Eriksen,,2026-02-27T13:34:07.955881,2026-02-27T13:34:07.955881
BUD-000035,101-SCH-004,101,2024,Transport,1109705.14,952121.17,DKK,2024-01-15,Mads Madsen,,2026-02-27T13:34:07.955883,2026-02-27T13:34:07.955884
BUD-000036,101-SCH-004,101,2024,Kantinedrift,1630162.59,1264490.77,DKK,2024-01-15,William Thomsen,,2026-02-27T13:34:07.955886,2026-02-27T13:34:07.955887
BUD-000037,101-SCH-004,101,2024,Specialundervisning,1582432.79,1318367.51,DKK,2024-01-15,William Johansen,,2026-02-27T13:34:07.955889,2026-02-27T13:34:07.955890
BUD-000038,101-SCH-004,101,2024,Fritidsaktiviteter,1105611.66,886629.18,DKK,2024-01-15,Oscar Mortensen,,2026-02-27T13:34:07.955898,2026-02-27T13:34:07.955899
BUD-000039,101-SCH-004,101,2024,Administration,1859710.28,1549299.79,DKK,2024-01-15,Christian Poulsen,,2026-02-27T13:34:07.955902,2026-02-27T13:34:07.955903
BUD-000040,101-SCH-004,101,2024,Rengoring,1466892.39,1390607.14,DKK,2024-01-15,Mads Olsen,,2026-02-27T13:34:07.955905,2026-02-27T13:34:07.955906
BUD-000041,101-SCH-005,101,2024,Personale,19158732.31,17013699.53,DKK,2024-01-15,Mathias Poulsen,,2026-02-27T13:34:07.955908,2026-02-27T13:34:07.955909
BUD-000042,101-SCH-005,101,2024,Undervisningsmaterialer,3405516.5,3174454.03,DKK,2024-01-15,Simon Moller,,2026-02-27T13:34:07.955912,2026-02-27T13:34:07.955912
BUD-000043,101-SCH-005,101,2024,IT_udstyr,2076029.26,1837691.38,DKK,2024-01-15,Noah Sorensen,,2026-02-27T13:34:07.955914,2026-02-27T13:34:07.955915
BUD-000044,101-SCH-005,101,2024,Bygningsvedligehold,1229624.05,1102616.16,DKK,2024-01-15,Mathias Jensen,,2026-02-27T13:34:07.955917,2026-02-27T13:34:07.955918
BUD-000045,101-SCH-005,101,2024,Transport,833103.57,727524.95,DKK,2024-01-15,Sebastian Thomsen,,2026-02-27T13:34:07.955920,2026-02-27T13:34:07.955921
BUD-000046,101-SCH-005,101,2024,Kantinedrift,728333.91,659317.29,DKK,2024-01-15,Mathias Petersen,,2026-02-27T13:34:07.955923,2026-02-27T13:34:07.955924
BUD-000047,101-SCH-005,101,2024,Specialundervisning,926475.17,805008.73,DKK,2024-01-15,Simon Moller,,2026-02-27T13:34:07.955925,2026-02-27T13:34:07.955926
BUD-000048,101-SCH-005,101,2024,Fritidsaktiviteter,1135858.94,883447.51,DKK,2024-01-15,Jakob Poulsen,,2026-02-27T13:34:07.955928,2026-02-27T13:34:07.955929
BUD-000049,101-SCH-005,101,2024,Administration,965419.54,730404.23,DKK,2024-01-15,Emil Berg,,2026-02-27T13:34:07.955931,2026-02-27T13:34:07.955932
BUD-000050,101-SCH-005,101,2024,Rengoring,1170694.95,881881.97,DKK,2024-01-15,Victor Jorgensen,,2026-02-27T13:34:07.955934,2026-02-27T13:34:07.955934
BUD-000051,101-SCH-006,101,2024,Personale,22861816.6,20287628.81,DKK,2024-01-15,Oscar Madsen,,2026-02-27T13:34:07.955937,2026-02-27T13:34:07.955938
BUD-000052,101-SCH-006,101,2024,Undervisningsmaterialer,3492779.88,3079606.17,DKK,2024-01-15,Emil Jakobsen,,2026-02-27T13:34:07.955940,2026-02-27T13:34:07.955940
BUD-000053,101-SCH-006,101,2024,IT_udstyr,2090061.09,1580626.0,DKK,2024-01-15,Mikkel Kristensen,,2026-02-27T13:34:07.955943,2026-02-27T13:34:07.955943
BUD-000054,101-SCH-006,101,2024,Bygningsvedligehold,1243964.77,1167812.0,DKK,2024-01-15,Simon Larsen,,2026-02-27T13:34:07.955950,2026-02-27T13:34:07.955951
BUD-000055,101-SCH-006,101,2024,Transport,1875582.84,1412173.75,DKK,2024-01-15,Frederik Rasmussen,,2026-02-27T13:34:07.955953,2026-02-27T13:34:07.955954
BUD-000056,101-SCH-006,101,2024,Kantinedrift,1415606.98,1170003.82,DKK,2024-01-15,Kasper Poulsen,,2026-02-27T13:34:07.955956,2026-02-27T13:34:07.955957
BUD-000057,101-SCH-006,101,2024,Specialundervisning,1348724.63,1063714.08,DKK,2024-01-15,Jonas Hansen,,2026-02-27T13:34:07.955959,2026-02-27T13:34:07.955959
BUD-000058,101-SCH-006,101,2024,Fritidsaktiviteter,801250.02,722840.51,DKK,2024-01-15,Noah Larsen,,2026-02-27T13:34:07.955961,2026-02-27T13:34:07.955962
BUD-000059,101-SCH-006,101,2024,Administration,1701435.1,1497807.63,DKK,2024-01-15,Mads Sorensen,,2026-02-27T13:34:07.955968,2026-02-27T13:34:07.955968
BUD-000060,101-SCH-006,101,2024,Rengoring,1322484.81,1013790.33,DKK,2024-01-15,Oliver Lund,,2026-02-27T13:34:07.955970,2026-02-27T13:34:07.955971
BUD-000061,101-SCH-007,101,2024,Personale,13456459.63,10984278.21,DKK,2024-01-15,Kasper Mortensen,,2026-02-27T13:34:07.955974,2026-02-27T13:34:07.955974
BUD-000062,101-SCH-007,101,2024,Undervisningsmaterialer,2010285.21,1717291.97,DKK,2024-01-15,Christian Larsen,,2026-02-27T13:34:07.955976,2026-02-27T13:34:07.955977
BUD-000063,101-SCH-007,101,2024,IT_udstyr,1168415.66,1099149.81,DKK,2024-01-15,Simon Poulsen,,2026-02-27T13:34:07.955979,2026-02-27T13:34:07.955980
BUD-000064,101-SCH-007,101,2024,Bygningsvedligehold,892193.65,768347.02,DKK,2024-01-15,Kasper Moller,,2026-02-27T13:34:07.955982,2026-02-27T13:34:07.955983
BUD-000065,101-SCH-007,101,2024,Transport,595281.71,558295.07,DKK,2024-01-15,William Pedersen,,2026-02-27T13:34:07.955985,2026-02-27T13:34:07.955986
BUD-000066,101-SCH-007,101,2024,Kantinedrift,687952.47,518126.61,DKK,2024-01-15,Lucas Larsen,,2026-02-27T13:34:07.955994,2026-02-27T13:34:07.955994
BUD-000067,101-SCH-007,101,2024,Specialundervisning,468418.34,391857.44,DKK,2024-01-15,Magnus Petersen,,2026-02-27T13:34:07.955996,2026-02-27T13:34:07.955997
BUD-000068,101-SCH-007,101,2024,Fritidsaktiviteter,609992.3,535754.09,DKK,2024-01-15,Sebastian Eriksen,,2026-02-27T13:34:07.955999,2026-02-27T13:34:07.956000
BUD-000069,101-SCH-007,101,2024,Administration,442857.08,351614.32,DKK,2024-01-15,Oliver Nielsen,,2026-02-27T13:34:07.956002,2026-02-27T13:34:07.956002
BUD-000070,101-SCH-007,101,2024,Rengoring,746032.52,602075.55,DKK,2024-01-15,Lucas Knudsen,,2026-02-27T13:34:07.956004,2026-02-27T13:34:07.956005
BUD-000071,101-SCH-008,101,2024,Personale,12999624.83,10149441.74,DKK,2024-01-15,Noah Lund,,2026-02-27T13:34:07.956008,2026-02-27T13:34:07.956008
BUD-000072,101-SCH-008,101,2024,Undervisningsmaterialer,1854585.66,1638783.89,DKK,2024-01-15,Sebastian Jensen,,2026-02-27T13:34:07.956010,2026-02-27T13:34:07.956011
BUD-000073,101-SCH-008,101,2024,IT_udstyr,1559404.87,1377866.13,DKK,2024-01-15,Simon Berg,,2026-02-27T13:34:07.956013,2026-02-27T13:34:07.956014
BUD-000074,101-SCH-008,101,2024,Bygningsvedligehold,571162.65,523128.44,DKK,2024-01-15,Tobias Moller,,2026-02-27T13:34:07.956016,2026-02-27T13:34:07.956016
BUD-000075,101-SCH-008,101,2024,Transport,631700.19,545936.32,DKK,2024-01-15,Lucas Kristensen,,2026-02-27T13:34:07.956018,2026-02-27T13:34:07.956019
BUD-000076,101-SCH-008,101,2024,Kantinedrift,741138.88,614372.04,DKK,2024-01-15,Oscar Kristensen,,2026-02-27T13:34:07.956021,2026-02-27T13:34:07.956022
BUD-000077,101-SCH-008,101,2024,Specialundervisning,420654.39,374331.28,DKK,2024-01-15,Frederik Andersen,,2026-02-27T13:34:07.956024,2026-02-27T13:34:07.956025
BUD-000078,101-SCH-008,101,2024,Fritidsaktiviteter,468529.66,359926.29,DKK,2024-01-15,Sebastian Larsen,,2026-02-27T13:34:07.956034,2026-02-27T13:34:07.956035
BUD-000079,101-SCH-008,101,2024,Administration,906741.51,800110.09,DKK,2024-01-15,Jakob Nielsen,,2026-02-27T13:34:07.956037,2026-02-27T13:34:07.956038
BUD-000080,101-SCH-008,101,2024,Rengoring,488143.05,372583.21,DKK,2024-01-15,Sebastian Petersen,,2026-02-27T13:34:07.956040,2026-02-27T13:34:07.956041
BUD-000081,101-SCH-009,101,2024,Personale,17936109.42,13979287.85,DKK,2024-01-15,Kasper Jakobsen,,2026-02-27T13:34:07.956043,2026-02-27T13:34:07.956044
BUD-000082,101-SCH-009,101,2024,Undervisningsmaterialer,3125019.53,2956071.32,DKK,2024-01-15,Carl Kristensen,,2026-02-27T13:34:07.956046,2026-02-27T13:34:07.956047
BUD-000083,101-SCH-009,101,2024,IT_udstyr,2060036.25,1609695.03,DKK,2024-01-15,Oliver Poulsen,,2026-02-27T13:34:07.956049,2026-02-27T13:34:07.956049
BUD-000084,101-SCH-009,101,2024,Bygningsvedligehold,1185625.53,900878.04,DKK,2024-01-15,Kasper Thomsen,,2026-02-27T13:34:07.956051,2026-02-27T13:34:07.956052
BUD-000085,101-SCH-009,101,2024,Transport,1352109.61,1168267.72,DKK,2024-01-15,Magnus Andersen,,2026-02-27T13:34:07.956054,2026-02-27T13:34:07.956055
BUD-000086,101-SCH-009,101,2024,Kantinedrift,898031.75,804533.99,DKK,2024-01-15,Christian Poulsen,,2026-02-27T13:34:07.956057,2026-02-27T13:34:07.956058
BUD-000087,101-SCH-009,101,2024,Specialundervisning,690434.76,518332.52,DKK,2024-01-15,Mads Mortensen,,2026-02-27T13:34:07.956060,2026-02-27T13:34:07.956060
BUD-000088,101-SCH-009,101,2024,Fritidsaktiviteter,578741.43,515150.98,DKK,2024-01-15,Mikkel Mortensen,,2026-02-27T13:34:07.956062,2026-02-27T13:34:07.956063
BUD-000089,101-SCH-009,101,2024,Administration,835325.48,673765.96,DKK,2024-01-15,Oliver Mortensen,,2026-02-27T13:34:07.956065,2026-02-27T13:34:07.956066
BUD-000090,101-SCH-009,101,2024,Rengoring,1018382.85,907112.99,DKK,2024-01-15,Nikolaj Jensen,,2026-02-27T13:34:07.956068,2026-02-27T13:34:07.956068
BUD-000091,101-SCH-010,101,2024,Personale,22325081.46,21071507.1,DKK,2024-01-15,William Christensen,,2026-02-27T13:34:07.956071,2026-02-27T13:34:07.956072
BUD-000092,101-SCH-010,101,2024,Undervisningsmaterialer,3140698.23,2877102.72,DKK,2024-01-15,Rasmus Andersen,,2026-02-27T13:34:07.956074,2026-02-27T13:34:07.956075
BUD-000093,101-SCH-010,101,2024,IT_udstyr,2843062.02,2203656.9,DKK,2024-01-15,Mathias Mortensen,,2026-02-27T13:34:07.956077,2026-02-27T13:34:07.956077
BUD-000094,101-SCH-010,101,2024,Bygningsvedligehold,1338871.48,1006157.85,DKK,2024-01-15,Jonas Madsen,,2026-02-27T13:34:07.956080,2026-02-27T13:34:07.956080
BUD-000095,101-SCH-010,101,2024,Transport,1744922.43,1459617.34,DKK,2024-01-15,Emil Christensen,,2026-02-27T13:34:07.956082,2026-02-27T13:34:07.956083
BUD-000096,101-SCH-010,101,2024,Kantinedrift,1270938.42,1117177.94,DKK,2024-01-15,Emil Kristensen,,2026-02-27T13:34:07.956085,2026-02-27T13:34:07.956092
BUD-000097,101-SCH-010,101,2024,Specialundervisning,1166427.97,956791.62,DKK,2024-01-15,Jonas Knudsen,,2026-02-27T13:34:07.956094,2026-02-27T13:34:07.956095
BUD-000098,101-SCH-010,101,2024,Fritidsaktiviteter,786325.63,681151.24,DKK,2024-01-15,Victor Hansen,,2026-02-27T13:34:07.956097,2026-02-27T13:34:07.956098
BUD-000099,101-SCH-010,101,2024,Administration,1806454.91,1714709.08,DKK,2024-01-15,Mikkel Petersen,,2026-02-27T13:34:07.956100,2026-02-27T13:34:07.956100
BUD-000100,101-SCH-010,101,2024,Rengoring,761688.75,660205.45,DKK,2024-01-15,William Madsen,,2026-02-27T13:34:07.956102,2026-02-27T13:34:07.956103
BUD-000101,101-SCH-011,101,2024,Personale,7211815.22,6270191.89,DKK,2024-01-15,Kasper Jorgensen,,2026-02-27T13:34:07.956105,2026-02-27T13:34:07.956106
BUD-000102,101-SCH-011,101,2024,Undervisningsmaterialer,1131005.03,1073069.98,DKK,2024-01-15,Christian Hansen,,2026-02-27T13:34:07.956108,2026-02-27T13:34:07.956109
BUD-000103,101-SCH-011,101,2024,IT_udstyr,938100.13,871511.64,DKK,2024-01-15,Oliver Mortensen,,2026-02-27T13:34:07.956111,2026-02-27T13:34:07.956112
BUD-000104,101-SCH-011,101,2024,Bygningsvedligehold,247062.84,230076.63,DKK,2024-01-15,Frederik Mortensen,,2026-02-27T13:34:07.956114,2026-02-27T13:34:07.956115
BUD-000105,101-SCH-011,101,2024,Transport,546022.12,467973.82,DKK,2024-01-15,Mads Mortensen,,2026-02-27T13:34:07.956117,2026-02-27T13:34:07.956117
BUD-000106,101-SCH-011,101,2024,Kantinedrift,462444.1,384576.08,DKK,2024-01-15,Mathias Olsen,,2026-02-27T13:34:07.956119,2026-02-27T13:34:07.956120
BUD-000107,101-SCH-011,101,2024,Specialundervisning,238084.53,181274.03,DKK,2024-01-15,Kasper Petersen,,2026-02-27T13:34:07.956122,2026-02-27T13:34:07.956123
BUD-000108,101-SCH-011,101,2024,Fritidsaktiviteter,411370.26,320924.36,DKK,2024-01-15,Christian Petersen,,2026-02-27T13:34:07.956125,2026-02-27T13:34:07.956126
BUD-000109,101-SCH-011,101,2024,Administration,504803.91,414908.14,DKK,2024-01-15,Mathias Madsen,,2026-02-27T13:34:07.956127,2026-02-27T13:34:07.956128
BUD-000110,101-SCH-011,101,2024,Rengoring,438483.87,333162.43,DKK,2024-01-15,Simon Pedersen,,2026-02-27T13:34:07.956130,2026-02-27T13:34:07.956131
BUD-000111,101-SCH-012,101,2024,Personale,11438185.93,8732977.78,DKK,2024-01-15,Rasmus Larsen,,2026-02-27T13:34:07.956134,2026-02-27T13:34:07.956135
BUD-000112,101-SCH-012,101,2024,Undervisningsmaterialer,1734804.81,1633329.11,DKK,2024-01-15,Magnus Kristensen,,2026-02-27T13:34:07.956137,2026-02-27T13:34:07.956137
BUD-000113,101-SCH-012,101,2024,IT_udstyr,1339675.32,1137090.4,DKK,2024-01-15,Carl Madsen,,2026-02-27T13:34:07.956139,2026-02-27T13:34:07.956140
BUD-000114,101-SCH-012,101,2024,Bygningsvedligehold,474177.08,424077.34,DKK,2024-01-15,Jonas Mortensen,,2026-02-27T13:34:07.956142,2026-02-27T13:34:07.956143
BUD-000115,101-SCH-012,101,2024,Transport,528715.61,460023.03,DKK,2024-01-15,Mads Nielsen,,2026-02-27T13:34:07.956145,2026-02-27T13:34:07.956146
BUD-000116,101-SCH-012,101,2024,Kantinedrift,464584.69,383567.48,DKK,2024-01-15,Nikolaj Andersen,,2026-02-27T13:34:07.956148,2026-02-27T13:34:07.956148
BUD-000117,101-SCH-012,101,2024,Specialundervisning,569806.17,508404.49,DKK,2024-01-15,Mathias Johansen,,2026-02-27T13:34:07.956150,2026-02-27T13:34:07.956151
BUD-000118,101-SCH-012,101,2024,Fritidsaktiviteter,618598.85,581420.78,DKK,2024-01-15,Mikkel Hansen,,2026-02-27T13:34:07.956154,2026-02-27T13:34:07.956155
BUD-000119,101-SCH-012,101,2024,Administration,520500.08,393449.13,DKK,2024-01-15,Mikkel Moller,,2026-02-27T13:34:07.956157,2026-02-27T13:34:07.956158
BUD-000120,101-SCH-012,101,2024,Rengoring,527309.18,465303.79,DKK,2024-01-15,Oliver Pedersen,,2026-02-27T13:34:07.956160,2026-02-27T13:34:07.956160
BUD-000001,751-SCH-001,751,2024,Personale,8507490.14,6989752.73,DKK,2024-01-15,Noah Petersen,,2026-02-27T13:34:08.046817,2026-02-27T13:34:08.046820
BUD-000002,751-SCH-001,751,2024,Undervisningsmaterialer,1417542.66,1230049.81,DKK,2024-01-15,Magnus Christensen,,2026-02-27T13:34:08.046823,2026-02-27T13:34:08.046824
BUD-000003,751-SCH-001,751,2024,IT_udstyr,869517.3,674679.19,DKK,2024-01-15,Lucas Sorensen,,2026-02-27T13:34:08.046826,2026-02-27T13:34:08.046827
BUD-000004,751-SCH-001,751,2024,Bygningsvedligehold,309636.05,253150.01,DKK,2024-01-15,Jakob Rasmussen,,2026-02-27T13:34:08.046829,2026-02-27T13:34:08.046830
BUD-000005,751-SCH-001,751,2024,Transport,485787.42,452873.97,DKK,2024-01-15,Carl Johansen,,2026-02-27T13:34:08.046832,2026-02-27T13:34:08.046833
BUD-000006,751-SCH-001,751,2024,Kantinedrift,375539.83,311978.49,DKK,2024-01-15,Magnus Larsen,,2026-02-27T13:34:08.046835,2026-02-27T13:34:08.046836
BUD-000007,751-SCH-001,751,2024,Specialundervisning,556992.73,480343.45,DKK,2024-01-15,Jonas Madsen,,2026-02-27T13:34:08.046838,2026-02-27T13:34:08.046839
BUD-000008,751-SCH-001,751,2024,Fritidsaktiviteter,519995.12,441955.97,DKK,2024-01-15,Simon Lund,,2026-02-27T13:34:08.046841,2026-02-27T13:34:08.046842
BUD-000009,751-SCH-001,751,2024,Administration,357409.72,305496.12,DKK,2024-01-15,Victor Johansen,,2026-02-27T13:34:08.046844,2026-02-27T13:34:08.046844
BUD-000010,751-SCH-001,751,2024,Rengoring,602586.3,515612.1,DKK,2024-01-15,Kasper Pedersen,,2026-02-27T13:34:08.046846,2026-02-27T13:34:08.046847
BUD-000011,751-SCH-002,751,2024,Personale,12482283.39,10587101.35,DKK,2024-01-15,Noah Knudsen,,2026-02-27T13:34:08.046850,2026-02-27T13:34:08.046851
BUD-000012,751-SCH-002,751,2024,Undervisningsmaterialer,2254633.33,1731942.27,DKK,2024-01-15,Noah Mortensen,,2026-02-27T13:34:08.046853,2026-02-27T13:34:08.046853
BUD-000013,751-SCH-002,751,2024,IT_udstyr,1084464.06,1009800.39,DKK,2024-01-15,Carl Jorgensen,,2026-02-27T13:34:08.046856,2026-02-27T13:34:08.046856
BUD-000014,751-SCH-002,751,2024,Bygningsvedligehold,660576.67,528279.28,DKK,2024-01-15,Mikkel Nielsen,,2026-02-27T13:34:08.046858,2026-02-27T13:34:08.046859
BUD-000015,751-SCH-002,751,2024,Transport,931784.1,766988.92,DKK,2024-01-15,Kasper Petersen,,2026-02-27T13:34:08.046861,2026-02-27T13:34:08.046862
BUD-000016,751-SCH-002,751,2024,Kantinedrift,852949.56,764720.47,DKK,2024-01-15,Nikolaj Nielsen,,2026-02-27T13:34:08.046864,2026-02-27T13:34:08.046865
BUD-000017,751-SCH-002,751,2024,Specialundervisning,790036.29,619507.02,DKK,2024-01-15,Jonas Christensen,,2026-02-27T13:34:08.046867,2026-02-27T13:34:08.046867
BUD-000018,751-SCH-002,751,2024,Fritidsaktiviteter,934088.59,772128.37,DKK,2024-01-15,Mikkel Jorgensen,,2026-02-27T13:34:08.046869,2026-02-27T13:34:08.046870
BUD-000019,751-SCH-002,751,2024,Administration,551741.42,436666.73,DKK,2024-01-15,Jakob Hansen,,2026-02-27T13:34:08.046872,2026-02-27T13:34:08.046873
BUD-000020,751-SCH-002,751,2024,Rengoring,875736.83,820004.91,DKK,2024-01-15,Oscar Pedersen,,2026-02-27T13:34:08.046875,2026-02-27T13:34:08.046875
BUD-000021,751-SCH-003,751,2024,Personale,15032505.54,12121330.18,DKK,2024-01-15,Jonas Lund,,2026-02-27T13:34:08.046878,2026-02-27T13:34:08.046878
BUD-000022,751-SCH-003,751,2024,Undervisningsmaterialer,2914476.77,2378282.83,DKK,2024-01-15,Mikkel Mortensen,,2026-02-27T13:34:08.046880,2026-02-27T13:34:08.046881
BUD-000023,751-SCH-003,751,2024,IT_udstyr,1356551.85,1226156.17,DKK,2024-01-15,Kasper Jakobsen,,2026-02-27T13:34:08.046883,2026-02-27T13:34:08.046884
BUD-000024,751-SCH-003,751,2024,Bygningsvedligehold,816091.65,761504.02,DKK,2024-01-15,Frederik Christensen,,2026-02-27T13:34:08.046886,2026-02-27T13:34:08.046886
BUD-000025,751-SCH-003,751,2024,Transport,1145898.22,954860.54,DKK,2024-01-15,Christian Moller,,2026-02-27T13:34:08.046888,2026-02-27T13:34:08.046889
BUD-000026,751-SCH-003,751,2024,Kantinedrift,571175.62,540688.45,DKK,2024-01-15,Magnus Eriksen,,2026-02-27T13:34:08.046891,2026-02-27T13:34:08.046892
BUD-000027,751-SCH-003,751,2024,Specialundervisning,641402.65,504389.13,DKK,2024-01-15,Jakob Knudsen,,2026-02-27T13:34:08.046894,2026-02-27T13:34:08.046894
BUD-000028,751-SCH-003,751,2024,Fritidsaktiviteter,521727.54,412682.59,DKK,2024-01-15,Emil Knudsen,,2026-02-27T13:34:08.046896,2026-02-27T13:34:08.046897
BUD-000029,751-SCH-003,751,2024,Administration,551333.02,438633.18,DKK,2024-01-15,Simon Larsen,,2026-02-27T13:34:08.046899,2026-02-27T13:34:08.046900
BUD-000030,751-SCH-003,751,2024,Rengoring,1246278.06,1020066.41,DKK,2024-01-15,Mikkel Berg,,2026-02-27T13:34:08.046902,2026-02-27T13:34:08.046903
BUD-000031,751-SCH-004,751,2024,Personale,16374057.02,15436387.54,DKK,2024-01-15,Oliver Mortensen,,2026-02-27T13:34:08.046905,2026-02-27T13:34:08.046906
