wellness_id,student_id,school_id,municipality_code,assessment_date,academic_wellbeing_score,social_wellbeing_score,physical_wellbeing_score,overall_satisfaction,bullying_experienced,support_needed,counselor_notes,assessed_by,created_at
WEL-000062,STU-002555,751-SCH-007,751,2024-09-13,7,6,2,4,True,False,Kontakt til foraeldere,Ida Mortensen,2026-02-27T13:34:08.049230
WEL-000063,STU-000806,751-SCH-003,751,2024-12-08,8,9,9,4,False,False,Folger op,Alma Rasmussen,2026-02-27T13:34:08.049234
WEL-000064,STU-002056,751-SCH-005,751,2024-11-05,10,2,10,7,False,False,Samtale planlagt,Sofie Sorensen,2026-02-27T13:34:08.049238
WEL-000065,STU-000639,751-SCH-002,751,2024-11-27,8,7,3,8,False,True,Samtale planlagt,Sofie Mortensen,2026-02-27T13:34:08.049243
WEL-000066,STU-000007,751-SCH-001,751,2024-11-25,1,9,8,10,True,False,,Mathilde Larsen,2026-02-27T13:34:08.049247
WEL-000067,STU-001597,751-SCH-004,751,2024-12-03,6,10,10,9,False,True,Kontakt til foraeldere,Maja Lund,2026-02-27T13:34:08.049252
WEL-000068,STU-003188,751-SCH-008,751,2024-12-14,9,6,1,3,False,True,Kontakt til foraeldere,Camilla Jakobsen,2026-02-27T13:34:08.049256
WEL-000069,STU-003038,751-SCH-008,751,2024-10-19,1,3,6,2,False,False,Samtale planlagt,Isabella Lund,2026-02-27T13:34:08.049260
WEL-000070,STU-001633,751-SCH-004,751,2024-11-20,6,4,2,7,False,False,,Nanna Lund,2026-02-27T13:34:08.049264
WEL-000071,STU-001583,751-SCH-004,751,2024-12-16,9,6,5,7,False,False,Samtale planlagt,Clara Hansen,2026-02-27T13:34:08.049268
WEL-000072,STU-000821,751-SCH-003,751,2024-10-09,4,7,4,10,False,False,,Clara Christensen,2026-02-27T13:34:08.049275
WEL-000073,STU-002262,751-SCH-006,751,2024-11-16,2,2,9,1,False,False,Kontakt til foraeldere,Josefine Jakobsen,2026-02-27T13:34:08.049279
WEL-000074,STU-001267,751-SCH-004,751,2024-09-28,4,8,1,1,False,False,Folger op,Katrine Jakobsen,2026-02-27T13:34:08.049283
WEL-000075,STU-001987,751-SCH-005,751,2024-11-01,3,5,9,4,False,False,Kontakt til foraeldere,Laura Sorensen,2026-02-27T13:34:08.049289
WEL-000076,STU-002481,751-SCH-007,751,2024-10-19,4,5,2,4,False,True,Ingen bekymringer,Sofia Knudsen,2026-02-27T13:34:08.049294
WEL-000077,STU-002165,751-SCH-006,751,2024-10-02,7,1,7,8,False,False,,Katrine Jorgensen,2026-02-27T13:34:08.049298
WEL-000078,STU-001298,751-SCH-004,751,2024-12-26,8,2,3,8,False,True,Kontakt til foraeldere,Emilie Rasmussen,2026-02-27T13:34:08.049303
WEL-000079,STU-000946,751-SCH-003,751,2024-09-10,9,3,4,4,False,False,Ingen bekymringer,Camilla Hansen,2026-02-27T13:34:08.049307
WEL-000080,STU-002669,751-SCH-007,751,2024-09-18,3,1,7,9,False,False,Folger op,Josefine Rasmussen,2026-02-27T13:34:08.049312
WEL-000081,STU-002558,751-SCH-007,751,2024-11-04,10,1,5,5,False,False,Samtale planlagt,Laura Madsen,2026-02-27T13:34:08.049316
WEL-000082,STU-001072,751-SCH-003,751,2024-09-26,8,5,9,3,False,False,Henvisning til PPR,Julie Eriksen,2026-02-27T13:34:08.049324
WEL-000083,STU-002635,751-SCH-007,751,2024-12-05,3,8,7,9,False,True,Henvisning til PPR,Laura Jensen,2026-02-27T13:34:08.049328
WEL-000084,STU-002058,751-SCH-005,751,2024-11-05,4,10,3,6,False,False,Samtale planlagt,Isabella Hansen,2026-02-27T13:34:08.049332
WEL-000085,STU-002012,751-SCH-005,751,2024-09-13,4,1,7,10,False,False,Kontakt til foraeldere,Freja Petersen,2026-02-27T13:34:08.049336
WEL-000086,STU-002777,751-SCH-007,751,2024-12-15,8,2,1,9,False,False,Kontakt til foraeldere,Sarah Berg,2026-02-27T13:34:08.049340
WEL-000087,STU-001192,751-SCH-004,751,2024-11-07,8,8,6,8,False,False,Folger op,Emilie Eriksen,2026-02-27T13:34:08.049345
WEL-000088,STU-001818,751-SCH-005,751,2024-11-23,8,7,4,6,False,False,Folger op,Victoria Lund,2026-02-27T13:34:08.049349
WEL-000089,STU-001833,751-SCH-005,751,2024-11-02,6,6,4,10,False,True,,Ida Mortensen,2026-02-27T13:34:08.049353
WEL-000090,STU-001500,751-SCH-004,751,2024-09-12,9,8,6,8,False,False,Samtale planlagt,Freja Eriksen,2026-02-27T13:34:08.049357
WEL-000091,STU-002827,751-SCH-008,751,2024-12-11,8,10,5,9,False,False,Ingen bekymringer,Anna Jakobsen,2026-02-27T13:34:08.049361
WEL-000092,STU-002247,751-SCH-006,751,2024-10-12,3,1,7,3,False,False,Folger op,Emilie Madsen,2026-02-27T13:34:08.049366
WEL-000093,STU-000893,751-SCH-003,751,2024-11-19,10,7,5,9,False,False,Kontakt til foraeldere,Clara Knudsen,2026-02-27T13:34:08.049370
WEL-000094,STU-003134,751-SCH-008,751,2024-11-22,8,6,7,5,False,False,,Emma Petersen,2026-02-27T13:34:08.049374
WEL-000095,STU-001076,751-SCH-003,751,2024-09-17,8,7,7,5,False,False,,Victoria Kristensen,2026-02-27T13:34:08.049378
WEL-000096,STU-000144,751-SCH-001,751,2024-10-23,5,4,5,4,False,False,Kontakt til foraeldere,Marie Mortensen,2026-02-27T13:34:08.049382
WEL-000097,STU-000744,751-SCH-002,751,2024-10-13,2,10,5,9,False,False,Ingen bekymringer,Nanna Sorensen,2026-02-27T13:34:08.049386
WEL-000098,STU-002755,751-SCH-007,751,2024-09-26,5,3,3,10,False,False,,Marie Jakobsen,2026-02-27T13:34:08.049390
WEL-000099,STU-002130,751-SCH-006,751,2024-10-10,9,10,4,6,False,False,Henvisning til PPR,Marie Andersen,2026-02-27T13:34:08.049394
WEL-000100,STU-002344,751-SCH-006,751,2024-11-06,7,2,5,5,False,True,,Julie Andersen,2026-02-27T13:34:08.049398
WEL-000101,STU-002821,751-SCH-007,751,2024-12-28,9,10,6,4,False,False,Samtale planlagt,Emilie Larsen,2026-02-27T13:34:08.049402
WEL-000102,STU-002871,751-SCH-008,751,2024-09-04,3,4,3,2,False,False,Samtale planlagt,Sarah Pedersen,2026-02-27T13:34:08.049406
WEL-000103,STU-001411,751-SCH-004,751,2024-12-01,9,7,2,1,False,False,,Anna Jensen,2026-02-27T13:34:08.049411
WEL-000104,STU-002729,751-SCH-007,751,2024-12-04,6,4,6,4,False,False,Folger op,Katrine Lund,2026-02-27T13:34:08.049415
WEL-000105,STU-002160,751-SCH-006,751,2024-09-23,8,9,2,4,False,False,Henvisning til PPR,Anna Moller,2026-02-27T13:34:08.049419
WEL-000106,STU-001933,751-SCH-005,751,2024-12-24,9,5,6,3,False,False,Henvisning til PPR,Anna Pedersen,2026-02-27T13:34:08.049423
WEL-000107,STU-001558,751-SCH-004,751,2024-09-12,10,6,6,6,False,False,,Camilla Johansen,2026-02-27T13:34:08.049427
WEL-000108,STU-000908,751-SCH-003,751,2024-11-20,2,7,3,7,False,True,Samtale planlagt,Marie Mortensen,2026-02-27T13:34:08.049431
WEL-000109,STU-000609,751-SCH-002,751,2024-12-08,8,1,4,8,False,False,,Laura Jorgensen,2026-02-27T13:34:08.049435
WEL-000110,STU-002420,751-SCH-006,751,2024-12-23,4,3,5,9,False,False,,Julie Christensen,2026-02-27T13:34:08.049439
WEL-000111,STU-000479,751-SCH-002,751,2024-11-03,7,5,1,2,False,False,Ingen bekymringer,Alma Madsen,2026-02-27T13:34:08.049443
WEL-000112,STU-001752,751-SCH-005,751,2024-10-23,9,5,7,2,False,True,Folger op,Nanna Olsen,2026-02-27T13:34:08.049447
WEL-000113,STU-003041,751-SCH-008,751,2024-09-09,4,3,1,9,False,False,Ingen bekymringer,Maja Madsen,2026-02-27T13:34:08.049451
WEL-000114,STU-002894,751-SCH-008,751,2024-12-10,3,7,9,3,False,False,Ingen bekymringer,Marie Jorgensen,2026-02-27T13:34:08.049455
WEL-000115,STU-001385,751-SCH-004,751,2024-10-16,4,2,3,5,True,False,,Sofie Berg,2026-02-27T13:34:08.049461
WEL-000116,STU-002738,751-SCH-007,751,2024-10-22,9,2,10,3,False,False,Kontakt til foraeldere,Anna Knudsen,2026-02-27T13:34:08.049465
WEL-000117,STU-000690,751-SCH-002,751,2024-10-12,3,10,1,2,False,False,Henvisning til PPR,Camilla Christensen,2026-02-27T13:34:08.049469
WEL-000118,STU-001491,751-SCH-004,751,2024-12-13,4,9,10,2,False,True,Henvisning til PPR,Camilla Olsen,2026-02-27T13:34:08.049473
WEL-000119,STU-001751,751-SCH-005,751,2024-11-11,8,3,4,9,False,False,Folger op,Mathilde Christensen,2026-02-27T13:34:08.049477
WEL-000120,STU-000978,751-SCH-003,751,2024-11-13,2,10,7,10,False,True,Henvisning til PPR,Line Olsen,2026-02-27T13:34:08.049481
WEL-000121,STU-000136,751-SCH-001,751,2024-09-13,10,5,7,10,True,True,Samtale planlagt,Josefine Petersen,2026-02-27T13:34:08.049485
WEL-000122,STU-003206,751-SCH-008,751,2024-12-05,2,4,3,9,False,False,Samtale planlagt,Josefine Mortensen,2026-02-27T13:34:08.049489
WEL-000123,STU-001243,751-SCH-004,751,2024-12-18,10,1,9,1,False,False,Samtale planlagt,Marie Christensen,2026-02-27T13:34:08.049493
WEL-000124,STU-000373,751-SCH-002,751,2024-10-06,2,1,2,10,False,False,Ingen bekymringer,Line Jensen,2026-02-27T13:34:08.049497
WEL-000125,STU-002047,751-SCH-005,751,2024-09-02,1,2,3,5,False,False,Samtale planlagt,Caroline Rasmussen,2026-02-27T13:34:08.049501
WEL-000126,STU-000449,751-SCH-002,751,2024-09-28,2,2,4,2,False,False,Ingen bekymringer,Alma Petersen,2026-02-27T13:34:08.049505
WEL-000127,STU-001988,751-SCH-005,751,2024-10-13,6,1,9,8,False,False,Folger op,Clara Lund,2026-02-27T13:34:08.049509
WEL-000128,STU-002144,751-SCH-006,751,2024-12-27,4,9,2,9,True,True,,Ida Eriksen,2026-02-27T13:34:08.049514
WEL-000129,STU-001695,751-SCH-005,751,2024-12-17,3,7,3,5,False,False,,Sofie Petersen,2026-02-27T13:34:08.049518
WEL-000130,STU-001600,751-SCH-004,751,2024-10-04,9,7,10,8,False,False,Folger op,Victoria Kristensen,2026-02-27T13:34:08.049522
WEL-000131,STU-000518,751-SCH-002,751,2024-09-06,10,6,7,10,False,False,Henvisning til PPR,Caroline Thomsen,2026-02-27T13:34:08.049526
WEL-000132,STU-000773,751-SCH-003,751,2024-12-10,3,10,1,3,False,False,Folger op,Caroline Johansen,2026-02-27T13:34:08.049531
WEL-000133,STU-002564,751-SCH-007,751,2024-11-27,1,1,3,10,False,False,Kontakt til foraeldere,Camilla Knudsen,2026-02-27T13:34:08.049535
WEL-000134,STU-003012,751-SCH-008,751,2024-10-27,2,4,2,9,False,True,,Maja Jorgensen,2026-02-27T13:34:08.049539
WEL-000135,STU-000152,751-SCH-001,751,2024-12-13,9,10,6,2,False,False,Kontakt til foraeldere,Anna Jakobsen,2026-02-27T13:34:08.049543
WEL-000136,STU-001811,751-SCH-005,751,2024-12-12,3,2,4,3,False,False,,Caroline Kristensen,2026-02-27T13:34:08.049547
WEL-000137,STU-000647,751-SCH-002,751,2024-12-06,10,3,6,5,False,False,Folger op,Marie Christensen,2026-02-27T13:34:08.049551
WEL-000138,STU-000623,751-SCH-002,751,2024-10-19,1,3,8,3,False,False,,Victoria Pedersen,2026-02-27T13:34:08.049555
WEL-000139,STU-001545,751-SCH-004,751,2024-12-09,9,1,7,2,False,False,Folger op,Sarah Nielsen,2026-02-27T13:34:08.049559
WEL-000140,STU-000318,751-SCH-001,751,2024-10-10,4,9,5,7,False,False,Samtale planlagt,Victoria Lund,2026-02-27T13:34:08.049570
WEL-000141,STU-001873,751-SCH-005,751,2024-11-03,10,7,8,2,False,False,Samtale planlagt,Emma Christensen,2026-02-27T13:34:08.049575
WEL-000142,STU-001297,751-SCH-004,751,2024-11-11,4,6,8,8,False,False,Henvisning til PPR,Caroline Poulsen,2026-02-27T13:34:08.049579
WEL-000143,STU-002634,751-SCH-007,751,2024-12-04,2,7,2,10,False,False,Folger op,Clara Mortensen,2026-02-27T13:34:08.049583
WEL-000144,STU-001436,751-SCH-004,751,2024-09-10,1,7,10,3,False,False,Ingen bekymringer,Camilla Berg,2026-02-27T13:34:08.049587
WEL-000145,STU-000019,751-SCH-001,751,2024-10-25,4,8,6,9,False,False,Henvisning til PPR,Laura Jorgensen,2026-02-27T13:34:08.049591
WEL-000146,STU-001898,751-SCH-005,751,2024-12-14,10,5,2,5,False,False,Kontakt til foraeldere,Maja Johansen,2026-02-27T13:34:08.049595
WEL-000147,STU-002642,751-SCH-007,751,2024-09-10,7,9,1,9,False,False,Kontakt til foraeldere,Julie Pedersen,2026-02-27T13:34:08.049599
WEL-000148,STU-000797,751-SCH-003,751,2024-11-07,2,3,7,2,False,False,Henvisning til PPR,Josefine Sorensen,2026-02-27T13:34:08.049604
WEL-000149,STU-001333,751-SCH-004,751,2024-09-09,6,6,9,8,False,False,Samtale planlagt,Emma Nielsen,2026-02-27T13:34:08.049608
WEL-000150,STU-001911,751-SCH-005,751,2024-12-02,1,8,10,6,True,False,Folger op,Sofia Hansen,2026-02-27T13:34:08.049612
WEL-000151,STU-000184,751-SCH-001,751,2024-11-16,6,6,3,7,False,False,Kontakt til foraeldere,Mathilde Christensen,2026-02-27T13:34:08.049616
WEL-000152,STU-001795,751-SCH-005,751,2024-12-20,2,4,9,10,False,False,Henvisning til PPR,Caroline Madsen,2026-02-27T13:34:08.049620
WEL-000153,STU-000685,751-SCH-002,751,2024-12-27,1,10,1,2,False,False,Ingen bekymringer,Emma Petersen,2026-02-27T13:34:08.049624
WEL-000154,STU-001838,751-SCH-005,751,2024-10-09,2,10,9,2,False,False,Ingen bekymringer,Ida Olsen,2026-02-27T13:34:08.049629
WEL-000155,STU-002899,751-SCH-008,751,2024-09-11,8,4,8,1,False,False,,Alma Christensen,2026-02-27T13:34:08.049634
WEL-000156,STU-000663,751-SCH-002,751,2024-11-06,4,7,8,1,False,False,Henvisning til PPR,Anna Jensen,2026-02-27T13:34:08.049638
WEL-000157,STU-000522,751-SCH-002,751,2024-09-06,2,6,7,5,False,False,Folger op,Julie Sorensen,2026-02-27T13:34:08.049642
WEL-000158,STU-002039,751-SCH-005,751,2024-09-08,1,3,7,7,False,False,Samtale planlagt,Katrine Knudsen,2026-02-27T13:34:08.049646
WEL-000159,STU-001476,751-SCH-004,751,2024-09-07,8,10,10,9,False,False,Folger op,Emilie Berg,2026-02-27T13:34:08.049650
WEL-000160,STU-003149,751-SCH-008,751,2024-09-12,4,3,4,2,False,False,,Camilla Rasmussen,2026-02-27T13:34:08.049654
WEL-000161,STU-000701,751-SCH-002,751,2024-09-13,6,2,3,6,False,True,Folger op,Ida Larsen,2026-02-27T13:34:08.049658
WEL-000162,STU-001380,751-SCH-004,751,2024-10-20,2,7,1,10,False,False,,Ida Andersen,2026-02-27T13:34:08.049663
WEL-000163,STU-002676,751-SCH-007,751,2024-09-11,6,1,1,3,False,False,,Marie Thomsen,2026-02-27T13:34:08.049667
WEL-000164,STU-000854,751-SCH-003,751,2024-09-16,7,10,10,9,False,False,Samtale planlagt,Sofie Sorensen,2026-02-27T13:34:08.049671
WEL-000165,STU-000860,751-SCH-003,751,2024-12-07,5,4,2,10,False,False,,Sofia Pedersen,2026-02-27T13:34:08.049676
WEL-000166,STU-000206,751-SCH-001,751,2024-12-02,4,6,7,6,False,False,Ingen bekymringer,Freja Christensen,2026-02-27T13:34:08.049681
WEL-000167,STU-001991,751-SCH-005,751,2024-12-26,3,1,10,5,False,False,Henvisning til PPR,Josefine Olsen,2026-02-27T13:34:08.049687
WEL-000168,STU-000085,751-SCH-001,751,2024-11-10,3,9,2,4,False,False,Henvisning til PPR,Sofia Rasmussen,2026-02-27T13:34:08.049692
WEL-000169,STU-002806,751-SCH-007,751,2024-11-06,3,5,5,9,False,True,Samtale planlagt,Freja Rasmussen,2026-02-27T13:34:08.049696
WEL-000170,STU-002715,751-SCH-007,751,2024-12-07,2,8,4,9,False,False,,Josefine Rasmussen,2026-02-27T13:34:08.049700
WEL-000171,STU-002983,751-SCH-008,751,2024-12-16,5,10,9,4,False,False,,Mathilde Hansen,2026-02-27T13:34:08.049705
WEL-000172,STU-001351,751-SCH-004,751,2024-10-12,9,1,9,4,False,True,Folger op,Emilie Jakobsen,2026-02-27T13:34:08.049709
WEL-000173,STU-000699,751-SCH-002,751,2024-12-07,3,6,3,9,False,True,Henvisning til PPR,Nanna Eriksen,2026-02-27T13:34:08.049713
WEL-000174,STU-000213,751-SCH-001,751,2024-10-07,9,1,1,5,False,False,,Alma Sorensen,2026-02-27T13:34:08.049717
WEL-000175,STU-001680,751-SCH-004,751,2024-11-11,2,2,1,8,False,False,,Sofie Nielsen,2026-02-27T13:34:08.049722
WEL-000176,STU-001959,751-SCH-005,751,2024-09-21,3,8,3,9,False,True,Folger op,Emma Larsen,2026-02-27T13:34:08.049726
WEL-000177,STU-000976,751-SCH-003,751,2024-12-25,4,4,2,8,False,False,Folger op,Katrine Kristensen,2026-02-27T13:34:08.049730
WEL-000178,STU-000787,751-SCH-003,751,2024-11-22,4,9,4,6,False,False,Ingen bekymringer,Freja Eriksen,2026-02-27T13:34:08.049734
WEL-000179,STU-000424,751-SCH-002,751,2024-10-07,2,8,3,7,False,True,Kontakt til foraeldere,Nanna Moller,2026-02-27T13:34:08.049739
WEL-000180,STU-002113,751-SCH-006,751,2024-09-08,5,8,2,3,False,False,Henvisning til PPR,Isabella Knudsen,2026-02-27T13:34:08.049743
WEL-000181,STU-000431,751-SCH-002,751,2024-09-01,6,9,7,8,False,False,Ingen bekymringer,Sofia Petersen,2026-02-27T13:34:08.049747
WEL-000182,STU-000008,751-SCH-001,751,2024-09-23,4,7,5,3,False,False,,Laura Johansen,2026-02-27T13:34:08.049752
WEL-000183,STU-001814,751-SCH-005,751,2024-12-09,9,1,9,4,True,True,Henvisning til PPR,Anna Poulsen,2026-02-27T13:34:08.049756
WEL-000184,STU-001698,751-SCH-005,751,2024-09-03,2,10,1,2,False,False,Kontakt til foraeldere,Isabella Eriksen,2026-02-27T13:34:08.049760
WEL-000185,STU-002770,751-SCH-007,751,2024-12-01,7,6,5,10,False,False,Ingen bekymringer,Sarah Johansen,2026-02-27T13:34:08.049764
WEL-000186,STU-000087,751-SCH-001,751,2024-09-26,3,7,3,4,False,True,,Marie Rasmussen,2026-02-27T13:34:08.049769
