budget_id,school_id,municipality_code,fiscal_year,category,budgeted_amount,spent_amount,currency,approved_date,approved_by,notes,created_at,updated_at
BUD-000022,751-SCH-003,751,2024,Undervisningsmaterialer,2914476.77,2378282.83,DKK,2024-01-15,Mikkel Mortensen,,2026-02-27T13:34:08.046880,2026-02-27T13:34:08.046881
BUD-000023,751-SCH-003,751,2024,IT_udstyr,1356551.85,1226156.17,DKK,2024-01-15,Kasper Jakobsen,,2026-02-27T13:34:08.046883,2026-02-27T13:34:08.046884
BUD-000024,751-SCH-003,751,2024,Bygningsvedligehold,816091.65,761504.02,DKK,2024-01-15,Frederik Christensen,,2026-02-27T13:34:08.046886,2026-02-27T13:34:08.046886
BUD-000025,751-SCH-003,751,2024,Transport,1145898.22,954860.54,DKK,2024-01-15,Christian Moller,,2026-02-27T13:34:08.046888,2026-02-27T13:34:08.046889
BUD-000026,751-SCH-003,751,2024,Kantinedrift,571175.62,540688.45,DKK,2024-01-15,Magnus Eriksen,,2026-02-27T13:34:08.046891,2026-02-27T13:34:08.046892
BUD-000027,751-SCH-003,751,2024,Specialundervisning,641402.65,504389.13,DKK,2024-01-15,Jakob Knudsen,,2026-02-27T13:34:08.046894,2026-02-27T13:34:08.046894
BUD-000028,751-SCH-003,751,2024,Fritidsaktiviteter,521727.54,412682.59,DKK,2024-01-15,Emil Knudsen,,2026-02-27T13:34:08.046896,2026-02-27T13:34:08.046897
BUD-000029,751-SCH-003,751,2024,Administration,551333.02,438633.18,DKK,2024-01-15,Simon Larsen,,2026-02-27T13:34:08.046899,2026-02-27T13:34:08.046900
BUD-000030,751-SCH-003,751,2024,Rengoring,1246278.06,1020066.41,DKK,2024-01-15,Mikkel Berg,,2026-02-27T13:34:08.046902,2026-02-27T13:34:08.046903
BUD-000031,751-SCH-004,751,2024,Personale,16374057.02,15436387.54,DKK,2024-01-15,Oliver Mortensen,,2026-02-27T13:34:08.046905,2026-02-27T13:34:08.046906
BUD-000032,751-SCH-004,751,2024,Undervisningsmaterialer,2628080.67,2064989.21,DKK,2024-01-15,Noah Jakobsen,,2026-02-27T13:34:08.046908,2026-02-27T13:34:08.046908
BUD-000033,751-SCH-004,751,2024,IT_udstyr,1555651.09,1454169.49,DKK,2024-01-15,Lucas Berg,,2026-02-27T13:34:08.046910,2026-02-27T13:34:08.046911
BUD-000034,751-SCH-004,751,2024,Bygningsvedligehold,814561.72,701683.41,DKK,2024-01-15,Mathias Mortensen,,2026-02-27T13:34:08.046913,2026-02-27T13:34:08.046914
BUD-000035,751-SCH-004,751,2024,Transport,543123.53,514916.57,DKK,2024-01-15,Carl Sorensen,,2026-02-27T13:34:08.046921,2026-02-27T13:34:08.046922
BUD-000036,751-SCH-004,751,2024,Kantinedrift,1112536.65,858009.27,DKK,2024-01-15,Sebastian Hansen,,2026-02-27T13:34:08.046924,2026-02-27T13:34:08.046925
BUD-000037,751-SCH-004,751,2024,Specialundervisning,549218.92,467200.24,DKK,2024-01-15,Jakob Larsen,,2026-02-27T13:34:08.046926,2026-02-27T13:34:08.046927
BUD-000038,751-SCH-004,751,2024,Fritidsaktiviteter,535846.49,473715.48,DKK,2024-01-15,Frederik Pedersen,,2026-02-27T13:34:08.046929,2026-02-27T13:34:08.046930
BUD-000039,751-SCH-004,751,2024,Administration,1115345.77,1054628.49,DKK,2024-01-15,Magnus Petersen,,2026-02-27T13:34:08.046932,2026-02-27T13:34:08.046933
BUD-000040,751-SCH-004,751,2024,Rengoring,594265.89,526210.61,DKK,2024-01-15,Magnus Berg,,2026-02-27T13:34:08.046935,2026-02-27T13:34:08.046935
BUD-000041,751-SCH-005,751,2024,Personale,22547060.13,18415187.3,DKK,2024-01-15,Alexander Berg,,2026-02-27T13:34:08.046938,2026-02-27T13:34:08.046939
BUD-000042,751-SCH-005,751,2024,Undervisningsmaterialer,3623010.5,3437382.54,DKK,2024-01-15,Magnus Mortensen,,2026-02-27T13:34:08.046952,2026-02-27T13:34:08.046953
BUD-000043,751-SCH-005,751,2024,IT_udstyr,2496607.09,1961143.96,DKK,2024-01-15,Lucas Pedersen,,2026-02-27T13:34:08.046955,2026-02-27T13:34:08.046955
BUD-000044,751-SCH-005,751,2024,Bygningsvedligehold,1596014.04,1437892.55,DKK,2024-01-15,Oscar Jakobsen,,2026-02-27T13:34:08.046957,2026-02-27T13:34:08.046958
BUD-000045,751-SCH-005,751,2024,Transport,1202700.08,966736.25,DKK,2024-01-15,Oscar Johansen,,2026-02-27T13:34:08.046960,2026-02-27T13:34:08.046961
BUD-000046,751-SCH-005,751,2024,Kantinedrift,1043816.25,835924.89,DKK,2024-01-15,Christian Lund,,2026-02-27T13:34:08.046963,2026-02-27T13:34:08.046964
BUD-000047,751-SCH-005,751,2024,Specialundervisning,788651.7,722916.03,DKK,2024-01-15,Noah Sorensen,,2026-02-27T13:34:08.046966,2026-02-27T13:34:08.046967
BUD-000048,751-SCH-005,751,2024,Fritidsaktiviteter,1508977.86,1276021.42,DKK,2024-01-15,Sebastian Jorgensen,,2026-02-27T13:34:08.046970,2026-02-27T13:34:08.046971
BUD-000049,751-SCH-005,751,2024,Administration,997088.56,811811.4,DKK,2024-01-15,William Thomsen,,2026-02-27T13:34:08.046973,2026-02-27T13:34:08.046974
BUD-000050,751-SCH-005,751,2024,Rengoring,1694047.0,1283021.56,DKK,2024-01-15,Sebastian Thomsen,,2026-02-27T13:34:08.046977,2026-02-27T13:34:08.046978
BUD-000051,751-SCH-006,751,2024,Personale,16683588.79,14197451.1,DKK,2024-01-15,Oliver Pedersen,,2026-02-27T13:34:08.046981,2026-02-27T13:34:08.046982
BUD-000052,751-SCH-006,751,2024,Undervisningsmaterialer,2789846.02,2478365.93,DKK,2024-01-15,Christian Knudsen,,2026-02-27T13:34:08.046984,2026-02-27T13:34:08.046985
BUD-000053,751-SCH-006,751,2024,IT_udstyr,2076577.37,1779961.24,DKK,2024-01-15,Rasmus Larsen,,2026-02-27T13:34:08.046988,2026-02-27T13:34:08.046989
BUD-000054,751-SCH-006,751,2024,Bygningsvedligehold,844351.96,653186.86,DKK,2024-01-15,Oliver Hansen,,2026-02-27T13:34:08.046991,2026-02-27T13:34:08.046992
BUD-000055,751-SCH-006,751,2024,Transport,1322265.53,1229395.88,DKK,2024-01-15,Emil Mortensen,,2026-02-27T13:34:08.047001,2026-02-27T13:34:08.047002
BUD-000056,751-SCH-006,751,2024,Kantinedrift,1038279.2,783206.84,DKK,2024-01-15,Jakob Eriksen,,2026-02-27T13:34:08.047004,2026-02-27T13:34:08.047005
BUD-000057,751-SCH-006,751,2024,Specialundervisning,1227895.5,1091286.81,DKK,2024-01-15,Carl Olsen,,2026-02-27T13:34:08.047007,2026-02-27T13:34:08.047008
BUD-000058,751-SCH-006,751,2024,Fritidsaktiviteter,806765.19,648638.57,DKK,2024-01-15,Carl Mortensen,,2026-02-27T13:34:08.047010,2026-02-27T13:34:08.047011
BUD-000059,751-SCH-006,751,2024,Administration,806631.52,618609.02,DKK,2024-01-15,Victor Nielsen,,2026-02-27T13:34:08.047013,2026-02-27T13:34:08.047014
BUD-000060,751-SCH-006,751,2024,Rengoring,988637.63,780591.78,DKK,2024-01-15,Mads Moller,,2026-02-27T13:34:08.047016,2026-02-27T13:34:08.047017
BUD-000061,751-SCH-007,751,2024,Personale,12090022.46,9690466.45,DKK,2024-01-15,Frederik Moller,,2026-02-27T13:34:08.047019,2026-02-27T13:34:08.047020
BUD-000062,751-SCH-007,751,2024,Undervisningsmaterialer,2433177.61,2157276.28,DKK,2024-01-15,Alexander Jorgensen,,2026-02-27T13:34:08.047022,2026-02-27T13:34:08.047023
BUD-000063,751-SCH-007,751,2024,IT_udstyr,1516847.1,1264415.84,DKK,2024-01-15,Alexander Hansen,,2026-02-27T13:34:08.047025,2026-02-27T13:34:08.047026
BUD-000064,751-SCH-007,751,2024,Bygningsvedligehold,1020951.56,879113.84,DKK,2024-01-15,Mikkel Jakobsen,,2026-02-27T13:34:08.047028,2026-02-27T13:34:08.047028
BUD-000065,751-SCH-007,751,2024,Transport,1019301.5,793405.77,DKK,2024-01-15,Victor Sorensen,,2026-02-27T13:34:08.047030,2026-02-27T13:34:08.047031
BUD-000066,751-SCH-007,751,2024,Kantinedrift,766326.63,660505.44,DKK,2024-01-15,Sebastian Knudsen,,2026-02-27T13:34:08.047034,2026-02-27T13:34:08.047035
BUD-000067,751-SCH-007,751,2024,Specialundervisning,908108.27,860260.64,DKK,2024-01-15,Kasper Pedersen,,2026-02-27T13:34:08.047037,2026-02-27T13:34:08.047037
BUD-000068,751-SCH-007,751,2024,Fritidsaktiviteter,760939.59,668582.97,DKK,2024-01-15,Noah Hansen,,2026-02-27T13:34:08.047039,2026-02-27T13:34:08.047040
BUD-000069,751-SCH-007,751,2024,Administration,561315.37,496317.86,DKK,2024-01-15,Oscar Johansen,,2026-02-27T13:34:08.047042,2026-02-27T13:34:08.047043
BUD-000070,751-SCH-007,751,2024,Rengoring,869369.63,672836.54,DKK,2024-01-15,Oscar Kristensen,,2026-02-27T13:34:08.047045,2026-02-27T13:34:08.047046
BUD-000071,751-SCH-008,751,2024,Personale,13025948.81,10516013.26,DKK,2024-01-15,Emil Rasmussen,,2026-02-27T13:34:08.047049,2026-02-27T13:34:08.047050
BUD-000072,751-SCH-008,751,2024,Undervisningsmaterialer,1959354.47,1718374.03,DKK,2024-01-15,William Christensen,,2026-02-27T13:34:08.047052,2026-02-27T13:34:08.047052
BUD-000073,751-SCH-008,751,2024,IT_udstyr,1430030.05,1115840.16,DKK,2024-01-15,Rasmus Hansen,,2026-02-27T13:34:08.047054,2026-02-27T13:34:08.047055
BUD-000074,751-SCH-008,751,2024,Bygningsvedligehold,1076372.72,942045.6,DKK,2024-01-15,Jonas Mortensen,,2026-02-27T13:34:08.047057,2026-02-27T13:34:08.047058
BUD-000075,751-SCH-008,751,2024,Transport,821246.59,707928.62,DKK,2024-01-15,Tobias Christensen,,2026-02-27T13:34:08.047062,2026-02-27T13:34:08.047063
BUD-000076,751-SCH-008,751,2024,Kantinedrift,576903.48,516261.15,DKK,2024-01-15,Mads Sorensen,,2026-02-27T13:34:08.047065,2026-02-27T13:34:08.047066
BUD-000077,751-SCH-008,751,2024,Specialundervisning,506752.74,461512.71,DKK,2024-01-15,Christian Berg,,2026-02-27T13:34:08.047069,2026-02-27T13:34:08.047070
BUD-000078,751-SCH-008,751,2024,Fritidsaktiviteter,912290.76,694787.25,DKK,2024-01-15,Sebastian Sorensen,,2026-02-27T13:34:08.047073,2026-02-27T13:34:08.047074
BUD-000079,751-SCH-008,751,2024,Administration,675073.05,525925.44,DKK,2024-01-15,Emil Sorensen,,2026-02-27T13:34:08.047077,2026-02-27T13:34:08.047078
BUD-000080,751-SCH-008,751,2024,Rengoring,1064283.16,903280.61,DKK,2024-01-15,Rasmus Nielsen,,2026-02-27T13:34:08.047080,2026-02-27T13:34:08.047081
